Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
Sfa-ABas_001-Ex1-cssl.clmp.r1r2_fastp	10253420.0	0.0	0.0	117040.0	0.0
Sfa-ABas_002-Ex1-cssl.clmp.r1r2_fastp	8012780.0	0.0	0.0	98792.0	0.0
Sfa-ABas_003-Ex1-cssl.clmp.r1r2_fastp	7810622.0	0.0	0.0	90062.0	0.0
Sfa-ABas_004-Ex1-cssl.clmp.r1r2_fastp	8308272.0	0.0	0.0	102716.0	0.0
Sfa-ABas_005-Ex1-cssl.clmp.r1r2_fastp	8319360.0	0.0	0.0	96878.0	0.0
Sfa-ABas_006-Ex1-cssl.clmp.r1r2_fastp	6466966.0	0.0	0.0	74972.0	0.0
Sfa-ABas_007-Ex1-cssl.clmp.r1r2_fastp	7920422.0	0.0	0.0	96042.0	0.0
Sfa-ABas_008-Ex1-cssl.clmp.r1r2_fastp	7814804.0	0.0	0.0	100688.0	0.0
Sfa-ABas_009-Ex1-cssl.clmp.r1r2_fastp	9112340.0	0.0	0.0	115060.0	0.0
Sfa-ABas_010-Ex1-cssl.clmp.r1r2_fastp	8773100.0	0.0	0.0	104306.0	0.0
Sfa-ABas_013-Ex1-cssl.clmp.r1r2_fastp	8453010.0	0.0	0.0	106784.0	0.0
Sfa-ABas_014-Ex1-cssl.clmp.r1r2_fastp	5067462.0	0.0	0.0	60010.0	0.0
Sfa-ABas_016-Ex1-cssl.clmp.r1r2_fastp	8420862.0	0.0	0.0	109732.0	0.0
Sfa-ABas_017-Ex1-cssl.clmp.r1r2_fastp	7837986.0	0.0	0.0	103112.0	0.0
Sfa-ABas_018-Ex1-cssl.clmp.r1r2_fastp	7935212.0	0.0	0.0	97730.0	0.0
Sfa-ABas_019-Ex1-cssl.clmp.r1r2_fastp	7237710.0	0.0	0.0	90692.0	0.0
Sfa-ABas_020-Ex1-cssl.clmp.r1r2_fastp	4728214.0	0.0	0.0	60002.0	0.0
Sfa-ABas_021-Ex1-cssl.clmp.r1r2_fastp	3247042.0	0.0	0.0	39370.0	0.0
Sfa-ABas_022-Ex1-cssl.clmp.r1r2_fastp	7819606.0	0.0	0.0	90600.0	0.0
Sfa-ABas_023-Ex1-cssl.clmp.r1r2_fastp	6298556.0	0.0	0.0	73456.0	0.0
Sfa-ABas_024-Ex1-cssl.clmp.r1r2_fastp	6344916.0	0.0	0.0	74102.0	0.0
Sfa-ABas_025-Ex1-cssl.clmp.r1r2_fastp	8007482.0	0.0	0.0	92762.0	0.0
Sfa-ABas_026-Ex1-cssl.clmp.r1r2_fastp	10019068.0	0.0	0.0	126430.0	0.0
Sfa-ABas_027-Ex1-cssl.clmp.r1r2_fastp	8924106.0	0.0	0.0	107660.0	0.0
Sfa-ABas_028-Ex1-cssl.clmp.r1r2_fastp	7161798.0	0.0	0.0	93202.0	0.0
Sfa-ABas_029-Ex1-cssl.clmp.r1r2_fastp	6400112.0	0.0	0.0	79102.0	0.0
Sfa-ABas_030-Ex1-cssl.clmp.r1r2_fastp	7964858.0	0.0	0.0	97402.0	0.0
Sfa-ABas_031-Ex1-cssl.clmp.r1r2_fastp	7168004.0	0.0	0.0	80324.0	0.0
Sfa-ABas_032-Ex1-cssl.clmp.r1r2_fastp	6817500.0	0.0	0.0	79560.0	0.0
Sfa-ABas_033-Ex1-cssl.clmp.r1r2_fastp	10573406.0	0.0	0.0	119780.0	0.0
Sfa-ABas_034-Ex1-cssl.clmp.r1r2_fastp	10752210.0	0.0	0.0	129430.0	0.0
Sfa-ABas_035-Ex1-cssl.clmp.r1r2_fastp	7196304.0	0.0	0.0	80126.0	0.0
Sfa-CBas_001-Ex1-cssl.clmp.r1r2_fastp	12487990.0	0.0	0.0	93876.0	0.0
Sfa-CBas_002-Ex1-cssl.clmp.r1r2_fastp	26119598.0	0.0	0.0	186360.0	0.0
Sfa-CBas_003-Ex1-cssl.clmp.r1r2_fastp	13146066.0	0.0	0.0	137104.0	0.0
Sfa-CBas_006-Ex1-cssl.clmp.r1r2_fastp	2954760.0	0.0	0.0	73270.0	0.0
Sfa-CBas_007-Ex1-cssl.clmp.r1r2_fastp	10350628.0	0.0	0.0	99342.0	0.0
Sfa-CBas_008-Ex1-cssl.clmp.r1r2_fastp	14069442.0	0.0	0.0	104688.0	0.0
Sfa-CBas_009-Ex1-cssl.clmp.r1r2_fastp	17741620.0	0.0	0.0	155770.0	0.0
Sfa-CBas_010-Ex1-cssl.clmp.r1r2_fastp	15598716.0	0.0	0.0	140928.0	0.0
Sfa-CBas_014-Ex1-cssl.clmp.r1r2_fastp	16676030.0	0.0	0.0	114442.0	0.0
Sfa-CBas_015-Ex1-cssl.clmp.r1r2_fastp	11729682.0	0.0	0.0	97210.0	0.0
Sfa-CBas_016-Ex1-cssl.clmp.r1r2_fastp	10741326.0	0.0	0.0	114770.0	0.0
Sfa-CBas_017-Ex1-cssl.clmp.r1r2_fastp	21390802.0	0.0	0.0	165550.0	0.0
Sfa-CBas_019-Ex1-cssl.clmp.r1r2_fastp	14454436.0	0.0	0.0	111586.0	0.0
Sfa-CBas_020-Ex1-cssl.clmp.r1r2_fastp	9695110.0	0.0	0.0	100436.0	0.0
Sfa-CBas_021-Ex1-cssl.clmp.r1r2_fastp	10742898.0	0.0	0.0	98766.0	0.0
Sfa-CBas_023-Ex1-cssl.clmp.r1r2_fastp	26263622.0	0.0	0.0	157550.0	0.0
Sfa-CBas_025-Ex1-cssl.clmp.r1r2_fastp	8336338.0	0.0	0.0	83362.0	0.0
Sfa-CBas_026-Ex1-cssl.clmp.r1r2_fastp	11441660.0	0.0	0.0	121338.0	0.0
Sfa-CBas_027-Ex1-cssl.clmp.r1r2_fastp	17891592.0	0.0	0.0	104406.0	0.0
Sfa-CBas_028-Ex1-cssl.clmp.r1r2_fastp	15343990.0	0.0	0.0	126260.0	0.0
Sfa-CBas_029-Ex1-cssl.clmp.r1r2_fastp	16674128.0	0.0	0.0	113206.0	0.0
Sfa-CBas_030-Ex1-cssl.clmp.r1r2_fastp	14095234.0	0.0	0.0	96882.0	0.0
Sfa-CBas_031-Ex1-cssl.clmp.r1r2_fastp	14118966.0	0.0	0.0	104106.0	0.0
Sfa-CBas_032-Ex1-cssl.clmp.r1r2_fastp	16191682.0	0.0	0.0	130690.0	0.0
Sfa-CBas_033-Ex1-cssl.clmp.r1r2_fastp	20609686.0	0.0	0.0	155164.0	0.0
Sfa-CBas_036-Ex1-cssl.clmp.r1r2_fastp	13918788.0	0.0	0.0	106908.0	0.0
Sfa-CBas_039-Ex1-cssl.clmp.r1r2_fastp	2310762.0	0.0	0.0	53570.0	0.0
Sfa-CBas_041-Ex1-cssl.clmp.r1r2_fastp	13884920.0	0.0	0.0	125128.0	0.0
Sfa-CBas_042-Ex1-cssl.clmp.r1r2_fastp	5593866.0	0.0	0.0	61818.0	0.0
Sfa-CBas_043-Ex1-cssl.clmp.r1r2_fastp	20336076.0	0.0	0.0	180708.0	0.0
Sfa-CBas_044-Ex1-cssl.clmp.r1r2_fastp	2369262.0	0.0	0.0	57792.0	0.0
Sfa-CBas_046-Ex1-cssl.clmp.r1r2_fastp	1550538.0	0.0	0.0	37942.0	0.0
Sfa-CBas_048-Ex1-cssl.clmp.r1r2_fastp	16598630.0	0.0	0.0	114934.0	0.0
Sfa-CBas_056-Ex1-cssl.clmp.r1r2_fastp	20871560.0	0.0	0.0	152302.0	0.0
Sfa-CBas_059-Ex1-cssl.clmp.r1r2_fastp	6111318.0	0.0	0.0	65122.0	0.0
Sfa-CBas_061-Ex1-cssl.clmp.r1r2_fastp	10616586.0	0.0	0.0	113836.0	0.0
Sfa-CBas_062-Ex1-cssl.clmp.r1r2_fastp	16633866.0	0.0	0.0	136576.0	0.0
Sfa-CBas_066-Ex1-cssl.clmp.r1r2_fastp	12330934.0	0.0	0.0	109522.0	0.0
Sfa-CBas_067-Ex1-cssl.clmp.r1r2_fastp	13884518.0	0.0	0.0	122226.0	0.0
Sfa-CBas_073-Ex1-cssl.clmp.r1r2_fastp	2362544.0	0.0	0.0	57128.0	0.0
Sfa-CBas_076-Ex1-cssl.clmp.r1r2_fastp	13193796.0	0.0	0.0	127204.0	0.0
Sfa-CBas_078-Ex1-cssl.clmp.r1r2_fastp	11240852.0	0.0	0.0	101258.0	0.0
Sfa-CBas_084-Ex1-cssl.clmp.r1r2_fastp	31709574.0	0.0	0.0	203406.0	0.0
Sfa-CBas_086-Ex1-cssl.clmp.r1r2_fastp	14690806.0	0.0	0.0	105572.0	0.0
Sfa-CBas_088-Ex1-cssl.clmp.r1r2_fastp	13278260.0	0.0	0.0	114798.0	0.0
Sfa-CBas_090-Ex1-cssl.clmp.r1r2_fastp	1656850.0	0.0	0.0	41298.0	0.0
