"","Position","C.T","G.A"
"1",1,0.543724783279322,0.434480431467382
"2",2,0.558648734832721,0.480011859645319
"3",3,0.560258895492475,0.523001293663706
"4",4,0.561262445427947,0.553035122008259
"5",5,0.575172954707424,0.56197083055038
"6",6,0.594836122820574,0.559063620431553
"7",7,0.60960347104955,0.556563881653138
"8",8,0.616007918590789,0.560809691304761
"9",9,0.616751729764795,0.569624699758104
"10",10,0.616543270014594,0.577538027426187
"11",11,0.615776456503255,0.58448881540003
"12",12,0.615311408470062,0.589848429470379
"13",-12,0.597654160336337,0.607606823445887
"14",-11,0.597699345231241,0.603141615615644
"15",-10,0.594577390600207,0.600598072341304
"16",-9,0.590042278336125,0.598068656835403
"17",-8,0.580740404509497,0.598201574459782
"18",-7,0.569866477345868,0.597424279326431
"19",-6,0.562505757507633,0.590887132955863
"20",-5,0.557599199926651,0.578661563407919
"21",-4,0.549080191522908,0.564624647405317
"22",-3,0.525643311648433,0.556923681789863
"23",-2,0.492453285624913,0.547296608945485
"24",-1,0.455979794854643,0.526114087071018
