"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0499850401216104,0.0340376769100734,0.00160491078991423,0.19164236474696,0.55941782758048,-1452.52320377754
"Std.",0.000666649283521322,0.00173911566969913,0.00144742821649289,0.0451798137178516,0.00944262287656206,1.6519879160947
"Acceptance ratio",0.20384,0.22388,0.14012,0.19248,0.22076,0.66516
"0%",0.047592841038985,0.0288894449779621,4.85231120251565e-08,0.0719837883057922,0.513479106538673,-1466.58385949222
"2.5%",0.0487224401018498,0.0311058700482963,4.7858138285589e-05,0.109871876092543,0.5409822038313,-1456.56685711104
"5%",0.048921201316398,0.0315196484083826,9.07453979162359e-05,0.12247978375708,0.54395568569032,-1455.66731020026
"7.5%",0.0490425639954121,0.0317871139983425,0.000133234680907835,0.128821363225257,0.546005286078631,-1455.1033551315
"10%",0.049147157351608,0.031993779545758,0.000183814728880042,0.134705029966512,0.547422842578933,-1454.73554077384
"12.5%",0.0492143515447293,0.0321674216628419,0.000238794276300817,0.139803973451272,0.548785516961197,-1454.41226639744
"15%",0.0492874628897211,0.032320524687089,0.00029072469926861,0.145118470161933,0.549713007593781,-1454.14604323854
"17.5%",0.0493539107856553,0.0324536585015619,0.000341344015000157,0.149335023720301,0.550613932019597,-1453.92264626539
"20%",0.0494202328397226,0.0325809263161134,0.000398511977254409,0.153084260912221,0.551392090571056,-1453.72395911486
"22.5%",0.0494707027193754,0.0326964870871946,0.000461936738481309,0.156386575417632,0.552220538303437,-1453.5358037672
"25%",0.0495263802875226,0.032814222157557,0.000520855195097974,0.159650462607267,0.552957288954465,-1453.3774953145
"27.5%",0.04957079464906,0.0329278520454801,0.000591085360138929,0.1629852199289,0.553767549965953,-1453.23774012455
"30%",0.0496155274528286,0.0330336103970419,0.000651660877776279,0.165867875485699,0.554391368700114,-1453.09774387161
"32.5%",0.0496637491681008,0.0331181435231801,0.000715344944329339,0.169160181351152,0.555116479771823,-1452.95929106214
"35%",0.0497096358642169,0.0332121530734398,0.000782603781757143,0.171756138364523,0.555728417731461,-1452.82932657564
"37.5%",0.0497570873487162,0.0333160392839667,0.000840282589944431,0.174813122620155,0.55637726736253,-1452.71676251403
"40%",0.0498033464829912,0.0334078397859031,0.000905548192393912,0.177167664528372,0.556962232668287,-1452.60345053798
"42.5%",0.0498476370536563,0.0335141796359963,0.000972884346438821,0.180154023591203,0.557600542234278,-1452.49887980285
"45%",0.0498907711427675,0.0336273666078943,0.00104616764540671,0.18332500967255,0.558178841162293,-1452.40435332258
"47.5%",0.049938687502891,0.0337284549799336,0.00111755190066188,0.18654124954221,0.55878435255356,-1452.30878884037
"50%",0.0499760885513924,0.0338482005816118,0.0011950690492463,0.189127839528409,0.559344255989025,-1452.21168899182
"52.5%",0.0500172258997511,0.0339489111486638,0.00127370336513852,0.192081042320079,0.55995139224478,-1452.11424341172
"55%",0.0500634509577314,0.0340529259947292,0.00136688608237273,0.194990781038931,0.560670423719745,-1452.02288339449
"57.5%",0.0501074698511791,0.0341636853246453,0.00146348351030931,0.198244377104795,0.561262590120222,-1451.92828708184
"60%",0.0501541588098576,0.0342805808422336,0.00155337566003294,0.201509528893653,0.561851343078755,-1451.83826658802
"62.5%",0.0501931935177859,0.0344027918275317,0.0016473772501602,0.204500126529579,0.56234483277129,-1451.74870812081
"65%",0.0502405272970688,0.0345298060105696,0.00174265803999745,0.207576296319534,0.562976759021121,-1451.65744631947
"67.5%",0.0502892694857583,0.0346563898497753,0.00186097923334982,0.210523080808375,0.56371979301683,-1451.56951125809
"70%",0.0503337272557223,0.0347796187883188,0.00198548382883641,0.214018298966352,0.564368896519316,-1451.48766611072
"72.5%",0.0503789215780624,0.0349401158054785,0.00213659782500478,0.217141346426646,0.565050544185332,-1451.3996786618
"75%",0.0504318915349102,0.0350985104696861,0.00227377412812343,0.220636403789312,0.56578112013451,-1451.31137245771
"77.5%",0.0504840025337293,0.0352561578403766,0.00242982268509829,0.22458027716949,0.566471210623749,-1451.22459068359
"80%",0.0505378874686186,0.0354250973114599,0.00262719579200608,0.22897714833726,0.567310391269623,-1451.12871340324
"82.5%",0.0506106162044829,0.035615054087666,0.00279548157472709,0.233078775574316,0.568252702151856,-1451.04037657918
"85%",0.0506693160579605,0.0358440537328796,0.00301196183253318,0.237941656433505,0.56930275184334,-1450.95013870315
"87.5%",0.0507486264666121,0.0360585357388573,0.00328664817890729,0.243765516324245,0.57037212685398,-1450.847843975
"90%",0.0508392670125159,0.0363737925235446,0.00359431612276489,0.250609784567131,0.571630201761253,-1450.73630618693
"92.5%",0.0509584740662514,0.0367429390530202,0.00398962987645286,0.25823506420287,0.573122395648333,-1450.61829624579
"95%",0.0510998652057147,0.0372018854768428,0.00451314295492554,0.269485074080447,0.574805857565209,-1450.47618024331
"97.5%",0.0513400339760666,0.0379795081706333,0.0054285413757725,0.287486209271561,0.578042388375607,-1450.28232548497
"100%",0.0526796874209646,0.0424254472694169,0.0133213572639103,0.386485800053788,0.596246823927264,-1449.78374298493
