Sample	Unique Reads	Duplicate Reads
Hmi-ABas_001-Ex1-01A.clmp.fp2_repr.R1	840595.0	583883.0
Hmi-ABas_001-Ex1-01A.clmp.fp2_repr.R2	833834.0	590644.0
Hmi-ABas_002-Ex1-02A.clmp.fp2_repr.R1	1497832.0	846934.0
Hmi-ABas_002-Ex1-02A.clmp.fp2_repr.R2	1468453.0	876313.0
Hmi-ABas_003-Ex1-03A.clmp.fp2_repr.R1	378060.0	211744.0
Hmi-ABas_003-Ex1-03A.clmp.fp2_repr.R2	375455.0	214349.0
Hmi-ABas_004-Ex1-04A.clmp.fp2_repr.R1	1381570.0	697662.0
Hmi-ABas_004-Ex1-04A.clmp.fp2_repr.R2	1331683.0	747549.0
Hmi-ABas_005-Ex1-05A.clmp.fp2_repr.R1	1567954.0	1068522.0
Hmi-ABas_005-Ex1-05A.clmp.fp2_repr.R2	1504453.0	1132023.0
Hmi-ABas_006-Ex1-06A.clmp.fp2_repr.R1	1215647.0	915443.0
Hmi-ABas_006-Ex1-06A.clmp.fp2_repr.R2	1180828.0	950262.0
Hmi-ABas_007-Ex1-07A.clmp.fp2_repr.R1	1258078.0	906436.0
Hmi-ABas_007-Ex1-07A.clmp.fp2_repr.R2	1227063.0	937451.0
Hmi-ABas_008-Ex1-08A.clmp.fp2_repr.R1	1296861.0	845043.0
Hmi-ABas_008-Ex1-08A.clmp.fp2_repr.R2	1266406.0	875498.0
Hmi-ABas_009-Ex1-09A.clmp.fp2_repr.R1	2130255.0	1527590.0
Hmi-ABas_009-Ex1-09A.clmp.fp2_repr.R2	2064005.0	1593840.0
Hmi-ABas_010-Ex1-10A.clmp.fp2_repr.R1	1298542.0	672485.0
Hmi-ABas_010-Ex1-10A.clmp.fp2_repr.R2	1282622.0	688405.0
Hmi-ABas_011-Ex1-11A.clmp.fp2_repr.R1	1155657.0	601205.0
Hmi-ABas_011-Ex1-11A.clmp.fp2_repr.R2	1142722.0	614140.0
Hmi-ABas_012-Ex1-12A.clmp.fp2_repr.R1	1590344.0	741472.0
Hmi-ABas_012-Ex1-12A.clmp.fp2_repr.R2	1552055.0	779761.0
Hmi-ABas_013-Ex1-01B.clmp.fp2_repr.R1	1412686.0	1089642.0
