pos	3pG>A
1	0.00755636213049462
2	0.00834118743090884
3	0.00586962849418796
4	0.00683152960039037
5	0.0079651514363814
6	0.0106912376110271
7	0.0111389301828235
8	0.00970936150448162
9	0.0101272769069907
10	0.0102526528158676
11	0.0101053048622871
12	0.00973063492332376
13	0.00962663135239207
14	0.00966190586778139
15	0.00984655370620283
16	0.0102824150932611
17	0.0102666683029195
18	0.0100764871340254
19	0.0105735051609357
20	0.00991381615084361
21	0.0109688322266144
22	0.0102349059978537
23	0.0123841079282063
24	0.0105933019885926
25	0.0100537367483426
