file 	#reads_raw	#reads_fp1	#reads_clmp	#reads_fp2	#reads_fqscrn	#reads_repr	%_readLoss_fp1	%_readLoss_clmp	%_readLoss_fp2	%_readLoss_fqscrn	%_readLoss_repr	%_total_readLoss
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_001-Ex1-cssl.1.fq.gz	19826857	19602551	5185230	5126710	4468547	4349827	1.13132	73.5482	1.12859	12.8379	2.65679	78.0609
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_001-Ex1-cssl.2.fq.gz	19826857	19602551	5185230	5126710	4466318	4349827	1.13132	73.5482	1.12859	12.8814	2.60821	78.0609
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_002-Ex1-cssl.1.fq.gz	15425972	15213145	4055786	4006390	3608427	3514999	1.37967	73.3403	1.21791	9.93321	2.58916	77.2138
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_002-Ex1-cssl.2.fq.gz	15425972	15213145	4055786	4006390	3606076	3514999	1.37967	73.3403	1.21791	9.99189	2.52565	77.2138
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_003-Ex1-cssl.1.fq.gz	14371553	14202808	3950342	3905311	3541734	3447779	1.17416	72.1862	1.13993	9.30981	2.6528	76.0097
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_003-Ex1-cssl.2.fq.gz	14371553	14202808	3950342	3905311	3540205	3447779	1.17416	72.1862	1.13993	9.34896	2.61075	76.0097
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_004-Ex1-cssl.1.fq.gz	15415014	15229368	4205494	4154136	3802536	3695617	1.20432	72.3856	1.22121	8.46385	2.81178	76.0259
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_004-Ex1-cssl.2.fq.gz	15415014	15229368	4205494	4154136	3798267	3695617	1.20432	72.3856	1.22121	8.56662	2.70255	76.0259
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_005-Ex1-cssl.1.fq.gz	15006327	14818000	4208119	4159680	3802392	3702169	1.25498	71.6013	1.15108	8.58931	2.63579	75.3293
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_005-Ex1-cssl.2.fq.gz	15006327	14818000	4208119	4159680	3799557	3702169	1.25498	71.6013	1.15108	8.65747	2.56314	75.3293
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_006-Ex1-cssl.1.fq.gz	12142806	11995452	3270969	3233483	2952259	2878407	1.21351	72.7316	1.14602	8.69725	2.50154	76.2954
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_006-Ex1-cssl.2.fq.gz	12142806	11995452	3270969	3233483	2950620	2878407	1.21351	72.7316	1.14602	8.74794	2.44738	76.2954
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_007-Ex1-cssl.1.fq.gz	14881400	14686751	4008232	3960211	3604737	3514436	1.308	72.7085	1.19806	8.97614	2.50506	76.3837
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_007-Ex1-cssl.2.fq.gz	14881400	14686751	4008232	3960211	3603056	3514436	1.308	72.7085	1.19806	9.01859	2.45958	76.3837
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_008-Ex1-cssl.1.fq.gz	15442150	15233001	3957746	3907402	3498174	3402843	1.3544	74.0186	1.27204	10.4731	2.72516	77.9639
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_008-Ex1-cssl.2.fq.gz	15442150	15233001	3957746	3907402	3496988	3402843	1.3544	74.0186	1.27204	10.5035	2.69217	77.9639
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_009-Ex1-cssl.1.fq.gz	17702260	17463024	4613700	4556170	4056008	3950096	1.35144	73.5802	1.24694	10.9777	2.61124	77.6859
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_009-Ex1-cssl.2.fq.gz	17702260	17463024	4613700	4556170	4054015	3950096	1.35144	73.5802	1.24694	11.0214	2.56336	77.6859
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_010-Ex1-cssl.1.fq.gz	15793190	15608505	4438703	4386550	3997869	3884707	1.1694	71.5623	1.17496	8.86074	2.83056	75.4026
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_010-Ex1-cssl.2.fq.gz	15793190	15608505	4438703	4386550	3994635	3884707	1.1694	71.5623	1.17496	8.93447	2.75189	75.4026
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_013-Ex1-cssl.1.fq.gz	16439034	16227948	4279897	4226505	3834218	3733820	1.28405	73.6264	1.24751	9.28159	2.61847	77.2869
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_013-Ex1-cssl.2.fq.gz	16439034	16227948	4279897	4226505	3831305	3733820	1.28405	73.6264	1.24751	9.35052	2.54443	77.2869
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_014-Ex1-cssl.1.fq.gz	9791651	9663925	2563736	2533731	2206037	2147006	1.30444	73.4711	1.17036	12.9333	2.67588	78.0731
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/salarias_fasciatus/raw_fq_capture/Sfa-ABas_014-Ex1-cssl.2.fq.gz	9791651	9663925	2563736	2533731	2206686	2147006	1.30444	73.4711	1.17036	12.9076	2.70451	78.0731
