Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Gmi-ABas_001-Ex1-b-cssl2.clmp.fp2_repr.R1	19.467259582527902	49.0	123.95952887534715	9.090909090909092	1853692.0
Gmi-ABas_001-Ex1-b-cssl2.clmp.fp2_repr.R2	17.767431165052344	49.0	123.81443573150231	9.090909090909092	1853692.0
Gmi-ABas_003-Ex1-b-cssl2.clmp.fp2_repr.R1	9.537610575511977	45.0	112.22661935090206	9.090909090909092	2055129.0
Gmi-ABas_003-Ex1-b-cssl2.clmp.fp2_repr.R2	8.276676008554674	45.0	112.18098425938226	9.090909090909092	2055129.0
Gmi-ABas_004-Ex1-b-cssl2.clmp.fp2_repr.R1	12.238409848892815	48.0	114.16735049676323	0.0	1275658.0
Gmi-ABas_004-Ex1-b-cssl2.clmp.fp2_repr.R2	10.753866949498402	48.0	114.1657231013328	0.0	1275658.0
Gmi-ABas_008-Ex1-b-cssl.clmp.fp2_repr.R1	17.14584031278443	66.0	137.68169463811233	9.090909090909092	4403300.0
Gmi-ABas_008-Ex1-b-cssl.clmp.fp2_repr.R2	13.742426322235929	67.0	137.28790702427725	9.090909090909092	4403300.0
Gmi-ABas_009-Ex1-b-cssl.clmp.fp2_repr.R1	8.505866530121807	44.0	112.04112161445825	9.090909090909092	2573148.0
Gmi-ABas_009-Ex1-b-cssl.clmp.fp2_repr.R2	8.192266002133266	44.0	112.0699672152554	9.090909090909092	2573148.0
Gmi-ABas_010-Ex1-b-cssl.clmp.fp2_repr.R1	8.466390692558363	44.0	112.7820402753469	9.090909090909092	2711634.0
Gmi-ABas_010-Ex1-b-cssl.clmp.fp2_repr.R2	7.916790185372889	44.0	112.78896082583417	9.090909090909092	2711634.0
Gmi-ABas_011-Ex1-b-cssl.clmp.fp2_repr.R1	16.145768995118303	48.0	121.75597633342845	9.090909090909092	1717190.0
