pos	5pC>T
1	0.0184453572643311
2	0.0315551601229238
3	0.0181988357493437
4	0.0208073469266053
5	0.0202260652972428
6	0.0290902187629119
7	0.0327042087153019
8	0.0270629602212958
9	0.0273399776408744
10	0.0307887035098588
11	0.0236889533402212
12	0.0248121733449477
13	0.0268387235372237
14	0.0272753849152212
15	0.0273163671450971
16	0.0271735685482888
17	0.0260881139358445
18	0.0266448406437362
19	0.0266520357271725
20	0.0270668304115313
21	0.0284057261715404
22	0.0278978076027002
23	0.0278320070558622
24	0.0284593714848844
25	0.0282493737823546
