"","Position","C.T","G.A"
"1",1,0.367960876532176,0.361755551459535
"2",2,0.396046899780709,0.383284448299834
"3",3,0.412297584833625,0.406154518109656
"4",4,0.430431672267169,0.419301423569968
"5",5,0.453388609956923,0.421138631038722
"6",6,0.471710637274931,0.422398363140699
"7",7,0.481902786863521,0.428746563052737
"8",8,0.486119207712562,0.438863252455767
"9",9,0.48925042486409,0.447615052105702
"10",10,0.49139386616909,0.455367154463289
"11",11,0.492346821456805,0.462702620701338
"12",12,0.493456777747724,0.46845095903205
"13",-12,0.492406730717945,0.469564530820526
"14",-11,0.482998050110852,0.472466571558565
"15",-10,0.475110116347972,0.472320081936218
"16",-9,0.467345962670896,0.470394313985608
"17",-8,0.457031824440401,0.468908232607816
"18",-7,0.442466570558029,0.468810758970257
"19",-6,0.427050071029662,0.46637895925017
"20",-5,0.418839729809194,0.454358964877995
"21",-4,0.417325625216,0.431900483810086
"22",-3,0.408268160437347,0.410079980479516
"23",-2,0.389810658251727,0.389446536992406
"24",-1,0.369289745617537,0.360439596026133
