Sample	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	135
Tbi-ARos_001_Ex1b_L4_clmp.fp2_repr.R1	2455.0	7687.0	9268.0	11811.0	14063.0	16084.0	18544.0	20698.0	22409.0	23388.0	24301.0	24275.0	24090.0	23281.0	22731.0	21818.0	20443.0	19795.0	18746.0	17099.0	27215.0	144396.0
Tbi-ARos_001_Ex1b_L4_clmp.fp2_repr.R2	2283.0	6939.0	8671.0	11857.0	14934.0	16955.0	19500.0	21849.0	23474.0	24336.0	24968.0	24877.0	24165.0	23354.0	22616.0	21768.0	19990.0	19468.0	18455.0	16677.0	29747.0	137714.0
Tbi-ARos_002_Ex1b_L4_clmp.fp2_repr.R1	4943.0	15229.0	18895.0	23071.0	27330.0	29978.0	34393.0	38070.0	41003.0	44785.0	45728.0	46642.0	45849.0	45178.0	43253.0	41746.0	39403.0	37315.0	36215.0	31577.0	47857.0	200671.0
Tbi-ARos_002_Ex1b_L4_clmp.fp2_repr.R2	4655.0	14614.0	18338.0	23447.0	29127.0	31774.0	36332.0	39854.0	42962.0	46336.0	46843.0	47118.0	46702.0	45579.0	43127.0	40880.0	38518.0	36285.0	35528.0	30895.0	50728.0	189489.0
Tbi-ARos_003_Ex1b_L4_clmp.fp2_repr.R1	3029.0	8928.0	11735.0	14467.0	17518.0	19669.0	22966.0	25879.0	28588.0	30861.0	32561.0	32548.0	33241.0	33699.0	33169.0	32867.0	31928.0	30503.0	29713.0	27975.0	43900.0	196173.0
Tbi-ARos_003_Ex1b_L4_clmp.fp2_repr.R2	2480.0	8442.0	11217.0	14704.0	18653.0	20633.0	24223.0	27026.0	29936.0	32383.0	33758.0	33571.0	33949.0	34239.0	33308.0	32608.0	31552.0	29618.0	28796.0	26531.0	47383.0	186907.0
Tbi-ARos_004_Ex1b_L4_clmp.fp2_repr.R1	2064.0	5854.0	7134.0	8926.0	9949.0	11343.0	12613.0	13450.0	14922.0	15620.0	16383.0	16526.0	16181.0	16211.0	16027.0	15365.0	14838.0	14226.0	13654.0	12837.0	22584.0	131174.0
Tbi-ARos_004_Ex1b_L4_clmp.fp2_repr.R2	1737.0	5647.0	6968.0	8957.0	10533.0	11938.0	13354.0	14595.0	15964.0	16823.0	17076.0	16774.0	16379.0	16387.0	16099.0	15344.0	14909.0	14027.0	13308.0	12317.0	25342.0	123403.0
Tbi-ARos_005_Ex1b_L4_clmp.fp2_repr.R1	10497.0	31473.0	38875.0	46816.0	54014.0	59328.0	67264.0	75611.0	82388.0	87945.0	91356.0	91574.0	91784.0	90091.0	88818.0	85388.0	80554.0	75697.0	75474.0	65435.0	99446.0	434233.0
Tbi-ARos_005_Ex1b_L4_clmp.fp2_repr.R2	9672.0	29992.0	37278.0	46919.0	57776.0	62740.0	71412.0	79141.0	85698.0	91148.0	94027.0	93516.0	92701.0	90447.0	88616.0	84099.0	79036.0	74602.0	72621.0	63001.0	105257.0	414362.0
Tbi-ARos_006_Ex1b_L4_clmp.fp2_repr.R1	5257.0	15163.0	18645.0	23132.0	27172.0	29921.0	34333.0	39118.0	43927.0	47991.0	50822.0	52371.0	52962.0	51700.0	52558.0	50629.0	49883.0	47629.0	46544.0	41791.0	68424.0	359574.0
Tbi-ARos_006_Ex1b_L4_clmp.fp2_repr.R2	4965.0	14663.0	17957.0	23362.0	29637.0	32278.0	37292.0	41666.0	46624.0	50244.0	52900.0	53996.0	54440.0	52814.0	53560.0	51172.0	48933.0	46523.0	45063.0	40176.0	80793.0	330488.0
Tbi-ARos_007_Ex1b_L4_clmp.fp2_repr.R1	3723.0	10867.0	13042.0	15756.0	17932.0	19140.0	21623.0	23415.0	25910.0	27532.0	28439.0	29630.0	30618.0	30843.0	30347.0	31218.0	30567.0	29533.0	31149.0	29937.0	58806.0	418764.0
Tbi-ARos_007_Ex1b_L4_clmp.fp2_repr.R2	3435.0	10596.0	12547.0	15928.0	20415.0	21505.0	24027.0	25803.0	27799.0	30076.0	30652.0	31274.0	31944.0	32230.0	31544.0	31674.0	30827.0	29598.0	30981.0	28445.0	75457.0	382034.0
Tbi-ARos_008_Ex1b_L4_clmp.fp2_repr.R1	2430.0	7898.0	10410.0	12758.0	15762.0	17204.0	20548.0	23319.0	26385.0	29354.0	31471.0	31648.0	32973.0	33410.0	33786.0	33576.0	32031.0	31830.0	32553.0	29788.0	46643.0	218379.0
Tbi-ARos_008_Ex1b_L4_clmp.fp2_repr.R2	2343.0	7828.0	10249.0	13024.0	17043.0	18430.0	22029.0	25068.0	27818.0	30924.0	32748.0	32585.0	33692.0	34113.0	34001.0	33533.0	31684.0	31557.0	31846.0	28461.0	52984.0	202196.0
