"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0208865554140519,0.00880266621464735,7.97764655349917e-06,0.149624607221594,0.682247997928873,-24275.0208360332
"Std.",5.61690100596283e-05,9.02447844878015e-05,8.0798322422103e-06,0.00565631408916736,0.00222365029041869,1.71235852672531
"Acceptance ratio",0.1248,0.13196,0.17548,0.25638,0.19128,0.62044
"0%",0.0206708615496091,0.00847968311053007,4.98303749241004e-10,0.12853725996622,0.673432072477377,-24288.225626518
"2.5%",0.0207726858367252,0.00862548638693232,1.96641402683593e-07,0.13860382388846,0.677889420513866,-24279.2077081735
"5%",0.0207942846273469,0.00865704154830651,4.39677353800182e-07,0.140442442748425,0.678647991534903,-24278.2315179188
"7.5%",0.0208063313826133,0.00867577749914611,6.31823860780478e-07,0.141544858775562,0.679136138671094,-24277.7282945601
"10%",0.0208149288712493,0.00868685377346458,8.24069518806545e-07,0.142463202977598,0.679450343570634,-24277.3374777705
"12.5%",0.0208224480481894,0.00869834836842526,1.06070870805671e-06,0.143195323369875,0.679747175255317,-24277.0351525985
"15%",0.0208284227846308,0.00870845873988177,1.30436036324792e-06,0.143821448775334,0.679977759780803,-24276.7566009375
"17.5%",0.0208342364229916,0.00871898243260215,1.52713653485161e-06,0.144341806137981,0.680165891627792,-24276.5160201067
"20%",0.0208390292053064,0.00872823777355049,1.78193576775826e-06,0.144872900553832,0.680372692460241,-24276.3107857034
"22.5%",0.020844056754366,0.00873611826419766,2.08271775812425e-06,0.14536775801939,0.680561279283693,-24276.1184900517
"25%",0.0208491794865419,0.00874221167664716,2.34979973829257e-06,0.145770952086571,0.680743519114486,-24275.9523435695
"27.5%",0.0208535331415971,0.00874919635266893,2.58708803474913e-06,0.146190975652666,0.680893803498105,-24275.8003922121
"30%",0.0208579124653196,0.00875581235391871,2.88729933846835e-06,0.146627312307303,0.681042162294461,-24275.6523580358
"32.5%",0.0208616612914856,0.00876128558679043,3.13963312330803e-06,0.147007020274928,0.681215281966153,-24275.5082080464
"35%",0.0208656945622502,0.00876845903983696,3.41552574197259e-06,0.147365531311036,0.681359350350681,-24275.3600133297
"37.5%",0.0208688124565674,0.00877338255898499,3.72751811985767e-06,0.14774309087486,0.681511202488243,-24275.2402518035
"40%",0.0208718487267334,0.00877941152638029,4.01916990241856e-06,0.148151123312128,0.681658775446004,-24275.1190642377
"42.5%",0.0208753407279786,0.00878558675743435,4.34836706950539e-06,0.14849174604231,0.681819561373187,-24275.0065507473
"45%",0.0208792393210924,0.00879125565283766,4.70380526576867e-06,0.148823811919891,0.681962509044418,-24274.8968521221
"47.5%",0.0208828870242213,0.00879631594342961,5.08998009260496e-06,0.14914089744537,0.682106679562747,-24274.7947784132
"50%",0.0208864503497176,0.00880257362852082,5.45766455265168e-06,0.14952844415779,0.682231813494643,-24274.6868620052
"52.5%",0.0208898185368191,0.00880830373548654,5.9299034805158e-06,0.149892783977241,0.682363535173226,-24274.5923581043
"55%",0.0208938136107841,0.00881423884861286,6.36010870356267e-06,0.150279867567522,0.682499187584628,-24274.4905603239
"57.5%",0.0208973454044044,0.00882053329695261,6.80052733741664e-06,0.150678973918792,0.682641531489727,-24274.3902676982
"60%",0.0209010022675322,0.00882531264429267,7.25289392760018e-06,0.151013614643927,0.682768450927229,-24274.295614796
"62.5%",0.0209045623417802,0.00883093679744927,7.785479765347e-06,0.151370570557284,0.682897525851742,-24274.205333285
"65%",0.0209082441367476,0.00883714885159564,8.38711757015487e-06,0.151740148848309,0.683064967375057,-24274.1133583698
"67.5%",0.0209123618083758,0.00884299994519732,8.9316678213995e-06,0.152117412922725,0.683205279233601,-24274.0231899546
"70%",0.020916139207615,0.00884902650976811,9.45363899311855e-06,0.152527162768207,0.68336594091488,-24273.9356802635
"72.5%",0.020920881057236,0.00885600449148836,1.01618962139719e-05,0.153003977794328,0.68351862778515,-24273.8433133451
"75%",0.020924778583054,0.00886330641881917,1.08897142113615e-05,0.153456342655118,0.683683925773263,-24273.7492896494
"77.5%",0.0209287687106729,0.00887013291912104,1.17315316980788e-05,0.153880111982209,0.683880191316525,-24273.6542634686
"80%",0.0209338838730349,0.00887732803662691,1.2656760807818e-05,0.154368624628129,0.684054073846674,-24273.5586416092
"82.5%",0.0209388016306473,0.00888519597787933,1.38388354652045e-05,0.154887440934105,0.684266909772068,-24273.4613597642
"85%",0.0209435829825141,0.00889387821107065,1.51102933885252e-05,0.155430867782599,0.684516862234744,-24273.3580632297
"87.5%",0.0209496467365236,0.0089034605330346,1.65328324267775e-05,0.156096781332653,0.684814574549951,-24273.2565434964
"90%",0.0209570342594398,0.00891641708382058,1.85989763852106e-05,0.156764217036596,0.685097006373574,-24273.1492764887
"92.5%",0.0209657722858505,0.00893052957274163,2.07710890543066e-05,0.157744505567588,0.685588806937082,-24273.0284053691
"95%",0.0209812153815645,0.00895200251410957,2.40850868083949e-05,0.158861019521934,0.686077910547249,-24272.8842166862
"97.5%",0.0209990361568512,0.00898369754929673,2.95548139636028e-05,0.161042868775412,0.686735990057965,-24272.6823148215
"100%",0.0210981079641101,0.00915300655189038,9.95239237815557e-05,0.17223551924522,0.691181397686434,-24272.1002628204
