all	0	467481	715407	0.6534476
all	1	1696	715407	0.0023707
all	2	135235	715407	0.1890323
all	3	2021	715407	0.0028250
all	4	56556	715407	0.0790543
all	5	1922	715407	0.0026866
all	6	24616	715407	0.0344084
all	7	1005	715407	0.0014048
all	8	10780	715407	0.0150683
all	9	514	715407	0.0007185
all	10	4755	715407	0.0066466
all	11	364	715407	0.0005088
all	12	2612	715407	0.0036511
all	13	414	715407	0.0005787
all	14	1308	715407	0.0018283
all	15	163	715407	0.0002278
all	16	919	715407	0.0012846
all	17	80	715407	0.0001118
all	18	475	715407	0.0006640
all	19	104	715407	0.0001454
all	20	366	715407	0.0005116
all	21	268	715407	0.0003746
all	22	346	715407	0.0004836
all	23	32	715407	0.0000447
all	24	129	715407	0.0001803
all	25	35	715407	0.0000489
all	26	141	715407	0.0001971
all	27	18	715407	0.0000252
all	28	54	715407	0.0000755
all	29	16	715407	0.0000224
all	30	40	715407	0.0000559
all	31	28	715407	0.0000391
all	32	187	715407	0.0002614
all	33	23	715407	0.0000321
all	34	62	715407	0.0000867
all	35	9	715407	0.0000126
all	36	43	715407	0.0000601
all	37	1	715407	0.0000014
all	38	49	715407	0.0000685
all	39	3	715407	0.0000042
all	40	42	715407	0.0000587
all	41	11	715407	0.0000154
all	42	9	715407	0.0000126
all	43	1	715407	0.0000014
all	44	10	715407	0.0000140
all	45	1	715407	0.0000014
all	46	16	715407	0.0000224
all	47	4	715407	0.0000056
all	48	7	715407	0.0000098
all	49	7	715407	0.0000098
all	50	5	715407	0.0000070
all	51	3	715407	0.0000042
all	52	3	715407	0.0000042
all	53	16	715407	0.0000224
all	54	16	715407	0.0000224
all	55	2	715407	0.0000028
all	56	15	715407	0.0000210
all	57	1	715407	0.0000014
all	58	9	715407	0.0000126
all	59	1	715407	0.0000014
all	60	30	715407	0.0000419
all	61	1	715407	0.0000014
all	62	16	715407	0.0000224
all	63	13	715407	0.0000182
all	64	8	715407	0.0000112
all	65	15	715407	0.0000210
all	66	5	715407	0.0000070
all	67	4	715407	0.0000056
all	68	2	715407	0.0000028
all	69	3	715407	0.0000042
all	70	13	715407	0.0000182
all	71	4	715407	0.0000056
all	72	11	715407	0.0000154
all	73	11	715407	0.0000154
all	74	2	715407	0.0000028
all	75	14	715407	0.0000196
all	76	1	715407	0.0000014
all	77	15	715407	0.0000210
all	78	2	715407	0.0000028
all	79	10	715407	0.0000140
all	80	2	715407	0.0000028
all	81	1	715407	0.0000014
all	89	1	715407	0.0000014
all	90	1	715407	0.0000014
all	92	3	715407	0.0000042
all	94	1	715407	0.0000014
all	95	1	715407	0.0000014
all	97	2	715407	0.0000028
all	98	1	715407	0.0000014
all	106	2	715407	0.0000028
all	109	1	715407	0.0000014
all	115	1	715407	0.0000014
all	116	3	715407	0.0000042
all	118	1	715407	0.0000014
all	122	2	715407	0.0000028
all	126	1	715407	0.0000014
all	132	1	715407	0.0000014
all	137	3	715407	0.0000042
all	139	1	715407	0.0000014
all	142	1	715407	0.0000014
all	145	2	715407	0.0000028
all	152	3	715407	0.0000042
all	154	1	715407	0.0000014
all	155	1	715407	0.0000014
all	157	1	715407	0.0000014
all	158	1	715407	0.0000014
all	160	1	715407	0.0000014
all	161	2	715407	0.0000028
all	163	1	715407	0.0000014
all	164	1	715407	0.0000014
all	165	2	715407	0.0000028
all	167	1	715407	0.0000014
all	168	3	715407	0.0000042
all	170	1	715407	0.0000014
all	172	1	715407	0.0000014
all	173	6	715407	0.0000084
all	174	1	715407	0.0000014
all	175	1	715407	0.0000014
all	178	1	715407	0.0000014
all	180	1	715407	0.0000014
all	186	2	715407	0.0000028
all	187	1	715407	0.0000014
all	188	2	715407	0.0000028
all	190	1	715407	0.0000014
all	195	1	715407	0.0000014
all	196	1	715407	0.0000014
all	204	1	715407	0.0000014
all	206	3	715407	0.0000042
all	211	1	715407	0.0000014
all	218	1	715407	0.0000014
all	221	1	715407	0.0000014
all	222	1	715407	0.0000014
all	224	2	715407	0.0000028
all	226	3	715407	0.0000042
all	228	7	715407	0.0000098
all	233	2	715407	0.0000028
all	234	1	715407	0.0000014
all	241	1	715407	0.0000014
all	243	2	715407	0.0000028
all	245	1	715407	0.0000014
all	247	1	715407	0.0000014
all	249	1	715407	0.0000014
all	257	1	715407	0.0000014
all	270	1	715407	0.0000014
all	274	1	715407	0.0000014
all	275	1	715407	0.0000014
all	277	1	715407	0.0000014
all	285	1	715407	0.0000014
all	297	1	715407	0.0000014
all	303	2	715407	0.0000028
all	307	1	715407	0.0000014
all	309	1	715407	0.0000014
all	313	4	715407	0.0000056
all	322	3	715407	0.0000042
all	324	2	715407	0.0000028
all	326	2	715407	0.0000028
all	330	1	715407	0.0000014
all	333	1	715407	0.0000014
all	336	1	715407	0.0000014
all	338	1	715407	0.0000014
all	339	2	715407	0.0000028
all	340	2	715407	0.0000028
all	342	5	715407	0.0000070
all	343	2	715407	0.0000028
all	344	1	715407	0.0000014
all	347	1	715407	0.0000014
all	351	1	715407	0.0000014
all	354	1	715407	0.0000014
all	355	3	715407	0.0000042
all	356	2	715407	0.0000028
all	357	1	715407	0.0000014
all	358	1	715407	0.0000014
all	359	2	715407	0.0000028
all	363	2	715407	0.0000028
all	365	1	715407	0.0000014
all	366	1	715407	0.0000014
all	368	1	715407	0.0000014
all	372	1	715407	0.0000014
all	374	1	715407	0.0000014
all	378	2	715407	0.0000028
all	380	1	715407	0.0000014
all	381	1	715407	0.0000014
all	383	2	715407	0.0000028
all	385	2	715407	0.0000028
all	387	1	715407	0.0000014
all	389	1	715407	0.0000014
all	390	1	715407	0.0000014
all	392	2	715407	0.0000028
all	393	2	715407	0.0000028
all	394	1	715407	0.0000014
all	395	1	715407	0.0000014
all	396	3	715407	0.0000042
all	398	2	715407	0.0000028
