"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0212120834659155,0.00919434864040166,8.22996712269662e-06,0.147153761703541,0.672201165833236,-23590.0413663991
"Std.",5.77727955796541e-05,9.44585508008715e-05,8.3934878035288e-06,0.00563896950671036,0.0022078047398155,1.70006634435145
"Acceptance ratio",0.13034,0.13114,0.18148,0.25114,0.19314,0.62682
"0%",0.020986022806625,0.00884681731862761,1.3251594734823e-10,0.122508603586032,0.664201708456773,-23603.0137094122
"2.5%",0.0210974405967721,0.0090095492638494,1.78728859072367e-07,0.136547306996112,0.667970466919637,-23594.2103796306
"5%",0.0211160099365427,0.00904185085686772,4.12239221456583e-07,0.138183478238739,0.66862100877713,-23593.276066962
"7.5%",0.0211307276051478,0.00905860925430255,6.30693327238511e-07,0.139129922288212,0.669007530062815,-23592.7185292851
"10%",0.0211391386891306,0.00907040550363734,8.08955590610711e-07,0.139949634386793,0.669362469145339,-23592.3206708162
"12.5%",0.0211464866566123,0.00908230719510411,1.06573970025299e-06,0.140664493155285,0.669649660819503,-23592.0092339516
"15%",0.0211528446263269,0.00909514493213509,1.32656841126994e-06,0.141339000427849,0.669900623138063,-23591.731261788
"17.5%",0.0211582580822102,0.00910376933367489,1.5620469296037e-06,0.141885691968558,0.670145722983515,-23591.5062115413
"20%",0.0211627612788947,0.00911183338370513,1.79944374726222e-06,0.142420693388888,0.670336268910656,-23591.3081972074
"22.5%",0.021167587087096,0.00912055094311215,2.05484033025239e-06,0.142916321961696,0.670533160317401,-23591.1168534994
"25%",0.0211719926363598,0.00912836437819128,2.27315075523113e-06,0.14328604300417,0.670703294802087,-23590.9515183055
"27.5%",0.021176986305583,0.00913597592415948,2.5291646718148e-06,0.143685824982945,0.67087127245459,-23590.7777304185
"30%",0.0211809679601597,0.00914485871792212,2.82559522312785e-06,0.144099416222199,0.671007283639356,-23590.6354462864
"32.5%",0.021185017658899,0.00915173997557516,3.09091133008031e-06,0.144467940228293,0.671177080635778,-23590.4988683088
"35%",0.0211892615545651,0.0091576557850536,3.38979660888556e-06,0.144831219067234,0.671327890701652,-23590.3709014817
"37.5%",0.0211929705121696,0.00916403924960787,3.7249415738094e-06,0.145210323364255,0.671463604374397,-23590.2394570492
"40%",0.0211971112160901,0.00916937251643935,4.11556505523344e-06,0.145541252169216,0.671594849322835,-23590.1272054604
"42.5%",0.0212005419624044,0.00917575082844936,4.43890185084989e-06,0.145858022111981,0.671756944496245,-23590.0189069859
"45%",0.021204631481873,0.00918368485285223,4.86334793191466e-06,0.146195370184471,0.671901730467405,-23589.9090789765
"47.5%",0.0212085944213937,0.00919066819304039,5.25425065882962e-06,0.146578429247769,0.672052191938632,-23589.8028706779
"50%",0.0212120213849912,0.00919594469147329,5.67845845001015e-06,0.146942849254988,0.672186950069035,-23589.7064460524
"52.5%",0.0212161568976988,0.00920114933108438,6.099429576205e-06,0.147332417597552,0.672332953966604,-23589.6059165612
"55%",0.0212199233292667,0.00920692113454393,6.55290430616432e-06,0.147708516340537,0.672498641588126,-23589.5133871322
"57.5%",0.0212238666693253,0.0092146839339821,6.9341852061509e-06,0.148070599786168,0.672639080869806,-23589.4258861666
"60%",0.0212278775559482,0.00921987918239868,7.41168414426141e-06,0.148468751168346,0.672771497763757,-23589.3332428584
"62.5%",0.0212313058667347,0.00922656846799924,7.94771238689146e-06,0.148894351716518,0.672913981968332,-23589.2448734777
"65%",0.0212349789035952,0.00923206500981135,8.55322809295223e-06,0.149266040205085,0.673042556561932,-23589.1517835091
"67.5%",0.0212386859150526,0.00923879762350051,9.14214681210282e-06,0.149702149557135,0.673216480605563,-23589.0655907992
"70%",0.0212436204147254,0.00924596423727498,9.8512261676536e-06,0.150158976754114,0.673363949551077,-23588.9781693754
"72.5%",0.0212477514159593,0.00925251525748233,1.05469721072e-05,0.150580968540368,0.673518507640655,-23588.8820132509
"75%",0.021251932397442,0.0092593790869515,1.13875966133211e-05,0.151050962769544,0.673660351699426,-23588.791407738
"77.5%",0.0212571117063831,0.00926638604395234,1.23394340023861e-05,0.151503222902813,0.673835787645709,-23588.6939559608
"80%",0.0212613674971034,0.0092739258531456,1.33000774672214e-05,0.151968901779191,0.674027328608434,-23588.5956986287
"82.5%",0.0212658860110835,0.00928301298632164,1.45461889568709e-05,0.15253106852338,0.674243772612592,-23588.5071367096
"85%",0.0212718569748212,0.00929322894717769,1.59019948101506e-05,0.153095442580313,0.674485220917598,-23588.4106349304
"87.5%",0.0212787416080599,0.00930191529699402,1.71560275836379e-05,0.153631249261278,0.674756907933258,-23588.2970343858
"90%",0.0212857395917595,0.00931369744437359,1.89457079193074e-05,0.154327438381094,0.675038280819496,-23588.1908473244
"92.5%",0.0212952209833268,0.00932989293609475,2.13770349799401e-05,0.155265559520759,0.675362671229228,-23588.0671934161
"95%",0.0213062580229494,0.00934837527388139,2.487265825973e-05,0.156436009067994,0.675812376583887,-23587.9242781787
"97.5%",0.0213233189568953,0.00937566245752839,3.08617243457064e-05,0.158560189191311,0.676612799565629,-23587.7464838825
"100%",0.0214047332471391,0.0095351339645256,8.00068727873892e-05,0.173173703093276,0.681554100142842,-23587.1678768668
