Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Sgr-AJol_001-Ex1-cssl.clmp.r1r2_fastp	12.3986	0.930628	1579567365.0	0.436215	99.07986858079279	1.2416213894956962
Sgr-AJol_002-Ex1-cssl.clmp.r1r2_fastp	10.7712	0.932112	695470269.0	0.43258	99.17523206848696	1.2941734448091857
Sgr-AJol_003-Ex1-cssl.clmp.r1r2_fastp	12.4227	0.930556	1747844897.0	0.431814	99.10473260559093	1.2770124744158866
Sgr-AJol_004-Ex1-cssl.clmp.r1r2_fastp	9.911620000000001	0.937942	1430777025.0	0.429389	99.20762938919208	1.2069603176543768
Sgr-AJol_005-Ex1-cssl.clmp.r1r2_fastp	11.0621	0.937341	837373847.0	0.422418	99.13661853434641	1.3162106679566943
Sgr-AJol_006-Ex1-cssl.clmp.r1r2_fastp	15.9819	0.921645	829409095.0	0.44851	99.01536510902388	1.205715031545726
Sgr-AJol_007-Ex1-cssl.clmp.r1r2_fastp	11.1461	0.937305	928419389.0	0.426393	99.11437213105063	1.3651206557240436
Sgr-AJol_008-Ex1-cssl.clmp.r1r2_fastp	11.3457	0.937182	599010562.0	0.426683	99.16717859767041	1.2605949642049812
Sgr-AJol_009-Ex1-cssl.clmp.r1r2_fastp	13.5933	0.930226	370361019.0	0.441403	99.10008433450689	1.2639748273879896
Sgr-AJol_010-Ex1-cssl.clmp.r1r2_fastp	13.4994	0.929531	544026474.0	0.42373	99.06831411018976	1.2958459765009855
Sgr-AJol_011-Ex1-cssl.clmp.r1r2_fastp	13.3947	0.926531	272281879.0	0.444905	99.12944298586474	1.1329856274763626
Sgr-AJol_012-Ex1-cssl.clmp.r1r2_fastp	15.376500000000002	0.923922	675557983.0	0.446746	99.10191168300618	1.1515765568878435
Sgr-AJol_013-Ex1-cssl.clmp.r1r2_fastp	8.93331	0.941108	1088957897.0	0.425054	99.25068528528512	1.1932962158846494
Sgr-AJol_014-Ex1-cssl.clmp.r1r2_fastp	10.053700000000001	0.936073	1283061765.0	0.424738	99.22379210879888	1.2111905270393581
Sgr-AJol_015-Ex1-cssl.clmp.r1r2_fastp	10.917	0.935459	877684109.0	0.41874	99.1996113694561	1.212878601442361
