"","Position","C.T","G.A"
"1",1,0.369846510011626,0.371515498982528
"2",2,0.400289163120124,0.390199391621036
"3",3,0.418303057813265,0.41102982512099
"4",4,0.438622342944684,0.421864446200375
"5",5,0.464033499026482,0.420772002137505
"6",6,0.483799529533449,0.420016305030116
"7",7,0.493663812413979,0.426825884203656
"8",8,0.4966410845331,0.43881795729248
"9",9,0.498077623572625,0.449906175668856
"10",10,0.49822508041562,0.460223512947521
"11",11,0.497696476498311,0.469427588930505
"12",12,0.497149214097203,0.477131527925007
"13",-12,0.496323031801089,0.477992556794207
"14",-11,0.485858811707591,0.481619573046605
"15",-10,0.476307319678669,0.482744805246791
"16",-9,0.467714535272382,0.481268496415824
"17",-8,0.458350650482141,0.478561405474702
"18",-7,0.445379744108461,0.476699534641824
"19",-6,0.432017475242712,0.472291911958192
"20",-5,0.425538722487707,0.45868317937313
"21",-4,0.423831211744927,0.436277435192597
"22",-3,0.41244493106963,0.416724160234398
"23",-2,0.390011440872533,0.400138203595664
"24",-1,0.365584536818436,0.375561596207523
