pos	3pG>A
1	0.00818187777577476
2	0.00941960391261577
3	0.00692125420179644
4	0.00797513533821746
5	0.00847916880787091
6	0.012231757648358
7	0.0128301752164005
8	0.0114192909889106
9	0.0118443387860925
10	0.011969304453881
11	0.0118215329858904
12	0.0117508041751461
13	0.0117383535527114
14	0.0115612373427557
15	0.0119306076079354
16	0.0118051902683472
17	0.0117728098190244
18	0.0116718016462591
19	0.0119834063224221
20	0.0113713302172299
21	0.0118711066040274
22	0.0111440929522517
23	0.0128867396887044
24	0.0116717130426566
25	0.0113059462585456
