pos	5pC>T
1	0.00581130651958999
2	0.0105367388224815
3	0.00694317755003488
4	0.00797843850560676
5	0.0087033478552115
6	0.0128669079211902
7	0.0143623751951159
8	0.0120694118495822
9	0.0119192222849645
10	0.0135084037585314
11	0.0110239826901361
12	0.0112087559084026
13	0.0117911685613518
14	0.0123203703025792
15	0.0129603959216259
16	0.0124475368239631
17	0.0126874896983682
18	0.0126970007217066
19	0.0130210368298752
20	0.0122981236185283
21	0.0131583228934481
22	0.0125575309653497
23	0.01315066654925
24	0.0127428529216222
25	0.0120658421949599
