"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0216430588930019,0.00929459579163964,1.04292500653872e-05,0.147932080867734,0.642031474481838,-16599.3815294423
"Std.",6.45246928349363e-05,0.000107944238718975,1.041364832958e-05,0.00621758915455195,0.00234285434464874,1.72495377370273
"Acceptance ratio",0.15228,0.151,0.1128,0.27504,0.21132,0.6319
"0%",0.0213946943799359,0.00886544769974666,2.75549498092929e-09,0.126326103688012,0.633654969908921,-16610.931225997
"2.5%",0.021515528980822,0.009090575812837,2.43233060392587e-07,0.136002653892496,0.637468528686597,-16603.6461472734
"5%",0.0215356921713573,0.00912462403832786,4.55133595283395e-07,0.137696290213653,0.638194463858493,-16602.7131156132
"7.5%",0.0215483213969325,0.00914313454633073,7.70520589172106e-07,0.139010956075514,0.638692162739001,-16602.1042228671
"10%",0.0215587235707157,0.00915838912076041,1.05954288307315e-06,0.139959114855627,0.639029826379333,-16601.7076602711
"12.5%",0.0215672610063649,0.00917267356684262,1.3696294684682e-06,0.140738032974187,0.639360586362936,-16601.3854269385
"15%",0.0215751552254128,0.00918444830556287,1.65838184423726e-06,0.141501203473561,0.639647671250499,-16601.1028638179
"17.5%",0.0215818477861968,0.00919377189089676,2.01130763820315e-06,0.14216766823061,0.639909062091959,-16600.8543314049
"20%",0.0215881358987623,0.00920301374136613,2.32763205193133e-06,0.142751777468288,0.64012325292707,-16600.6531088666
"22.5%",0.0215943090255128,0.00921169689524669,2.61186507522846e-06,0.143323172873894,0.640333210463132,-16600.4613690983
"25%",0.0216004151789097,0.00922065773816117,2.94556814906007e-06,0.143821332210993,0.640511649987352,-16600.2898590603
"27.5%",0.0216056668778889,0.00922896475709943,3.29262230195492e-06,0.144288354252394,0.640659304462522,-16600.1190481778
"30%",0.0216097147945464,0.00923667600595442,3.7716361855085e-06,0.144713162321984,0.640811660965082,-16599.9754322314
"32.5%",0.0216147769936998,0.00924429472088781,4.18486674822895e-06,0.145116428391406,0.640958961693725,-16599.8388473644
"35%",0.0216194323742068,0.00925103194622278,4.57065274310904e-06,0.145505132786836,0.641104010866278,-16599.7043927059
"37.5%",0.0216238951693795,0.0092565437866496,4.93183222168451e-06,0.145955037326546,0.641241173839367,-16599.5796807898
"40%",0.021628420922357,0.00926328288120922,5.32052673063947e-06,0.146340707261569,0.641402703429659,-16599.4575324191
"42.5%",0.0216326857036957,0.00927074192983097,5.82753701569589e-06,0.14662838894992,0.641542394368067,-16599.35080213
"45%",0.0216363500049838,0.00927792345835282,6.27062000695902e-06,0.147014085501975,0.64167892496534,-16599.2417713236
"47.5%",0.0216404987210226,0.00928426936298845,6.79279837670061e-06,0.147383324942535,0.641834728160972,-16599.1396488177
"50%",0.0216441410025617,0.00928947612572466,7.18616205702452e-06,0.14778487838644,0.64199266315874,-16599.0463371596
"52.5%",0.0216490538834436,0.00929590177642683,7.74161448286689e-06,0.148171986089729,0.642138919087775,-16598.9538623197
"55%",0.0216528654209274,0.00930346778689463,8.25961929915351e-06,0.14858888789234,0.642289970002436,-16598.8572320826
"57.5%",0.0216570127458353,0.00931151578669922,8.99054413253435e-06,0.148992599875088,0.642440917375897,-16598.7574412808
"60%",0.0216610020252574,0.00931864938102972,9.68287144887709e-06,0.149389451903185,0.642603272120562,-16598.663406582
"62.5%",0.0216647063696382,0.00932611026867735,1.04444409646828e-05,0.149799978040805,0.642730204468111,-16598.5724380494
"65%",0.0216686320693006,0.00933400334980444,1.12108072348827e-05,0.150253156993558,0.642897451850235,-16598.4907515103
"67.5%",0.0216721557330528,0.00934077316656023,1.17650550071475e-05,0.150715283650768,0.643068320073381,-16598.4046192397
"70%",0.0216764983348886,0.00934844390871126,1.24270779644509e-05,0.151205578814159,0.6432141868271,-16598.3127582331
"72.5%",0.0216810803117316,0.00935696018504592,1.33305523860204e-05,0.151681557578586,0.643415270495521,-16598.2248197118
"75%",0.0216857311717836,0.00936695698915406,1.4330885496726e-05,0.152113259359301,0.643600747114059,-16598.1309520506
"77.5%",0.0216907539723062,0.00937697965216222,1.56084468307321e-05,0.152599932467693,0.643794668343405,-16598.0315605257
"80%",0.0216961882100278,0.00938641267623958,1.70145943250424e-05,0.153116289505785,0.643983690216407,-16597.9338850657
"82.5%",0.0217020816336637,0.00939685276582131,1.82797075233063e-05,0.153642286476216,0.644167620047724,-16597.8277959142
"85%",0.0217085427176459,0.00940943355430808,1.98431787431753e-05,0.154339831719918,0.644461928829784,-16597.721382328
"87.5%",0.0217158801649411,0.00942351164194448,2.14602827784899e-05,0.155092945529904,0.644700284544325,-16597.6156084707
"90%",0.0217244946654526,0.00943615390531846,2.37882829402172e-05,0.155988698886181,0.64501550936155,-16597.4917184388
"92.5%",0.0217351622315647,0.0094536244591637,2.68227401423977e-05,0.156998775187214,0.645432789260643,-16597.3599758506
"95%",0.0217483019277983,0.00947419943111403,3.13781530613528e-05,0.158279265075696,0.645962940083679,-16597.2210969422
"97.5%",0.0217720479970435,0.0095139616461899,3.78270208586628e-05,0.160424970109731,0.646692681176154,-16597.0275160132
"100%",0.0218780254715014,0.009737955104735,0.000102083380783099,0.173051544278509,0.650764700043129,-16596.4284841624
