"","Position","C.T","G.A"
"1",1,0.360942517360575,0.371323159519019
"2",2,0.393149809428558,0.388320951272292
"3",3,0.412650384834482,0.40758424873939
"4",4,0.432877837780604,0.418483160712082
"5",5,0.45763108224407,0.418199886961412
"6",6,0.476474587181369,0.418679815240212
"7",7,0.486821036251002,0.424915570281166
"8",8,0.490873231123334,0.43550907426879
"9",9,0.492553769386663,0.446231148410567
"10",10,0.491801612983474,0.45747126097129
"11",11,0.488855108709516,0.46912182206829
"12",12,0.485917963251953,0.479060240939937
"13",-12,0.482466306094121,0.482442956381124
"14",-11,0.476293848890828,0.481610488810834
"15",-10,0.470297585762172,0.47929519089571
"16",-9,0.464112889486484,0.475603108300922
"17",-8,0.45503738470552,0.472689413656692
"18",-7,0.44109459708266,0.471753044278423
"19",-6,0.427003089823305,0.46800324290565
"20",-5,0.420443072652943,0.454510644289304
"21",-4,0.419596709651927,0.431385594816758
"22",-3,0.408875179756757,0.411251864432609
"23",-2,0.388856761200082,0.392480897583985
"24",-1,0.367632330784767,0.364931480423548
