Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SdA01001_CKDL210020579-1a-5UDI301-AK533_HKGLMDSX2_L2_clmp.r1	SdA01001_CKDL210020579-1a-5UDI301-AK533_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4353406.0	0.0	33-150	44.0	55.82313528823727	121.74210606591713	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01001_CKDL210020579-1a-5UDI301-AK533_HKGLMDSX2_L2_clmp.r2	SdA01001_CKDL210020579-1a-5UDI301-AK533_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4353406.0	0.0	33-150	44.0	55.46743261902929	121.61948690289856	pass	pass	pass	pass	pass	fail	pass	warn	warn	fail	pass
SdA01002_CKDL210020579-1a-5UDI301-AK7557_HKGLMDSX2_L2_clmp.r1	SdA01002_CKDL210020579-1a-5UDI301-AK7557_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7948036.0	0.0	33-150	43.0	70.04868071127395	116.81157672159512	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
SdA01002_CKDL210020579-1a-5UDI301-AK7557_HKGLMDSX2_L2_clmp.r2	SdA01002_CKDL210020579-1a-5UDI301-AK7557_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7948036.0	0.0	33-150	43.0	69.29502317311392	116.98470200688573	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01003_CKDL210020579-1a-5UDI301-AK8488_HKGLMDSX2_L2_clmp.r1	SdA01003_CKDL210020579-1a-5UDI301-AK8488_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4195683.0	0.0	33-150	42.0	68.68768449023418	123.67335782994091	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01003_CKDL210020579-1a-5UDI301-AK8488_HKGLMDSX2_L2_clmp.r2	SdA01003_CKDL210020579-1a-5UDI301-AK8488_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4195683.0	0.0	33-150	43.0	68.14421693003784	123.68237138029733	pass	pass	pass	pass	pass	fail	pass	warn	warn	fail	pass
SdA01005_CKDL210020579-1a-5UDI301-GC06_HKGLMDSX2_L2_clmp.r1	SdA01005_CKDL210020579-1a-5UDI301-GC06_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8904154.0	0.0	33-150	43.0	67.51492489028105	115.53751406366062	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01005_CKDL210020579-1a-5UDI301-GC06_HKGLMDSX2_L2_clmp.r2	SdA01005_CKDL210020579-1a-5UDI301-GC06_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8904154.0	0.0	33-150	43.0	66.75323603011081	115.67375822565512	pass	pass	pass	pass	pass	fail	pass	warn	warn	fail	pass
SdA01006_CKDL210020579-1a-5UDI301-AK4236_HKGLMDSX2_L2_clmp.r1	SdA01006_CKDL210020579-1a-5UDI301-AK4236_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3564535.0	0.0	33-150	47.0	60.25112285887083	127.67788982293624	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01006_CKDL210020579-1a-5UDI301-AK4236_HKGLMDSX2_L2_clmp.r2	SdA01006_CKDL210020579-1a-5UDI301-AK4236_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3564535.0	0.0	33-150	47.0	59.165958554436095	127.69895652588626	pass	pass	pass	pass	pass	fail	pass	warn	warn	fail	pass
SdA01007_CKDL210020579-1a-5UDI301-AK10343_HKGLMDSX2_L2_clmp.r1	SdA01007_CKDL210020579-1a-5UDI301-AK10343_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5607737.0	0.0	33-150	43.0	67.34422648830147	122.38510400897903	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01007_CKDL210020579-1a-5UDI301-AK10343_HKGLMDSX2_L2_clmp.r2	SdA01007_CKDL210020579-1a-5UDI301-AK10343_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5607737.0	0.0	33-150	43.0	66.73594353569369	122.42960466940586	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01008_CKDL210020579-1a-5UDI301-AK4234_HKGLMDSX2_L2_clmp.r1	SdA01008_CKDL210020579-1a-5UDI301-AK4234_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1513972.0	0.0	33-150	45.0	44.06043695586517	118.5872473202939	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
SdA01008_CKDL210020579-1a-5UDI301-AK4234_HKGLMDSX2_L2_clmp.r2	SdA01008_CKDL210020579-1a-5UDI301-AK4234_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1513972.0	0.0	33-150	45.0	43.465839727820416	118.4406693122462	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
SdA01009_CKDL210020579-1a-5UDI301-GD06_HKGLMDSX2_L2_clmp.r1	SdA01009_CKDL210020579-1a-5UDI301-GD06_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3430510.0	0.0	33-150	45.0	55.68071162409982	113.5949718846469	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01009_CKDL210020579-1a-5UDI301-GD06_HKGLMDSX2_L2_clmp.r2	SdA01009_CKDL210020579-1a-5UDI301-GD06_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3430510.0	0.0	33-150	45.0	55.87623757496044	113.3921833779817	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01010_CKDL210020579-1a-AK7758-AK533_HKGLMDSX2_L2_clmp.r1	SdA01010_CKDL210020579-1a-AK7758-AK533_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6608727.0	0.0	33-150	43.0	57.46649049449783	119.41528058278092	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01010_CKDL210020579-1a-AK7758-AK533_HKGLMDSX2_L2_clmp.r2	SdA01010_CKDL210020579-1a-AK7758-AK533_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6608727.0	0.0	33-150	44.0	57.35373370350526	119.40645180229112	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01011_CKDL210020579-1a-AK7758-AK7557_HKGLMDSX2_L2_clmp.r1	SdA01011_CKDL210020579-1a-AK7758-AK7557_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3605639.0	0.0	33-150	43.0	69.33727143145914	120.60307590416012	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01011_CKDL210020579-1a-AK7758-AK7557_HKGLMDSX2_L2_clmp.r2	SdA01011_CKDL210020579-1a-AK7758-AK7557_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3605639.0	0.0	33-150	43.0	68.11716111617031	120.64163827826357	pass	pass	pass	pass	pass	fail	pass	warn	warn	fail	pass
SdA01012_CKDL210020579-1a-AK7758-AK8488_HKGLMDSX2_L2_clmp.r1	SdA01012_CKDL210020579-1a-AK7758-AK8488_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7035502.0	0.0	33-150	42.0	73.36030848139436	120.6269525614519	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
SdA01012_CKDL210020579-1a-AK7758-AK8488_HKGLMDSX2_L2_clmp.r2	SdA01012_CKDL210020579-1a-AK7758-AK8488_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7035502.0	0.0	33-150	42.0	72.38926504451665	120.69406831239618	pass	pass	pass	pass	pass	fail	pass	warn	pass	fail	pass
SdA01013_CKDL210020579-1a-AK7758-GC06_HKGLMDSX2_L2_clmp.r1	SdA01013_CKDL210020579-1a-AK7758-GC06_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7827600.0	0.0	33-150	43.0	56.72302876826599	120.35960447646788	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01013_CKDL210020579-1a-AK7758-GC06_HKGLMDSX2_L2_clmp.r2	SdA01013_CKDL210020579-1a-AK7758-GC06_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7827600.0	0.0	33-150	43.0	55.842857501638	120.4572119168072	pass	pass	pass	pass	pass	fail	pass	warn	warn	fail	pass
SdA01014_CKDL210020579-1a-AK7758-AK4236_HKGLMDSX2_L2_clmp.r1	SdA01014_CKDL210020579-1a-AK7758-AK4236_HKGLMDSX2_L2_clmp.r1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6229641.0	0.0	33-150	43.0	69.15210472721797	121.47725286256463	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
SdA01014_CKDL210020579-1a-AK7758-AK4236_HKGLMDSX2_L2_clmp.r2	SdA01014_CKDL210020579-1a-AK7758-AK4236_HKGLMDSX2_L2_clmp.r2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6229641.0	0.0	33-150	43.0	67.4708429971563	121.59991578968997	pass	pass	pass	pass	pass	fail	pass	warn	warn	fail	pass
