"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0499218349404395,0.0376274798620993,0.000570677557123208,0.169772709831712,0.586208976334683,-3591.20151981024
"Std.",0.00033301637456918,0.00109121326543836,0.000533303937843881,0.0223005209964777,0.00486641757413629,1.76802489808814
"Acceptance ratio",0.1958,0.22442,0.1894,0.29226,0.22064,0.71904
"0%",0.0485799503318139,0.0341580992763568,5.27651318506239e-08,0.102743169573403,0.567917159271806,-3605.52917303527
"2.5%",0.0492838402763053,0.0356711285499617,1.16807181064392e-05,0.127389836281266,0.576786760296776,-3595.49689021763
"5%",0.0493740252666498,0.0359610545510073,2.57894734917809e-05,0.133213427297641,0.578144713237971,-3594.53433111498
"7.5%",0.0494411805089946,0.0361581525475173,3.76673253371131e-05,0.137631198530813,0.579229675149308,-3593.9977782734
"10%",0.0494892553745357,0.0362977157544225,5.3397171016364e-05,0.141102584476797,0.580049047871438,-3593.56799650778
"12.5%",0.0495384507992926,0.0364301818947019,7.01956976321162e-05,0.143998238395714,0.580603047205918,-3593.23745495496
"15%",0.0495716011367792,0.0365326526717643,8.96859326043237e-05,0.146602443514801,0.581155548119511,-3592.95939275795
"17.5%",0.0496071923550777,0.0366345215317114,0.000110039296327368,0.148644709510788,0.581630496110921,-3592.72202335589
"20%",0.049641386028403,0.036723525699092,0.000132871862781031,0.150568200191663,0.582090332426271,-3592.50590961482
"22.5%",0.0496679986722956,0.0368105522668273,0.000153268147609059,0.152394492532416,0.582545080110405,-3592.31946233672
"25%",0.0496938897093046,0.0368890639201576,0.000171196895449501,0.154413413635097,0.58295619413874,-3592.14825214982
"27.5%",0.0497159846129121,0.0369521464229916,0.000194636920673548,0.156308427614585,0.583286616648899,-3591.99132979784
"30%",0.0497412011071124,0.0370223659677362,0.000215506795575794,0.157788465592754,0.583608238668457,-3591.84267814853
"32.5%",0.0497666102716692,0.0370891529832943,0.00023876958431303,0.15948140595465,0.583933419302542,-3591.69567092468
"35%",0.0497886286268069,0.0371570395418045,0.000261981998926805,0.160980181686977,0.584272894411332,-3591.54823642146
"37.5%",0.0498091227293006,0.0372185211447042,0.000291742872357415,0.162486560919174,0.584632384099534,-3591.4290425548
"40%",0.0498346002641442,0.0372922079467398,0.000319130231395566,0.164041093049077,0.584949712068214,-3591.30738159799
"42.5%",0.049856366822619,0.0373601315526225,0.000348868431220273,0.165432978150798,0.585266140529704,-3591.18872158132
"45%",0.0498804553400285,0.0374245124314002,0.000374072773144018,0.166819427603097,0.585542253516642,-3591.08401476753
"47.5%",0.0499017733766474,0.0374846175119596,0.000403588470755742,0.168276521794834,0.585872004210817,-3590.97407646451
"50%",0.0499216547794037,0.0375502959897846,0.000431531902780013,0.169546795891793,0.58613772022737,-3590.867168474
"52.5%",0.0499447689367171,0.0376154185097755,0.000453363526042257,0.170928558922324,0.586463955646651,-3590.76849110227
"55%",0.0499654888653369,0.0376758310384747,0.000479688429971756,0.172432582338109,0.586769959430077,-3590.66692150448
"57.5%",0.0499876685971415,0.0377349022197672,0.000512351004565768,0.173818036201618,0.587082304721677,-3590.56955923824
"60%",0.0500083088043377,0.0378002094351468,0.000544083298338169,0.175373094980379,0.587389080701079,-3590.47281328242
"62.5%",0.0500296061011444,0.0378737930782546,0.000580419969863926,0.176879674346516,0.587701615701793,-3590.37709400087
"65%",0.0500509593391908,0.0379572756304021,0.000618904730262961,0.17824203455303,0.588025776906284,-3590.2794330658
"67.5%",0.0500736345761448,0.0380265543240413,0.000663592528633383,0.179680469479841,0.588336095467618,-3590.18459095583
"70%",0.0500959222686623,0.0381208896936448,0.000707197805337977,0.181099555328556,0.588730753630178,-3590.08745031996
"72.5%",0.0501235247991687,0.0382066224023436,0.000761321983035891,0.18274896009201,0.589069026368529,-3589.99291043938
"75%",0.0501449772744377,0.0383015350337414,0.000812050234295781,0.184345066734235,0.589474219398003,-3589.89857101427
"77.5%",0.050175980686703,0.0383974861826311,0.000863817315450735,0.186303506916574,0.589908111348312,-3589.80133582675
"80%",0.0502066131942299,0.0385033913306902,0.000920661528753807,0.188175005025615,0.590308351058116,-3589.70169397186
"82.5%",0.0502347317878463,0.0386189019910812,0.000991001397890303,0.190193274477004,0.590760145711852,-3589.60070017012
"85%",0.0502653789782563,0.038758468047315,0.00107562406160034,0.192592741613581,0.591327437498159,-3589.49368231277
"87.5%",0.0503062979874832,0.0388930828694635,0.00117635758249648,0.194974071946939,0.591836243141857,-3589.38375035418
"90%",0.050348811026422,0.0390837218278143,0.0012771262256981,0.198143580946337,0.592421671140089,-3589.26318446108
"92.5%",0.0504090787776131,0.0392959398285604,0.00142173524822095,0.202035460573725,0.593252069511654,-3589.13234617333
"95%",0.0504800775657994,0.0395728768288657,0.00162974789203467,0.207065943580094,0.594275715578136,-3588.97017841375
"97.5%",0.0505739328246682,0.0400320311373812,0.00197949385881801,0.214811323205453,0.595888318620809,-3588.77917286538
"100%",0.0511940974466935,0.0423130930061562,0.00433200498270341,0.261890976001061,0.606377945065149,-3588.25069602551
