pos	3pG>A
1	0.0223747297170255
2	0.0296805718939462
3	0.0202515043974695
4	0.0233001658374793
5	0.0214307405318641
6	0.031950774840474
7	0.0345842217484009
8	0.0292521724939823
9	0.0269838097141715
10	0.0332556195838649
11	0.0255649662386324
12	0.0259460291796589
13	0.028306889097361
14	0.0279071684735562
15	0.026841296790363
16	0.0280404983125703
17	0.0263786008230453
18	0.026010237629531
19	0.0293740962611031
20	0.0273005121427391
21	0.0276740519458966
22	0.0288733566317191
23	0.0288115748097349
24	0.0297686526430701
25	0.0291258084706864
