"","Position","C.T","G.A"
"1",1,0.563377088022256,0.44451900296606
"2",2,0.578611188003292,0.489599658389482
"3",3,0.584741245978072,0.52905095521522
"4",4,0.590498552598809,0.556505167725204
"5",5,0.602934834137206,0.568429304591005
"6",6,0.617412637400451,0.572307639007454
"7",7,0.628879219170346,0.575208246226736
"8",8,0.633068966025568,0.583779501153295
"9",9,0.631994802473565,0.596019285715992
"10",10,0.629425446900367,0.607502099672404
"11",11,0.627179345994833,0.616660260831507
"12",12,0.626919298980509,0.622368528028314
"13",-12,0.626753688082265,0.622532494974002
"14",-11,0.620824913755091,0.622944377801872
"15",-10,0.613117457387945,0.623749320921649
"16",-9,0.604243737312821,0.62401245953381
"17",-8,0.593100561544888,0.624271050775429
"18",-7,0.582365755012985,0.621835943696487
"19",-6,0.575547376283586,0.61352373092722
"20",-5,0.569136833802315,0.601306730492557
"21",-4,0.558993502863313,0.587382131663544
"22",-3,0.53711573701072,0.576812361365908
"23",-2,0.504535325076987,0.56567320755505
"24",-1,0.465000428951712,0.547015758076468
