"","Position","C.T","G.A"
"1",1,0.6688536374154,0.392841154107614
"2",2,0.626723986758849,0.376531725846158
"3",3,0.596735757353164,0.388502771162574
"4",4,0.57623875254641,0.405134468242231
"5",5,0.563980861805066,0.416665001669156
"6",6,0.556177619427051,0.425165277987532
"7",7,0.550725649124495,0.431843715175277
"8",8,0.545941442843396,0.438274492659915
"9",9,0.541751294080561,0.444046058313737
"10",10,0.537776236821206,0.449511222447707
"11",11,0.535591166370766,0.452445175910018
"12",12,0.534207733558856,0.454286328866101
"13",-12,0.466219439495351,0.524206745498491
"14",-11,0.46688463951016,0.523716012696169
"15",-10,0.463220540151803,0.52662444565223
"16",-9,0.455633960755105,0.532421806251211
"17",-8,0.449276048912195,0.537233052652359
"18",-7,0.44351884996183,0.541780568008696
"19",-6,0.437833384748265,0.54684196114092
"20",-5,0.429661037419641,0.554803142753267
"21",-4,0.418876905493616,0.567164132340148
"22",-3,0.404527229485744,0.587387589713699
"23",-2,0.395607549203022,0.617266750830939
"24",-1,0.413661702241756,0.660021187919496
