"","Position","C.T","G.A"
"1",1,0.495328450281743,0.410856605525402
"2",2,0.514804637862485,0.449842156915879
"3",3,0.52239644648969,0.487166892295948
"4",4,0.529619155020801,0.513431449712169
"5",5,0.542989364135158,0.525714974982116
"6",6,0.558474410212993,0.530185426676167
"7",7,0.571499088884307,0.532780737959228
"8",8,0.578429947132547,0.5388344760608
"9",9,0.581455842091115,0.54670292334528
"10",10,0.581712492656197,0.555503842290072
"11",11,0.581520510848833,0.562995255604761
"12",12,0.582702971602029,0.567651340369012
"13",-12,0.577748677853851,0.572675655993859
"14",-11,0.571878778346706,0.572714623774161
"15",-10,0.563565011288225,0.573721922741473
"16",-9,0.55444290923793,0.573771897734108
"17",-8,0.546588721105108,0.570730346101014
"18",-7,0.54028725954839,0.563999011305933
"19",-6,0.537030042453083,0.551562708891444
"20",-5,0.532041797413553,0.536596816107827
"21",-4,0.520831113848758,0.522198731101701
"22",-3,0.497448719769724,0.512310212008239
"23",-2,0.462892460701549,0.50256896109297
"24",-1,0.425863373393822,0.481666309189338
