pos	5pC>T
1	0.0198139862005408
2	0.0294316702819957
3	0.0172666251069197
4	0.0201330560010162
5	0.018718056137411
6	0.0277166193181818
7	0.0320248274951302
8	0.026218692348582
9	0.0280307909344619
10	0.0286814995842031
11	0.0233609534114996
12	0.0240041974552927
13	0.0252312604673731
14	0.0266404935501963
15	0.0264493762961587
16	0.0264537021103515
17	0.0267397521448999
18	0.024589906846909
19	0.0255240560676853
20	0.0253148713134632
21	0.0272166237012733
22	0.0265340755896021
23	0.0275761049547828
24	0.0272307937012884
25	0.0275889390698043
