Sequence_Name	Extraction_ID
SdA02001	Sde-AMar_001-Ex1
SdA02002	Sde-AMar_002-Ex1
SdA02003	Sde-AMar_003-Ex1
SdA02004	Sde-AMar_004-Ex1
SdA02005	Sde-AMar_005-Ex1
SdA02006	Sde-AMar_006-Ex1
SdA02007	Sde-AMar_007-Ex1
SdA02008	Sde-AMar_008-Ex1
SdA02009	Sde-AMar_009-Ex1
SdA02010	Sde-AMar_010-Ex1
SdA02011	Sde-AMar_011-Ex1
SdA02012	Sde-AMar_012-Ex1
SdA02013	Sde-AMar_013-Ex1
SdA02014	Sde-AMar_014-Ex1
SdA02015	Sde-AMar_015-Ex1
SdA02016	Sde-AMar_016-Ex1
SdA02017	Sde-AMar_017-Ex1
SdA02019	Sde-AMar_019-Ex1
SdA02020	Sde-AMar_020-Ex1
SdA02021	Sde-AMar_021-Ex1
SdA02022	Sde-AMar_022-Ex1
SdA02023	Sde-AMar_023-Ex1
SdA02024	Sde-AMar_024-Ex1
SdA02025	Sde-AMar_025-Ex1
SdA02026	Sde-AMar_026-Ex1
SdA02027	Sde-AMar_027-Ex1
SdA02030	Sde-AMar_030-Ex1
SdA02031	Sde-AMar_031-Ex1
SdA02032	Sde-AMar_032-Ex1
SdA02033	Sde-AMar_033-Ex1
SdA02034	Sde-AMar_034-Ex1
SdA02035	Sde-AMar_035-Ex1
SdA02036	Sde-AMar_036-Ex1
SdA02037	Sde-AMar_037-Ex1
SdA02038	Sde-AMar_038-Ex1
SdA02039	Sde-AMar_039-Ex1
SdA02041	Sde-AMar_041-Ex1
SdA02044	Sde-AMar_044-Ex1
SdA02045	Sde-AMar_045-Ex1
SdA02046	Sde-AMar_046-Ex1
SdA02047	Sde-AMar_047-Ex1
SdA02048	Sde-AMar_048-Ex1
SdA02049	Sde-AMar_049-Ex1
SdA02050	Sde-AMar_050-Ex1
SdA02051	Sde-AMar_051-Ex1
SdA02052	Sde-AMar_052-Ex1
SdA02053	Sde-AMar_053-Ex1
SdA02054	Sde-AMar_054-Ex1
SdA02055	Sde-AMar_055-Ex1
SdA02056	Sde-AMar_056-Ex1
SdA02057	Sde-AMar_057-Ex1
SdA02058	Sde-AMar_058-Ex1
SdA02059	Sde-AMar_059-Ex1
SdA02060	Sde-AMar_060-Ex1
SdA02061	Sde-AMar_061-Ex1
SdA02062	Sde-AMar_062-Ex1
SdA02063	Sde-AMar_063-Ex1
SdA02064	Sde-AMar_064-Ex1
SdA02065	Sde-AMar_065-Ex1
SdA01001	Sde-AMat_001-Ex1
SdA01002	Sde-AMat_002-Ex1
SdA01003	Sde-AMat_003-Ex1
SdA01005	Sde-AMat_005-Ex1
SdA01006	Sde-AMat_006-Ex1
SdA01007	Sde-AMat_007-Ex1
SdA01008	Sde-AMat_008-Ex1
SdA01009	Sde-AMat_009-Ex1
SdA01010	Sde-AMat_010-Ex1
SdA01011	Sde-AMat_011-Ex1
SdA01012	Sde-AMat_012-Ex1
SdA01013	Sde-AMat_013-Ex1
SdA01014	Sde-AMat_014-Ex1
SdA01015	Sde-AMat_015-Ex1
SdA01016	Sde-AMat_016-Ex1
SdA01017	Sde-AMat_017-Ex1
SdA01018	Sde-AMat_018-Ex1
SdA01019	Sde-AMat_019-Ex1
SdA01020	Sde-AMat_020-Ex1
SdA01021	Sde-AMat_021-Ex1
SdA01022	Sde-AMat_022-Ex1
SdA01023	Sde-AMat_023-Ex1
SdA01024	Sde-AMat_024-Ex1
SdA01025	Sde-AMat_025-Ex1
SdA01026	Sde-AMat_026-Ex1
SdA01027	Sde-AMat_027-Ex1
SdA01028	Sde-AMat_028-Ex1
SdA01029	Sde-AMat_029-Ex1
SdA01030	Sde-AMat_030-Ex1
SdA01031	Sde-AMat_031-Ex1
SdA01032	Sde-AMat_032-Ex1
SdA01033	Sde-AMat_033-Ex1
SdA01034	Sde-AMat_034-Ex1
SdA01035	Sde-AMat_035-Ex1
SdA01036	Sde-AMat_036-Ex1
SdA01037	Sde-AMat_037-Ex1
SdA01038	Sde-AMat_038-Ex1
SdA01039	Sde-AMat_039-Ex1
SdA01040	Sde-AMat_040-Ex1
SdA01041	Sde-AMat_041-Ex1
SdA01042	Sde-AMat_042-Ex1
SdA01043	Sde-AMat_043-Ex1
SdA01045	Sde-AMat_045-Ex1
SdA01046	Sde-AMat_046-Ex1
SdA01047	Sde-AMat_047-Ex1
SdA01048	Sde-AMat_048-Ex1
SdA01049	Sde-AMat_049-Ex1
SdA01050	Sde-AMat_050-Ex1
SdA01051	Sde-AMat_051-Ex1
SdA01052	Sde-AMat_052-Ex1
SdA01053	Sde-AMat_053-Ex1
SdA01054	Sde-AMat_054-Ex1
SdA01055	Sde-AMat_055-Ex1
SdA01056	Sde-AMat_056-Ex1
SdA01057	Sde-AMat_057-Ex1
SdA01059	Sde-AMat_059-Ex1
SdA01060	Sde-AMat_060-Ex1
SdA01061	Sde-AMat_061-Ex1
SdA01062	Sde-AMat_062-Ex1
SdA01063	Sde-AMat_063-Ex1
SdA01064	Sde-AMat_064-Ex1
SdA01065	Sde-AMat_065-Ex1
SdA01066	Sde-AMat_066-Ex1
SdA01067	Sde-AMat_067-Ex1
SdA01068	Sde-AMat_068-Ex1
SdA01069	Sde-AMat_069-Ex1
SdA01071	Sde-AMat_071-Ex1
SdA01072	Sde-AMat_072-Ex1
SdA01073	Sde-AMat_073-Ex1
SdA01074	Sde-AMat_074-Ex1
SdA01075	Sde-AMat_075-Ex1
SdA01076	Sde-AMat_076-Ex1
SdA01077	Sde-AMat_077-Ex1
SdA01078	Sde-AMat_078-Ex1
SdA01079	Sde-AMat_079-Ex1
SdA01080	Sde-AMat_080-Ex1
SdA01082	Sde-AMat_082-Ex1
SdA01083	Sde-AMat_083-Ex1
SdA01084	Sde-AMat_084-Ex1
SdA01085	Sde-AMat_085-Ex1
SdA01086	Sde-AMat_086-Ex1
SdA01087	Sde-AMat_087-Ex1
SdA01088	Sde-AMat_088-Ex1
SdA01089	Sde-AMat_089-Ex1
SdA01090	Sde-AMat_090-Ex1
SdA01091	Sde-AMat_091-Ex1
SdA01092	Sde-AMat_092-Ex1
SdA01094	Sde-AMat_094-Ex1
SdA01095	Sde-AMat_095-Ex1
SdA01096	Sde-AMat_096-Ex1
SdC02001	Sde-CHam_001-Ex1
SdC02002	Sde-CHam_002-Ex1
SdC02003	Sde-CHam_003-Ex1
SdC02004	Sde-CHam_004-Ex1
SdC02005	Sde-CHam_005-Ex1
SdC02006	Sde-CHam_006-Ex1
SdC02007	Sde-CHam_007-Ex1
SdC02008	Sde-CHam_008-Ex1
SdC02010	Sde-CHam_010-Ex1
SdC02013	Sde-CHam_013-Ex1
SdC02014	Sde-CHam_014-Ex1
SdC02016	Sde-CHam_016-Ex1
SdC02018	Sde-CHam_018-Ex1
SdC02019	Sde-CHam_019-Ex1
SdC02020	Sde-CHam_020-Ex1
SdC02022	Sde-CHam_022-Ex1
SdC02027	Sde-CHam_027-Ex1
SdC02028	Sde-CHam_028-Ex1
SdC02029	Sde-CHam_029-Ex1
SdC02031	Sde-CHam_031-Ex1
SdC02035	Sde-CHam_035-Ex1
SdC02036	Sde-CHam_036-Ex1
SdC02037	Sde-CHam_037-Ex1
SdC02040	Sde-CHam_040-Ex1
SdC02041	Sde-CHam_041-Ex1
SdC02043	Sde-CHam_043-Ex1
SdC02044	Sde-CHam_044-Ex1
SdC02045	Sde-CHam_045-Ex1
SdC02046	Sde-CHam_046-Ex1
SdC02048	Sde-CHam_048-Ex1
SdC02050	Sde-CHam_050-Ex1
SdC02051	Sde-CHam_051-Ex1
SdC02054	Sde-CHam_054-Ex1
SdC02056	Sde-CHam_056-Ex1
SdC02059	Sde-CHam_059-Ex1
SdC02060	Sde-CHam_060-Ex1
SdC02063	Sde-CHam_063-Ex1
SdC02064	Sde-CHam_064-Ex1
SdC02065	Sde-CHam_065-Ex1
SdC02066	Sde-CHam_066-Ex1
SdC02070	Sde-CHam_070-Ex1
SdC02072	Sde-CHam_072-Ex1
SdC02074	Sde-CHam_074-Ex1
SdC02075	Sde-CHam_075-Ex1
SdC02077	Sde-CHam_077-Ex1
SdC02078	Sde-CHam_078-Ex1
SdC02080	Sde-CHam_080-Ex1
SdC02081	Sde-CHam_081-Ex1
SdC02082	Sde-CHam_082-Ex1
SdC02083	Sde-CHam_083-Ex1
SdC02084	Sde-CHam_084-Ex1
SdC02087	Sde-CHam_087-Ex1
SdC02090	Sde-CHam_090-Ex1
SdC02092	Sde-CHam_092-Ex1
SdC02093	Sde-CHam_093-Ex1
SdC02094	Sde-CHam_094-Ex1
SdC02095	Sde-CHam_095-Ex1
SdC02096	Sde-CHam_096-Ex1
SdC01001	Sde-CMat_001-Ex1
SdC01002	Sde-CMat_002-Ex1
SdC01003	Sde-CMat_003-Ex1
SdC01004	Sde-CMat_004-Ex1
SdC01005	Sde-CMat_005-Ex1
SdC01006	Sde-CMat_006-Ex1
SdC01007	Sde-CMat_007-Ex1
SdC01008	Sde-CMat_008-Ex1
SdC01009	Sde-CMat_009-Ex1
SdC01010	Sde-CMat_010-Ex1
SdC01011	Sde-CMat_011-Ex1
SdC01012	Sde-CMat_012-Ex1
SdC01013	Sde-CMat_013-Ex1
SdC01014	Sde-CMat_014-Ex1
SdC01015	Sde-CMat_015-Ex1
SdC01016	Sde-CMat_016-Ex1
SdC01017	Sde-CMat_017-Ex1
SdC01018	Sde-CMat_018-Ex1
SdC01020	Sde-CMat_020-Ex1
SdC01021	Sde-CMat_021-Ex1
SdC01022	Sde-CMat_022-Ex1
SdC01023	Sde-CMat_023-Ex1
SdC01024	Sde-CMat_024-Ex1
SdC01025	Sde-CMat_025-Ex1
SdC01026	Sde-CMat_026-Ex1
SdC01027	Sde-CMat_027-Ex1
SdC01028	Sde-CMat_028-Ex1
SdC01029	Sde-CMat_029-Ex1
SdC01030	Sde-CMat_030-Ex1
SdC01031	Sde-CMat_031-Ex1
SdC01032	Sde-CMat_032-Ex1
SdC01033	Sde-CMat_033-Ex1
SdC01034	Sde-CMat_034-Ex1
SdC01035	Sde-CMat_035-Ex1
SdC01036	Sde-CMat_036-Ex1
SdC01037	Sde-CMat_037-Ex1
SdC01038	Sde-CMat_038-Ex1
SdC01039	Sde-CMat_039-Ex1
SdC01040	Sde-CMat_040-Ex1
SdC01041	Sde-CMat_041-Ex1
SdC01042	Sde-CMat_042-Ex1
SdC01043	Sde-CMat_043-Ex1
SdC01044	Sde-CMat_044-Ex1
SdC01045	Sde-CMat_045-Ex1
SdC01046	Sde-CMat_046-Ex1
SdC01047	Sde-CMat_047-Ex1
SdC01048	Sde-CMat_048-Ex1
SdC01049	Sde-CMat_049-Ex1
SdC01050	Sde-CMat_050-Ex1
SdC01051	Sde-CMat_051-Ex1
SdC01053	Sde-CMat_053-Ex1
SdC01054	Sde-CMat_054-Ex1
SdC01055	Sde-CMat_055-Ex1
SdC01056	Sde-CMat_056-Ex1
SdC01057	Sde-CMat_057-Ex1
SdC01058	Sde-CMat_058-Ex1
SdC01059	Sde-CMat_059-Ex1
SdC01060	Sde-CMat_060-Ex1
SdC01061	Sde-CMat_061-Ex1
SdC01062	Sde-CMat_062-Ex1
SdC01063	Sde-CMat_063-Ex1
SdC01064	Sde-CMat_064-Ex1
SdC01065	Sde-CMat_065-Ex1
SdC01066	Sde-CMat_066-Ex1
SdC01067	Sde-CMat_067-Ex1
SdC01068	Sde-CMat_068-Ex1
SdC01069	Sde-CMat_069-Ex1
SdC01070	Sde-CMat_070-Ex1
SdC01071	Sde-CMat_071-Ex1
SdC01072	Sde-CMat_072-Ex1
SdC01073	Sde-CMat_073-Ex1
SdC01074	Sde-CMat_074-Ex1
SdC01075	Sde-CMat_075-Ex1
SdC01076	Sde-CMat_076-Ex1
SdC01077	Sde-CMat_077-Ex1
SdC01079	Sde-CMat_079-Ex1
SdC01080	Sde-CMat_080-Ex1
SdC01081	Sde-CMat_081-Ex1
SdC01082	Sde-CMat_082-Ex1
SdC01083	Sde-CMat_083-Ex1
SdC01084	Sde-CMat_084-Ex1
SdC01085	Sde-CMat_085-Ex1
SdC01086	Sde-CMat_086-Ex1
SdC01087	Sde-CMat_087-Ex1
SdC01088	Sde-CMat_088-Ex1
SdC01089	Sde-CMat_089-Ex1
SdC01090	Sde-CMat_090-Ex1
