Sample	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	135
Tzo-AMvi_001_Ex1_L4_clmp.fp2_repr.R1	22769.0	67503.0	77957.0	88240.0	97663.0	101660.0	111116.0	119036.0	130905.0	140873.0	151494.0	159699.0	165293.0	168449.0	168717.0	165353.0	159344.0	151782.0	146504.0	136309.0	201616.0	778712.0
Tzo-AMvi_001_Ex1_L4_clmp.fp2_repr.R2	21209.0	64023.0	75452.0	89790.0	104971.0	108638.0	118615.0	127321.0	138641.0	148339.0	156853.0	163309.0	167475.0	170065.0	169490.0	163297.0	156748.0	147924.0	141292.0	130211.0	216403.0	730928.0
Tzo-AMvi_002_Ex1_L4_clmp.fp2_repr.R1	11232.0	34755.0	42972.0	50320.0	56273.0	60166.0	65407.0	68124.0	74235.0	76902.0	80810.0	81375.0	81660.0	79266.0	76714.0	71942.0	67249.0	62286.0	58177.0	52189.0	72192.0	248217.0
Tzo-AMvi_002_Ex1_L4_clmp.fp2_repr.R2	10325.0	32980.0	40955.0	50493.0	59270.0	63085.0	68366.0	71655.0	77165.0	79338.0	83054.0	82294.0	81801.0	79855.0	76693.0	71417.0	66084.0	60491.0	56731.0	50030.0	75218.0	235163.0
Tzo-AMvi_003_Ex1_L4_clmp.fp2_repr.R1	15535.0	49592.0	61865.0	75429.0	86521.0	92050.0	101712.0	110626.0	121754.0	130514.0	140237.0	143737.0	149128.0	148554.0	146801.0	142232.0	133132.0	127729.0	120976.0	109860.0	153021.0	534621.0
Tzo-AMvi_003_Ex1_L4_clmp.fp2_repr.R2	14554.0	46592.0	59551.0	75844.0	92328.0	97479.0	108325.0	117515.0	126843.0	135767.0	143678.0	145922.0	150271.0	149578.0	147070.0	140851.0	131075.0	123340.0	116905.0	104541.0	162372.0	505225.0
Tzo-AMvi_004_Ex1_L4_clmp.fp2_repr.R1	13021.0	40185.0	50170.0	59624.0	67915.0	73110.0	81209.0	88735.0	96395.0	104627.0	111561.0	114924.0	120025.0	120827.0	119681.0	117107.0	113100.0	108580.0	104334.0	95023.0	144533.0	555706.0
Tzo-AMvi_004_Ex1_L4_clmp.fp2_repr.R2	11872.0	37583.0	47603.0	59528.0	72833.0	77573.0	86100.0	93918.0	100410.0	109916.0	115215.0	118220.0	121594.0	121876.0	120171.0	116215.0	111363.0	105177.0	100871.0	91784.0	151905.0	528665.0
Tzo-AMvi_005_Ex1_L4_clmp.fp2_repr.R1	20539.0	61041.0	74507.0	85633.0	96517.0	102198.0	111380.0	120885.0	132551.0	144005.0	154337.0	162050.0	168573.0	171272.0	173201.0	170035.0	162475.0	158790.0	155656.0	141277.0	215957.0	863291.0
Tzo-AMvi_005_Ex1_L4_clmp.fp2_repr.R2	19154.0	58066.0	72142.0	87716.0	104606.0	109634.0	119597.0	129844.0	140191.0	152365.0	160478.0	166678.0	170550.0	174340.0	174056.0	168385.0	159802.0	154353.0	150199.0	134497.0	236116.0	803401.0
Tzo-AMvi_006_Ex1_L4_clmp.fp2_repr.R1	6429.0	18571.0	22101.0	26133.0	29621.0	31761.0	36238.0	40141.0	45845.0	50797.0	56920.0	59942.0	64862.0	65925.0	69657.0	68164.0	68120.0	67513.0	66728.0	63652.0	108845.0	493783.0
Tzo-AMvi_006_Ex1_L4_clmp.fp2_repr.R2	5871.0	17218.0	20851.0	26715.0	33666.0	35560.0	40457.0	44349.0	49408.0	55230.0	59506.0	62422.0	66393.0	67112.0	68926.0	68142.0	66840.0	66031.0	65532.0	60607.0	117087.0	463825.0
Tzo-AMvi_007_Ex1_L4_clmp.fp2_repr.R1	7452.0	23130.0	29266.0	35387.0	41046.0	45347.0	51281.0	57178.0	64054.0	69859.0	76308.0	80664.0	85179.0	87794.0	87101.0	86845.0	83900.0	82014.0	80559.0	76344.0	115426.0	459038.0
Tzo-AMvi_007_Ex1_L4_clmp.fp2_repr.R2	6808.0	21854.0	27872.0	36122.0	45208.0	48736.0	55303.0	61113.0	67628.0	74021.0	79612.0	83184.0	86498.0	88314.0	87516.0	85698.0	82406.0	80378.0	78320.0	72571.0	125312.0	430698.0
Tzo-AMvi_008_Ex1_L4_clmp.fp2_repr.R1	7449.0	22461.0	27488.0	32517.0	37652.0	40002.0	44791.0	48477.0	53218.0	58501.0	62770.0	65565.0	68845.0	69665.0	71335.0	69776.0	68369.0	65167.0	65146.0	60707.0	96110.0	386874.0
Tzo-AMvi_008_Ex1_L4_clmp.fp2_repr.R2	6931.0	21146.0	26063.0	32627.0	40434.0	42568.0	47626.0	52209.0	57059.0	61346.0	64632.0	67353.0	69381.0	71026.0	71515.0	69307.0	66708.0	63927.0	63363.0	58577.0	101486.0	367601.0
Tzo-AMvi_009_Ex1_L4_clmp.fp2_repr.R1	12320.0	37476.0	46187.0	53921.0	61098.0	65234.0	71793.0	77689.0	84997.0	90874.0	96347.0	99362.0	105225.0	104457.0	103868.0	102378.0	97872.0	93674.0	92940.0	85230.0	123628.0	483534.0
Tzo-AMvi_009_Ex1_L4_clmp.fp2_repr.R2	11528.0	35862.0	44269.0	54457.0	65698.0	69154.0	76368.0	82015.0	89664.0	94872.0	99880.0	101983.0	106400.0	105659.0	104614.0	101782.0	96146.0	91409.0	90021.0	81961.0	134787.0	451575.0
