filename	numreads	meanreadlength	meandepth_wcvg	numpos	numpos_wcvg	meandepth	pctpos_wcvg
./Sgr-AJol_011-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	575830	82.9166	1.66464	917888635	16548001	0.0300107	1.80283
./Sgr-AJol_009-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	865684	85.8475	1.77262	917888635	24297140	0.0469225	2.64707
./Sgr-AJol_020-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	1300630	86.1835	1.90822	917888635	33985784	0.0706538	3.7026
./Sgr-AJol_021-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	1254695	86.5284	1.8575	917888635	33802928	0.0684058	3.68268
./Sgr-AJol_010-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	1285269	89.8445	1.94007	917888635	34655874	0.0732494	3.77561
./Sgr-AJol_012-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	1345151	85.4322	1.92078	917888635	34629207	0.0724653	3.7727
./Sgr-AJol_008-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	1492005	85.068	1.86529	917888635	39345161	0.0799554	4.28649
./Sgr-AJol_022-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	826833	90.9901	1.90046	917888635	22986861	0.0475936	2.50432
./Sgr-AJol_002-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	1705963	82.3066	1.85217	917888635	43609430	0.0879977	4.75106
./Sgr-AJol_006-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	1653477	86.3838	1.97614	917888635	41933149	0.0902787	4.56844
./Sgr-AJol_018-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	1882298	86.0659	2.04519	917888635	45668301	0.101756	4.97536
./Sgr-AJol_005-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	2082983	83.935	1.98309	917888635	50805704	0.109765	5.53506
./Sgr-AJol_015-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	2099711	85.1565	2.01507	917888635	51148200	0.112287	5.57238
./Sgr-AJol_023-Ex1-cssl.clmp.fp2_repr.ssl.Sgr-libC-RG.bam	1206714	86.5633	1.87062	917888635	32280847	0.0657871	3.51686
