Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
SdA01001_CKDL210020579-1a-5UDI301-AK533_HKGLMDSX2_L2_clmp.fp2_repr.R1_screen	1870017	215.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	614.0	0.03	27.0	0.0	181.0	0.01	34.0	0.0	52.0	0.0	78.0	0.0	1868894	99.94
SdA01001_CKDL210020579-1a-5UDI301-AK533_HKGLMDSX2_L2_clmp.fp2_repr.R2_screen	1870017	200.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	34.0	0.0	596.0	0.03	21.0	0.0	151.0	0.0	50.0	0.0	68.0	0.0	88.0	0.0	1868894	99.94
SdA01002_CKDL210020579-1a-5UDI301-AK7557_HKGLMDSX2_L2_clmp.fp2_repr.R1_screen	4193153	486.0	0.01	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	47.0	0.0	2004.0	0.04	47.0	0.0	416.0	0.01	93.0	0.0	117.0	0.0	176.0	0.0	4190217	99.93
SdA01002_CKDL210020579-1a-5UDI301-AK7557_HKGLMDSX2_L2_clmp.fp2_repr.R2_screen	4193153	487.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	53.0	0.0	1866.0	0.04	38.0	0.0	354.0	0.0	84.0	0.0	131.0	0.0	182.0	0.0	4190217	99.93
SdA01003_CKDL210020579-1a-5UDI301-AK8488_HKGLMDSX2_L2_clmp.fp2_repr.R1_screen	2501783	252.0	0.01	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	23.0	0.0	869.0	0.03	18.0	0.0	191.0	0.0	39.0	0.0	69.0	0.0	104.0	0.0	2500281	99.94
SdA01003_CKDL210020579-1a-5UDI301-AK8488_HKGLMDSX2_L2_clmp.fp2_repr.R2_screen	2501783	241.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0	0.0	913.0	0.03	15.0	0.0	197.0	0.0	44.0	0.0	52.0	0.0	80.0	0.0	2500281	99.94
SdA01005_CKDL210020579-1a-5UDI301-GC06_HKGLMDSX2_L2_clmp.fp2_repr.R1_screen	4600865	546.0	0.01	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	56.0	0.0	1940.0	0.04	55.0	0.0	458.0	0.01	82.0	0.0	144.0	0.0	233.0	0.0	4597644	99.93
SdA01005_CKDL210020579-1a-5UDI301-GC06_HKGLMDSX2_L2_clmp.fp2_repr.R2_screen	4600865	522.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	1770.0	0.03	39.0	0.0	394.0	0.0	93.0	0.0	140.0	0.0	204.0	0.0	4598104	99.94
SdA01006_CKDL210020579-1a-5UDI301-AK4236_HKGLMDSX2_L2_clmp.fp2_repr.R1_screen	1694274	181.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	640.0	0.03	15.0	0.0	151.0	0.0	30.0	0.0	49.0	0.0	64.0	0.0	1693257	99.94
SdA01006_CKDL210020579-1a-5UDI301-AK4236_HKGLMDSX2_L2_clmp.fp2_repr.R2_screen	1694274	178.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	560.0	0.03	21.0	0.0	147.0	0.0	34.0	0.0	43.0	0.0	61.0	0.0	1693257	99.94
