Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Tbi-ARos_001_Ex1b-7D-cssl-2-2.clmp.fp2_r1_screen	2758317	291637.0	10.57	17.0	0.0	0.0	0.0	136.0	0.0	124637.0	4.5200000000000005	221450.0	8.03	337871.0	12.25	221368.0	8.02	280723.0	10.19	223727.0	8.110000000000001	248770.0	9.03	245160.0	8.899999999999999	2393391	86.77
Tbi-ARos_001_Ex1b-7D-cssl-2-2.clmp.fp2_r2_screen	2758317	289691.0	10.5	17.0	0.0	0.0	0.0	69.0	0.0	122577.0	4.44	218764.0	7.93	336981.0	12.219999999999999	218964.0	7.9399999999999995	279024.0	10.12	221363.0	8.02	246838.0	8.95	243127.0	8.82	2395046	86.83
Tbi-ARos_002_Ex1b-7E-cssl-1-2.clmp.fp2_r1_screen	3754942	390372.0	10.389999999999999	20.0	0.0	0.0	0.0	188.0	0.0	159656.0	4.25	285852.0	7.62	450596.0	12.0	290319.0	7.73	372378.0	9.92	295293.0	7.859999999999999	331126.0	8.82	322361.0	8.59	3267175	87.01
Tbi-ARos_002_Ex1b-7E-cssl-1-2.clmp.fp2_r2_screen	3754942	386042.0	10.29	23.0	0.0	0.0	0.0	34.0	0.0	156604.0	4.17	280682.0	7.48	447628.0	11.92	285194.0	7.6	368185.0	9.81	290006.0	7.72	325910.0	8.690000000000001	317921.0	8.469999999999999	3271305	87.12
Tbi-ARos_003_Ex1b-7F-cssl-1-2.clmp.fp2_r1_screen	1885124	167188.0	8.87	9.0	0.0	0.0	0.0	55.0	0.0	65312.0	3.46	120948.0	6.42	195971.0	10.4	119949.0	6.37	158555.0	8.41	123185.0	6.55	140316.0	7.45	133661.0	7.09	1668146	88.49
Tbi-ARos_003_Ex1b-7F-cssl-1-2.clmp.fp2_r2_screen	1885124	167086.0	8.870000000000001	7.0	0.0	0.0	0.0	9.0	0.0	64342.0	3.42	120327.0	6.390000000000001	196170.0	10.41	119080.0	6.3	158508.0	8.41	122181.0	6.48	140238.0	7.44	132832.0	7.05	1668146	88.49
Tbi-ARos_004_Ex1b-7G-cssl-2-2.clmp.fp2_r1_screen	1108716	114262.0	10.309999999999999	16.0	0.0	0.0	0.0	106.0	0.01	48938.0	4.41	85459.0	7.71	134611.0	12.14	83776.0	7.56	109180.0	9.85	84054.0	7.58	95851.0	8.65	92428.0	8.35	960369	86.62
Tbi-ARos_004_Ex1b-7G-cssl-2-2.clmp.fp2_r2_screen	1108716	112978.0	10.19	15.0	0.0	0.0	0.0	64.0	0.01	48252.0	4.36	84785.0	7.6499999999999995	133464.0	12.04	82561.0	7.44	108227.0	9.77	83174.0	7.5	94934.0	8.57	91566.0	8.26	961700	86.74
Tbi-ARos_005_Ex1b-7H-cssl-1-2.clmp.fp2_r1_screen	4286419	320009.0	7.46	67.0	0.0	0.0	0.0	146.0	0.0	117084.0	2.73	240249.0	5.609999999999999	383816.0	8.95	228482.0	5.33	308111.0	7.1899999999999995	238423.0	5.55	270370.0	6.3100000000000005	253938.0	5.93	3858634	90.02
Tbi-ARos_005_Ex1b-7H-cssl-1-2.clmp.fp2_r2_screen	4286419	318200.0	7.44	47.0	0.0	0.0	0.0	37.0	0.0	114444.0	2.67	237930.0	5.54	383217.0	8.94	225423.0	5.260000000000001	306414.0	7.15	236331.0	5.51	268274.0	6.26	251794.0	5.88	3860348	90.06
Tbi-ARos_006_Ex1b-8A-cssl-2-2.clmp.fp2_r1_screen	1742540	146242.0	8.39	15.0	0.0	0.0	0.0	159.0	0.01	62121.0	3.5599999999999996	105584.0	6.0600000000000005	175007.0	10.049999999999999	103598.0	5.95	139907.0	8.03	105912.0	6.07	122406.0	7.03	115037.0	6.61	1549466	88.92
Tbi-ARos_006_Ex1b-8A-cssl-2-2.clmp.fp2_r2_screen	1742540	145438.0	8.34	16.0	0.0	0.0	0.0	81.0	0.0	61193.0	3.5100000000000002	104776.0	6.0	174300.0	10.010000000000002	102686.0	5.89	139461.0	8.0	105158.0	6.029999999999999	121522.0	6.970000000000001	114116.0	6.54	1550163	88.96
Tbi-ARos_007_Ex1b-8B-cssl-2-2.clmp.fp2_r1_screen	1191377	104412.0	8.770000000000001	14.0	0.0	0.0	0.0	117.0	0.01	41349.0	3.4699999999999998	71652.0	6.01	125942.0	10.57	74275.0	6.23	100883.0	8.48	72227.0	6.0600000000000005	84109.0	7.0600000000000005	81019.0	6.79	1055440	88.59
Tbi-ARos_007_Ex1b-8B-cssl-2-2.clmp.fp2_r2_screen	1191377	104484.0	8.770000000000001	15.0	0.0	0.0	0.0	58.0	0.0	41378.0	3.4699999999999998	72147.0	6.0600000000000005	126681.0	10.63	74671.0	6.27	101326.0	8.51	72605.0	6.09	84845.0	7.12	81394.0	6.84	1054845	88.54
Tbi-ARos_008_Ex1b-8C-cssl-1-2.clmp.fp2_r1_screen	2007137	179364.0	8.93	8.0	0.0	0.0	0.0	38.0	0.0	81244.0	4.04	133788.0	6.66	209751.0	10.45	133444.0	6.64	172708.0	8.61	136579.0	6.8	154516.0	7.7	147169.0	7.34	1777921	88.58
Tbi-ARos_008_Ex1b-8C-cssl-1-2.clmp.fp2_r2_screen	2007137	178357.0	8.88	9.0	0.0	0.0	0.0	14.0	0.0	80299.0	4.0	132545.0	6.6	209654.0	10.45	132339.0	6.6000000000000005	171554.0	8.55	135604.0	6.75	153742.0	7.66	146296.0	7.29	1778925	88.63
Tbi-ARos_009_Ex1b-8D-cssl-2-2.clmp.fp2_r1_screen	1223375	128745.0	10.52	0.0	0.0	0.0	0.0	83.0	0.01	57017.0	4.66	92618.0	7.57	148639.0	12.149999999999999	98030.0	8.01	124239.0	10.149999999999999	97132.0	7.94	109902.0	8.98	107277.0	8.77	1065314	87.08
Tbi-ARos_009_Ex1b-8D-cssl-2-2.clmp.fp2_r2_screen	1223375	128238.0	10.479999999999999	4.0	0.0	0.0	0.0	30.0	0.0	56178.0	4.59	91845.0	7.510000000000001	148325.0	12.13	96986.0	7.93	123393.0	10.09	96399.0	7.880000000000001	109200.0	8.93	106554.0	8.719999999999999	1066171	87.15
Tbi-ARos_010_Ex1b-8E-cssl-2-2.clmp.fp2_r1_screen	767780	78386.0	10.200000000000001	17.0	0.0	0.0	0.0	75.0	0.01	33622.0	4.38	58502.0	7.62	89700.0	11.67	57650.0	7.51	73291.0	9.540000000000001	57708.0	7.52	65215.0	8.5	63417.0	8.27	668122	87.02
Tbi-ARos_010_Ex1b-8E-cssl-2-2.clmp.fp2_r2_screen	767780	78473.0	10.22	9.0	0.0	0.0	0.0	46.0	0.01	33183.0	4.32	58138.0	7.569999999999999	89867.0	11.7	57367.0	7.47	73519.0	9.58	57456.0	7.489999999999999	65135.0	8.48	63367.0	8.25	668045	87.01
Tbi-ARos_011_Ex1b-8F-cssl-2-2.clmp.fp2_r1_screen	2746676	282830.0	10.29	55.0	0.0	0.0	0.0	277.0	0.01	116284.0	4.24	206743.0	7.53	333978.0	12.16	207845.0	7.56	272788.0	9.93	205918.0	7.5	234022.0	8.530000000000001	230343.0	8.39	2385488	86.85
Tbi-ARos_011_Ex1b-8F-cssl-2-2.clmp.fp2_r2_screen	2746676	283739.0	10.329999999999998	59.0	0.0	0.0	0.0	134.0	0.0	115517.0	4.21	205303.0	7.47	335963.0	12.24	207095.0	7.54	273020.0	9.94	205733.0	7.49	233907.0	8.52	230276.0	8.39	2384114	86.8
Tbi-ARos_012_Ex1b-8G-cssl-2-2.clmp.fp2_r1_screen	1418655	149401.0	10.54	44.0	0.0	0.0	0.0	164.0	0.01	56808.0	4.0	104215.0	7.34	170826.0	12.04	98107.0	6.91	135298.0	9.54	99820.0	7.04	114897.0	8.1	110415.0	7.78	1221461	86.1
