Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Tbi-ARos_010_Ex1b-8E-cssl-2-2.clmp.fp2_r2_screen	10324.0	2757.0	2955.0	746.0	1386.0	242.0	108.0	60.0	4.0	0.0	81153.0	668045.0
Tbi-ARos_011_Ex1b-8F-cssl-2-2.clmp.fp2_r1_screen	39759.0	7433.0	5633.0	2974.0	3185.0	779.0	471.0	303.0	20.0	0.0	300631.0	2385488.0
Tbi-ARos_011_Ex1b-8F-cssl-2-2.clmp.fp2_r2_screen	41324.0	7253.0	5590.0	2838.0	2926.0	898.0	438.0	315.0	15.0	1.0	300964.0	2384114.0
Tbi-ARos_012_Ex1b-8G-cssl-2-2.clmp.fp2_r1_screen	21302.0	7257.0	11320.0	1835.0	1557.0	403.0	260.0	170.0	17.0	0.0	153073.0	1221461.0
Tbi-ARos_012_Ex1b-8G-cssl-2-2.clmp.fp2_r2_screen	21562.0	7304.0	11269.0	1809.0	1377.0	423.0	223.0	130.0	13.0	0.0	154218.0	1220327.0
Tbi-ARos_013_Ex1b-8H-cssl-1-2.clmp.fp2_r1_screen	29214.0	10092.0	20125.0	2878.0	2871.0	623.0	418.0	197.0	51.0	0.0	172958.0	2915075.0
Tbi-ARos_013_Ex1b-8H-cssl-1-2.clmp.fp2_r2_screen	29133.0	10026.0	19820.0	2752.0	2817.0	615.0	394.0	202.0	7.0	0.0	173030.0	2915706.0
Tbi-ARos_014_Ex1b-9A-cssl-2-2.clmp.fp2_r1_screen	10762.0	5391.0	3158.0	819.0	416.0	147.0	90.0	107.0	21.0	1.0	32301.0	643285.0
Tbi-ARos_014_Ex1b-9A-cssl-2-2.clmp.fp2_r2_screen	10688.0	5408.0	3022.0	899.0	420.0	116.0	100.0	92.0	29.0	1.0	32508.0	643215.0
Tbi-ARos_015_Ex1b-9B-cssl-2-2.clmp.fp2_r1_screen	6160.0	1081.0	766.0	520.0	268.0	97.0	61.0	33.0	29.0	0.0	18780.0	330385.0
Tbi-ARos_015_Ex1b-9B-cssl-2-2.clmp.fp2_r2_screen	6173.0	1118.0	805.0	494.0	270.0	112.0	73.0	30.0	19.0	1.0	19023.0	330062.0
Tbi-ARos_016_Ex1b-9C-cssl-1-2.clmp.fp2_r1_screen	10319.0	4470.0	2398.0	1232.0	800.0	261.0	258.0	73.0	7.0	0.0	40472.0	727805.0
Tbi-ARos_016_Ex1b-9C-cssl-1-2.clmp.fp2_r2_screen	10761.0	4520.0	2577.0	1228.0	772.0	309.0	231.0	59.0	1.0	0.0	42038.0	725599.0
Tbi-ARos_017_Ex1b-9D-cssl-1-2.clmp.fp2_r1_screen	6248.0	10295.0	3998.0	939.0	463.0	150.0	116.0	104.0	6.0	1.0	33357.0	437468.0
Tbi-ARos_017_Ex1b-9D-cssl-1-2.clmp.fp2_r2_screen	6679.0	10082.0	4118.0	824.0	430.0	159.0	100.0	108.0	2.0	0.0	34210.0	436433.0
Tbi-ARos_018_Ex1b-9E9E-cssl-1and2-2.clmp.fp2_r1_screen	4353.0	10029.0	3483.0	654.0	266.0	81.0	65.0	48.0	8.0	1.0	27240.0	284913.0
Tbi-ARos_018_Ex1b-9E9E-cssl-1and2-2.clmp.fp2_r2_screen	4454.0	9851.0	3485.0	630.0	254.0	79.0	58.0	42.0	12.0	1.0	27064.0	285211.0
Tbi-ARos_019_Ex1b-9F9F-cssl-1and2-2.clmp.fp2_r1_screen	26274.0	33554.0	7970.0	3013.0	1856.0	681.0	409.0	225.0	79.0	0.0	167655.0	1749351.0
Tbi-ARos_019_Ex1b-9F9F-cssl-1and2-2.clmp.fp2_r2_screen	26292.0	32845.0	8111.0	2870.0	1812.0	714.0	401.0	216.0	25.0	1.0	168429.0	1749351.0
Tbi-ARos_020_Ex1b-9G-cssl-1-2.clmp.fp2_r1_screen	3778.0	4686.0	1731.0	493.0	222.0	95.0	72.0	41.0	3.0	0.0	17437.0	235128.0
Tbi-ARos_020_Ex1b-9G-cssl-1-2.clmp.fp2_r2_screen	3595.0	4735.0	1661.0	510.0	257.0	86.0	58.0	48.0	1.0	0.0	17554.0	235181.0
Tbi-ARos_021_Ex1b-9H-cssl-2-2.clmp.fp2_r1_screen	11293.0	2615.0	6155.0	1125.0	717.0	235.0	149.0	74.0	8.0	0.0	69470.0	921853.0
Tbi-ARos_021_Ex1b-9H-cssl-2-2.clmp.fp2_r2_screen	11164.0	2645.0	6250.0	1063.0	633.0	228.0	132.0	87.0	14.0	0.0	71146.0	920332.0
Tbi-ARos_022_Ex1b-10A-cssl-1-2.clmp.fp2_r1_screen	5358.0	2981.0	1252.0	627.0	333.0	120.0	92.0	37.0	1.0	0.0	19964.0	391823.0
Tbi-ARos_022_Ex1b-10A-cssl-1-2.clmp.fp2_r2_screen	5551.0	2957.0	1306.0	599.0	328.0	107.0	99.0	47.0	0.0	0.0	21165.0	390429.0
Tbi-ARos_023_Ex1b-10B10B-cssl-1and2-2.clmp.fp2_r1_screen	10213.0	15680.0	3778.0	1358.0	525.0	168.0	146.0	136.0	30.0	0.0	88025.0	800634.0
Tbi-ARos_023_Ex1b-10B10B-cssl-1and2-2.clmp.fp2_r2_screen	10608.0	15448.0	3667.0	1261.0	489.0	174.0	130.0	134.0	16.0	3.0	87669.0	801094.0
Tbi-ARos_024_Ex1b-10C-cssl-2-2.clmp.fp2_r1_screen	3696.0	5745.0	1937.0	422.0	167.0	70.0	30.0	44.0	5.0	0.0	24322.0	261010.0
Tbi-ARos_024_Ex1b-10C-cssl-2-2.clmp.fp2_r2_screen	3470.0	5768.0	1958.0	362.0	198.0	51.0	39.0	41.0	9.0	2.0	25313.0	260237.0
Tbi-ARos_025_Ex1b-10D10D-cssl-1and2-2.clmp.fp2_r1_screen	3810.0	7381.0	1967.0	586.0	255.0	81.0	86.0	44.0	0.0	0.0	18301.0	275061.0
Tbi-ARos_025_Ex1b-10D10D-cssl-1and2-2.clmp.fp2_r2_screen	4083.0	7127.0	1965.0	661.0	247.0	78.0	64.0	45.0	0.0	0.0	18548.0	274754.0
Tbi-ARos_026_Ex1b-10E-cssl-1-2.clmp.fp2_r1_screen	4934.0	6462.0	1817.0	682.0	359.0	138.0	85.0	152.0	11.0	0.0	19635.0	352132.0
Tbi-ARos_026_Ex1b-10E-cssl-1-2.clmp.fp2_r2_screen	5429.0	6069.0	1846.0	630.0	302.0	123.0	106.0	133.0	0.0	0.0	20448.0	351321.0
Tbi-ARos_028_Ex1b-10G10G-cssl-1and2-2.clmp.fp2_r1_screen	14465.0	28224.0	4324.0	1578.0	956.0	409.0	191.0	147.0	6.0	0.0	116808.0	958193.0
Tbi-ARos_028_Ex1b-10G10G-cssl-1and2-2.clmp.fp2_r2_screen	14479.0	26856.0	4375.0	1430.0	983.0	395.0	175.0	135.0	9.0	0.0	115232.0	961232.0
Tbi-ARos_029_Ex1b-10H10H-cssl-1and2-2.clmp.fp2_r1_screen	6356.0	15828.0	41422.0	937.0	453.0	190.0	105.0	70.0	6.0	0.0	49388.0	435625.0
Tbi-ARos_029_Ex1b-10H10H-cssl-1and2-2.clmp.fp2_r2_screen	6273.0	15411.0	41428.0	870.0	380.0	169.0	140.0	61.0	1.0	2.0	49084.0	436561.0
Tbi-ARos_030_Ex1b-11A11A-cssl-1and2-2.clmp.fp2_r1_screen	14637.0	30171.0	25858.0	1937.0	866.0	321.0	252.0	159.0	10.0	0.0	76594.0	889942.0
Tbi-ARos_030_Ex1b-11A11A-cssl-1and2-2.clmp.fp2_r2_screen	14270.0	29617.0	25911.0	1866.0	765.0	305.0	233.0	186.0	11.0	5.0	75971.0	891607.0
Tbi-ARos_032_Ex1b-11C11C-cssl-1and2-2.clmp.fp2_r1_screen	4234.0	7606.0	2555.0	635.0	277.0	85.0	74.0	45.0	1.0	0.0	33448.0	361429.0
Tbi-ARos_032_Ex1b-11C11C-cssl-1and2-2.clmp.fp2_r2_screen	4355.0	7785.0	2514.0	704.0	242.0	142.0	64.0	30.0	1.0	0.0	31933.0	362619.0
Tbi-ARos_033_Ex1b-11D11D-cssl-1and2-2.clmp.fp2_r1_screen	2199.0	2954.0	1348.0	254.0	152.0	57.0	27.0	17.0	0.0	0.0	12377.0	150063.0
Tbi-ARos_033_Ex1b-11D11D-cssl-1and2-2.clmp.fp2_r2_screen	2128.0	2981.0	1368.0	267.0	114.0	45.0	46.0	13.0	1.0	1.0	12455.0	150029.0
