pos	5pC>T
1	0.00477758002446541
2	0.0080411214953271
3	0.0052552328499532
4	0.0063005476525543
5	0.00729516307405755
6	0.00993771978834588
7	0.0114391844062206
8	0.00926337904248308
9	0.00993001793997382
10	0.0108020403854061
11	0.0088081143723188
12	0.00869643177335485
13	0.00939573804298971
14	0.00979618501820816
15	0.0094121169459512
16	0.00999428347539004
17	0.00961825598146574
18	0.0101234551547826
19	0.00972405682907467
20	0.00953840359978962
21	0.0119611034871267
22	0.0100932090545939
23	0.0111277466644978
24	0.0102462723633529
25	0.0098511231208146
