"","Position","C.T","G.A"
"1",1,0.508691373223367,0.408346806649195
"2",2,0.532810580840598,0.444129853024359
"3",3,0.542614978568146,0.481137089469941
"4",4,0.549412258974391,0.509111165335848
"5",5,0.561171041808849,0.522886161907759
"6",6,0.574718688284505,0.528572887223524
"7",7,0.585924954756569,0.532287096328666
"8",8,0.592091312754817,0.538556742953522
"9",9,0.594956698075803,0.546111012470013
"10",10,0.595028902070185,0.554792590025369
"11",11,0.593307484516089,0.563677114010312
"12",12,0.591172089778887,0.571470118547746
"13",-12,0.580843366625314,0.581914725833847
"14",-11,0.572952027639925,0.584240949169691
"15",-10,0.563568601184361,0.586487551773433
"16",-9,0.554727848062035,0.58659238094442
"17",-8,0.546676030458128,0.584140655625346
"18",-7,0.540027482603505,0.578261575989985
"19",-6,0.536011153420612,0.567276639708216
"20",-5,0.530029859934055,0.553965819489768
"21",-4,0.516086262241586,0.542323124307591
"22",-3,0.488866282703015,0.534809548567911
"23",-2,0.453145123159703,0.523939773085778
"24",-1,0.418674634559166,0.498750711249939
