"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0513703960073768,0.0320491175166219,3.71369968593996e-05,0.179194687727587,0.555071930711373,-16969.1425666428
"Std.",0.000140296321640929,0.000298410964599397,3.73733166896568e-05,0.00726454493228729,0.00189734991181001,1.72275698009327
"Acceptance ratio",0.17036,0.17674,0.1062,0.26958,0.177,0.62998
"0%",0.0507898811059864,0.0309672394895,2.01539540941188e-09,0.154482226397139,0.547947042282521,-16981.7169713453
"2.5%",0.0510917743269138,0.0314922796796522,1.04151817630569e-06,0.165075987291529,0.551374652908938,-16973.4234519759
"5%",0.0511385309968359,0.0315781015194805,1.70693444159402e-06,0.167513485932734,0.552000536953635,-16972.45483366
"7.5%",0.0511661623208506,0.0316308405262797,2.59992595308113e-06,0.169034308294516,0.552341969628315,-16971.8773432474
"10%",0.0511931945497103,0.0316674890153443,3.44910294623816e-06,0.170138284550573,0.552628599296857,-16971.441336309
"12.5%",0.0512103480503457,0.0316999293941161,4.67002975172128e-06,0.170918143998665,0.552889598859829,-16971.0937968279
"15%",0.0512262021946835,0.0317353164987084,5.72437418954232e-06,0.171685566203365,0.553100202911147,-16970.8275414499
"17.5%",0.0512377356116502,0.0317643333049087,6.98279262135968e-06,0.172394878763324,0.553303030119505,-16970.5937541575
"20%",0.051252977057465,0.0317893714948833,8.60250209570577e-06,0.173037672431667,0.553500196447003,-16970.3814426942
"22.5%",0.0512641516736273,0.0318129100262115,9.73245187546763e-06,0.173664096361957,0.553671951004391,-16970.2108405257
"25%",0.0512781735834497,0.0318364895929992,1.0959294331139e-05,0.17421466857011,0.553824878694362,-16970.0371439551
"27.5%",0.0512888576292412,0.0318627363355639,1.20135280512222e-05,0.174841290137293,0.553978542702163,-16969.8775028836
"30%",0.0512988393780187,0.0318853261613897,1.3646649794468e-05,0.175374472055125,0.55413143617523,-16969.7448223432
"32.5%",0.0513084907383622,0.03191053795759,1.48901504484701e-05,0.175871412671928,0.554227481661563,-16969.6084209701
"35%",0.0513171223614561,0.0319287091364923,1.59158023540398e-05,0.176326193391591,0.554337289623232,-16969.4853675835
"37.5%",0.0513266287727963,0.0319498725962018,1.71262326583603e-05,0.176781270991759,0.554463231714868,-16969.3632203463
"40%",0.0513347819931877,0.0319686975091884,1.85216439400734e-05,0.177227157932756,0.554592327260156,-16969.2425864474
"42.5%",0.051343739923391,0.0319860156072146,2.05003742860708e-05,0.177673581068185,0.554682655986898,-16969.1306883264
"45%",0.0513534456539176,0.0320060273977448,2.20850901535791e-05,0.178171119400209,0.554789521599885,-16969.0227870098
"47.5%",0.0513622713228956,0.0320279970152921,2.36088635657616e-05,0.178657391963928,0.554915934509679,-16968.9194349671
"50%",0.0513697094827012,0.0320475432493262,2.57026837306019e-05,0.179125711798508,0.555039060311856,-16968.816606358
"52.5%",0.0513788477426188,0.0320656582683437,2.74603880851492e-05,0.179555944854566,0.55514816070402,-16968.7223438328
"55%",0.0513879625922551,0.0320821917619776,2.91607868299408e-05,0.180030453507042,0.555282894853846,-16968.627877899
"57.5%",0.0513971655239199,0.0321015904505793,3.16972284005188e-05,0.180501940892469,0.555406962528643,-16968.5325801892
"60%",0.0514052239419129,0.0321203639403142,3.38588960524123e-05,0.180972170654464,0.555523794192708,-16968.4397089973
"62.5%",0.0514149009130827,0.0321393477014516,3.56751496376854e-05,0.181401109357981,0.555641625246369,-16968.3357114139
"65%",0.0514253249771576,0.0321632325443168,3.82787874763323e-05,0.181891427294488,0.555773851349593,-16968.2466158766
"67.5%",0.0514340855574447,0.0321819804632145,4.11654339605806e-05,0.182391703146982,0.555910886828839,-16968.1475027589
"70%",0.0514440543108073,0.0322022738794927,4.42059315998542e-05,0.182910544476319,0.556054426001686,-16968.0549036201
"72.5%",0.0514534537628709,0.0322266053539991,4.73230711249483e-05,0.18344724424496,0.556193655335255,-16967.9581635013
"75%",0.0514663606748511,0.0322508559792945,5.09352771856054e-05,0.184027960824626,0.556326016630172,-16967.8694845928
"77.5%",0.0514764803921726,0.0322765193942754,5.51589013408408e-05,0.184618615105245,0.556498801900011,-16967.7753309694
"80%",0.0514891375753813,0.0323014526607058,5.99646286936861e-05,0.18531378980576,0.556659642937639,-16967.6885782354
"82.5%",0.0515007761053903,0.0323280527550424,6.55719245051959e-05,0.186029216690524,0.556839140515443,-16967.601917388
"85%",0.051515727815212,0.0323583754017693,7.12341701418871e-05,0.186789543482182,0.557056519645777,-16967.4987537244
"87.5%",0.0515303430604248,0.0323933901094152,7.77730659526755e-05,0.187624887438704,0.55727890032947,-16967.3852435669
"90%",0.0515490675302544,0.0324384202533464,8.64525913571799e-05,0.188550708623916,0.557525428246836,-16967.2593083189
"92.5%",0.0515727489106672,0.0324805156436405,9.80439651775642e-05,0.18975721760117,0.557829399572017,-16967.1405597042
"95%",0.0515997831027789,0.0325401567187343,0.00011118575162386,0.191236285372825,0.558220609839487,-16966.9938998732
"97.5%",0.0516444121197576,0.0326505769136929,0.000139551518910078,0.193528571627914,0.558794870367064,-16966.801826436
"100%",0.0519221273228848,0.0333121536664775,0.000410100071983179,0.208823043453979,0.564138482416803,-16966.2536893234
