pos	3pG>A
1	0.0183451216918521
2	0.029172149915184
3	0.017704360375219
4	0.0208594719245246
5	0.0199502892462002
6	0.0300890318370391
7	0.0324830696500819
8	0.0270198404581714
9	0.0279306967476105
10	0.0307834990354652
11	0.0240478859757817
12	0.0240750851467644
13	0.0264734750468451
14	0.0265000894343621
15	0.0258850659407386
16	0.0271387441732931
17	0.0262918112832212
18	0.0261173097301004
19	0.0268813084698064
20	0.0277490508547513
21	0.0273891285591027
22	0.0271490051419629
23	0.0282029775634305
24	0.0281848295996856
25	0.0287053803287433
