pos	5pC>T
1	0.0193403071058844
2	0.0308472654274637
3	0.0185976003096375
4	0.0206955799198654
5	0.019902955577842
6	0.0304981707364842
7	0.0326782133090246
8	0.027081607645283
9	0.0283182248680828
10	0.0309022472328849
11	0.0246771879483501
12	0.0244418907926506
13	0.0267003142426889
14	0.0274091290415744
15	0.025779376498801
16	0.0278207215935248
17	0.0266275472692719
18	0.026672957895029
19	0.0265251804089502
20	0.0276962569813023
21	0.0280230299858129
22	0.0273419708361654
23	0.0277023812855024
24	0.0286324816462972
25	0.029383351549554
