Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter
Tbi-ARos_001_Ex1b-7D-cssl-2-2	54.40469999999999	0.933848	1424037405.0	0.442519	97.88418091062785	50.46830390384135
Tbi-ARos_002_Ex1b-7E-cssl-1-2	60.075900000000004	0.934594	2110396589.0	0.424467	97.2634279533583	56.26055241914209
Tbi-ARos_003_Ex1b-7F-cssl-1-2	71.31490000000001	0.937556	1401757925.0	0.405	98.42721109154142	60.183320609692814
Tbi-ARos_004_Ex1b-7G-cssl-2-2	67.3458	0.938836	743127405.0	0.454872	96.34137739367931	54.314759482313505
Tbi-ARos_005_Ex1b-7H-cssl-1-2	72.9893	0.939716	3399529280.0	0.420538	98.4852692304861	61.69054859802968
Tbi-ARos_006_Ex1b-8A-cssl-2-2	80.3326	0.93827	1712169297.0	0.427707	97.62047202238632	64.41565251344257
Tbi-ARos_007_Ex1b-8B-cssl-2-2	81.2859	0.937627	1204942989.0	0.47007	97.51798063390383	51.270313148023995
Tbi-ARos_008_Ex1b-8C-cssl-1-2	68.0305	0.934337	1353147610.0	0.406371	98.17773656303206	58.239390655242026
Tbi-ARos_009_Ex1b-8D-cssl-2-2	62.2498	0.93309	754252788.0	0.468662	96.00944762472243	42.39249185436121
Tbi-ARos_010_Ex1b-8E-cssl-2-2	53.8629	0.933188	394466401.0	0.466713	97.22341917966521	46.0453784248965
Tbi-ARos_011_Ex1b-8F-cssl-2-2	75.2827	0.934555	2362247513.0	0.468576	97.14418431695597	45.097904612367316
Tbi-ARos_012_Ex1b-8G-cssl-2-2	84.1167	0.938658	1560872565.0	0.441358	97.80545295580608	59.09909082560382
Tbi-ARos_013_Ex1b-8H-cssl-1-2	85.8723	0.945533	4267544114.0	0.422246	98.76883839676432	76.46315131973668
Tbi-ARos_014_Ex1b-9A-cssl-2-2	86.51180000000001	0.943477	838154622.0	0.425822	96.30450408506242	72.1521979289826
Tbi-ARos_015_Ex1b-9B-cssl-2-2	86.3625	0.939451	412021302.0	0.407949	94.92259052016159	67.75080713288
Tbi-ARos_016_Ex1b-9C-cssl-1-2	89.8413	0.939456	1137750079.0	0.386495	98.82789458543877	62.59081933433263
Tbi-ARos_017_Ex1b-9D-cssl-1-2	89.3794	0.943242	713185958.0	0.434056	98.18503525893075	65.10395583287138
Tbi-ARos_018_Ex1b-9E9E-cssl-1and2-2	88.4838	0.942126	453949592.0	0.44833	95.77979628862785	60.785784294740985
Tbi-ARos_019_Ex1b-9F9F-cssl-1and2-2	90.24889999999999	0.938737	2984093967.0	0.433341	98.0572572769143	55.72558470076105
Tbi-ARos_020_Ex1b-9G-cssl-1-2	87.6774	0.944601	334384115.0	0.414678	98.16487272684321	74.27173348854636
Tbi-ARos_021_Ex1b-9H-cssl-2-2	88.61670000000001	0.943931	1387409368.0	0.431491	97.61454107714125	67.2622027637611
Tbi-ARos_022_Ex1b-10A-cssl-1-2	87.56009999999999	0.936796	506618100.0	0.39099	96.33199772591502	73.70631695462826
Tbi-ARos_023_Ex1b-10B10B-cssl-1and2-2	86.5529	0.939107	1139234125.0	0.423262	95.16936575949782	76.36461881905358
Tbi-ARos_024_Ex1b-10C-cssl-2-2	86.3771	0.938949	355694826.0	0.429283	91.80361394246255	73.85552523959737
Tbi-ARos_025_Ex1b-10D10D-cssl-1and2-2	88.75189999999999	0.939243	423038776.0	0.432436	96.6409318993365	64.62335770617251
Tbi-ARos_026_Ex1b-10E-cssl-1-2	88.1122	0.939111	495332368.0	0.4097	98.4494508849345	70.0950386233124
Tbi-ARos_028_Ex1b-10G10G-cssl-1and2-2	70.857	0.935321	879552440.0	0.46575	94.88199879352199	48.9903072558961
Tbi-ARos_029_Ex1b-10H10H-cssl-1and2-2	89.151	0.936592	747074973.0	0.432906	96.77256056040483	60.119154552733654
Tbi-ARos_030_Ex1b-11A11A-cssl-1and2-2	88.5273	0.94454	1475551718.0	0.430976	97.47575827260924	72.34415198269542
Tbi-ARos_032_Ex1b-11C11C-cssl-1and2-2	87.6341	0.945107	563487820.0	0.416172	97.27170140128845	74.04157267670917
Tbi-ARos_033_Ex1b-11D11D-cssl-1and2-2	88.2479	0.943515	226116514.0	0.401709	97.51197634513676	73.29158239589194
