Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Tbi-ARos_001_Ex1b-7D-cssl-2-2	11691868.0	219124.0	2782.0	7882.0	22938.0	0.0
Tbi-ARos_002_Ex1b-7E-cssl-1-2	17696964.0	399080.0	4006.0	28032.0	66798.0	0.0
Tbi-ARos_003_Ex1b-7F-cssl-1-2	11789320.0	162146.0	2690.0	7066.0	16482.0	0.0
Tbi-ARos_004_Ex1b-7G-cssl-2-2	6146208.0	201396.0	1348.0	4758.0	25904.0	0.0
Tbi-ARos_005_Ex1b-7H-cssl-1-2	28897398.0	370394.0	6478.0	17386.0	50192.0	0.0
Tbi-ARos_006_Ex1b-8A-cssl-2-2	14610858.0	287898.0	3434.0	11956.0	52856.0	0.0
Tbi-ARos_007_Ex1b-8B-cssl-2-2	9823858.0	214050.0	2322.0	5442.0	28222.0	0.0
Tbi-ARos_008_Ex1b-8C-cssl-1-2	11296458.0	182804.0	2652.0	6114.0	18102.0	0.0
Tbi-ARos_009_Ex1b-8D-cssl-2-2	5981114.0	231730.0	1418.0	2870.0	12582.0	0.0
Tbi-ARos_010_Ex1b-8E-cssl-2-2	3176818.0	76698.0	764.0	2426.0	10838.0	0.0
Tbi-ARos_011_Ex1b-8F-cssl-2-2	18976654.0	476382.0	4326.0	11742.0	65420.0	0.0
Tbi-ARos_012_Ex1b-8G-cssl-2-2	13099544.0	232198.0	2892.0	8494.0	50342.0	0.0
Tbi-ARos_013_Ex1b-8H-cssl-1-2	37665378.0	382680.0	8314.0	17298.0	61210.0	0.0
Tbi-ARos_014_Ex1b-9A-cssl-2-2	7545820.0	212412.0	1582.0	5942.0	69620.0	0.0
Tbi-ARos_015_Ex1b-9B-cssl-2-2	3631632.0	145056.0	776.0	3832.0	44592.0	0.0
Tbi-ARos_016_Ex1b-9C-cssl-1-2	9523218.0	93714.0	2190.0	5254.0	11788.0	0.0
Tbi-ARos_017_Ex1b-9D-cssl-1-2	6092892.0	94094.0	1390.0	4370.0	12774.0	0.0
Tbi-ARos_018_Ex1b-9E9E-cssl-1and2-2	3858060.0	126134.0	860.0	5260.0	37738.0	0.0
Tbi-ARos_019_Ex1b-9F9F-cssl-1and2-2	24687354.0	392146.0	5528.0	19024.0	72416.0	0.0
Tbi-ARos_020_Ex1b-9G-cssl-1-2	2991922.0	45424.0	614.0	2362.0	7532.0	0.0
Tbi-ARos_021_Ex1b-9H-cssl-2-2	11839082.0	219790.0	2608.0	9052.0	57868.0	0.0
Tbi-ARos_022_Ex1b-10A-cssl-1-2	4537686.0	154022.0	1028.0	4104.0	13626.0	0.0
Tbi-ARos_023_Ex1b-10B10B-cssl-1and2-2	10377300.0	365522.0	2188.0	11072.0	147952.0	0.0
Tbi-ARos_024_Ex1b-10C-cssl-2-2	3232128.0	207760.0	752.0	4974.0	75084.0	0.0
Tbi-ARos_025_Ex1b-10D10D-cssl-1and2-2	3633096.0	90666.0	882.0	7016.0	27716.0	0.0
Tbi-ARos_026_Ex1b-10E-cssl-1-2	4347004.0	52618.0	964.0	4266.0	10616.0	0.0
Tbi-ARos_028_Ex1b-10G10G-cssl-1and2-2	7188042.0	341936.0	1642.0	6834.0	37316.0	0.0
Tbi-ARos_029_Ex1b-10H10H-cssl-1and2-2	6270200.0	167072.0	1434.0	8148.0	32462.0	0.0
Tbi-ARos_030_Ex1b-11A11A-cssl-1and2-2	13021576.0	265278.0	2732.0	14678.0	54520.0	0.0
Tbi-ARos_032_Ex1b-11C11C-cssl-1and2-2	5039178.0	114628.0	1102.0	3640.0	21970.0	0.0
Tbi-ARos_033_Ex1b-11D11D-cssl-1and2-2	2003758.0	41580.0	446.0	1658.0	7442.0	0.0
