pos	3pG>A
1	0.00685319260913475
2	0.00809257730649565
3	0.00519556020205771
4	0.00613263104200279
5	0.00739384460846954
6	0.0100064547413447
7	0.0102971195282377
8	0.00922547765597324
9	0.00950564890749555
10	0.00985649704693257
11	0.00893499455558759
12	0.00896712614542559
13	0.00925090318181159
14	0.00929634671857244
15	0.00921540348186678
16	0.00921173984451381
17	0.00969189641054611
18	0.0095544572766667
19	0.00970453754994359
20	0.00931633392707637
21	0.0104760310791759
22	0.00935364366414322
23	0.0123700240664187
24	0.00973554971056096
25	0.00911697150628961
