pos	5pC>T
1	0.00432911930309147
2	0.00878470521256736
3	0.0056060570099447
4	0.00628838676959486
5	0.00741969417669425
6	0.0100123919237138
7	0.0119423029253308
8	0.00990158339729889
9	0.00986154739847314
10	0.0113195829425153
11	0.00868980374923633
12	0.00880586710435474
13	0.0098353778825877
14	0.00980158179547662
15	0.00962769107337294
16	0.00993857503995511
17	0.010103503408039
18	0.0100198691874099
19	0.00980270679740697
20	0.00963559331457738
21	0.0118441143712124
22	0.0103071683996885
23	0.0114625224365528
24	0.0103517864771884
25	0.00978814922693943
