"","Position","C.T","G.A"
"1",1,0.367957890473308,0.366689616464241
"2",2,0.394689474555305,0.389015870123041
"3",3,0.410189422402825,0.412244259717696
"4",4,0.430272705415032,0.423440949713739
"5",5,0.457235635578992,0.421118242443393
"6",6,0.479059959947701,0.418170406949788
"7",7,0.49122594607621,0.422116255812054
"8",8,0.495609935972425,0.432379744484809
"9",9,0.496968512306098,0.443607133044338
"10",10,0.496496340015817,0.454681514780022
"11",11,0.495157233514762,0.464795649407999
"12",12,0.493147179293157,0.474023755790681
"13",-12,0.49037488695404,0.476879627322196
"14",-11,0.482837332855561,0.477555583264172
"15",-10,0.474905486599517,0.477197087917329
"16",-9,0.464966155992066,0.477065134246149
"17",-8,0.452659724594182,0.47704112164105
"18",-7,0.437679329896998,0.476838532514967
"19",-6,0.424421231883497,0.472279671274821
"20",-5,0.418699676717753,0.458166905663804
"21",-4,0.417482782781303,0.435569495574574
"22",-3,0.407935383150205,0.414392810515891
"23",-2,0.388477686951265,0.395014663188695
"24",-1,0.366939132599986,0.367675666868212
