pos	5pC>T
1	0.0220451527224436
2	0.0350276032743194
3	0.0173187940987813
4	0.0189606741573034
5	0.0177785923753666
6	0.0336283185840708
7	0.0347971715668031
8	0.0266079295154185
9	0.0300964416361822
10	0.0317935290817281
11	0.0250742329264269
12	0.0230682368123891
13	0.0288080041400725
14	0.0298791018998273
15	0.0238015420717399
16	0.0289383561643836
17	0.0286417149885785
18	0.0291795399931342
19	0.0273618998451213
20	0.026032627559875
21	0.0306611853374443
22	0.0300979519145147
23	0.0279085993371708
24	0.0270799928736861
25	0.0285765315234863
