"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.016006342433093,0.013089633205547,0.0490280480492305,0.29418169510754,0.754794777951103,-193419.474642416
"Std.",3.02757025415963e-05,6.25585222041377e-05,0.000366723626676725,0.00442714881949018,0.00168216121285492,1.56403560755165
"Acceptance ratio",0.13222,0.1582,0.11792,0.251,0.26582,0.64256
"0%",0.0158881135752286,0.0128537289577581,0.0476688610225719,0.280217596105645,0.747923531128019,-193429.779955536
"2.5%",0.0159467673546768,0.0129663841570152,0.0483169590837781,0.285576590614036,0.751563241414449,-193423.404063325
"5%",0.0159569834702328,0.0129833829497179,0.0484377131396664,0.28687999161061,0.752047570402939,-193422.521291688
"7.5%",0.0159622630618181,0.0129966645914161,0.0485045429641198,0.287838146967129,0.752408463178007,-193421.959650515
"10%",0.0159669291343201,0.0130086344611475,0.0485648492235633,0.288536568928886,0.752644887448803,-193421.566300017
"12.5%",0.0159711062903455,0.0130164999872188,0.0486083052777992,0.289115199794311,0.752847267413652,-193421.253828544
"15%",0.015974147975222,0.013024207468975,0.0486508860331219,0.289605055949744,0.753014643358721,-193420.997102786
"17.5%",0.0159776394403783,0.013030721453434,0.0486815824207237,0.290029360500254,0.75317554444141,-193420.768470034
"20%",0.0159806770027352,0.0130363725071091,0.0487124280282585,0.290428985790677,0.753340683947165,-193420.570316299
"22.5%",0.0159831249328994,0.013043168050117,0.0487452695091978,0.290799506092317,0.753493697801499,-193420.396721551
"25%",0.0159854846610112,0.0130482059513047,0.0487669366411453,0.291179419872618,0.753620080488997,-193420.250850415
"27.5%",0.0159880528391661,0.0130528306534046,0.0487950298759676,0.291534373809477,0.753759051380529,-193420.112493077
"30%",0.0159905977200754,0.0130573887635281,0.0488236168377606,0.291833541638698,0.753876743114423,-193419.98826005
"32.5%",0.0159926082323793,0.0130620618120662,0.0488495648257218,0.292154413464348,0.753999463286308,-193419.86403135
"35%",0.0159950018859413,0.0130659530381569,0.0488774180735544,0.292436506336904,0.754117723951194,-193419.74849064
"37.5%",0.0159971289154951,0.0130699686623555,0.0489016525876549,0.292746824671559,0.754231481386237,-193419.640223724
"40%",0.0159989765723786,0.0130749070687596,0.0489271060375448,0.293025095139358,0.75435185287674,-193419.542459324
"42.5%",0.0160005953729391,0.0130785329502327,0.0489498570105822,0.293333554256725,0.754461902427472,-193419.442856277
"45%",0.0160028081298274,0.0130826859604239,0.0489792634281235,0.293606647723471,0.754577224853615,-193419.347150297
"47.5%",0.0160047068699792,0.0130868771783729,0.0490017044653209,0.293883341194531,0.754686827642634,-193419.252309094
"50%",0.0160066036290579,0.0130912795438154,0.0490253573488844,0.294153328085511,0.754774300203639,-193419.164718157
"52.5%",0.0160087899905202,0.0130946399839694,0.0490516172806766,0.294420325346708,0.754891723336334,-193419.079715383
"55%",0.0160109015471985,0.0130985706342394,0.0490728333444288,0.294677176141987,0.755005871563187,-193418.995468232
"57.5%",0.0160124396459671,0.0131030574149652,0.0490940961935703,0.295028885922514,0.755113222402381,-193418.91113133
"60%",0.0160145191080143,0.0131068646616944,0.0491220934692508,0.295324336723648,0.75523434554393,-193418.823162136
"62.5%",0.0160162313990898,0.0131105386870644,0.0491410616084543,0.295650157741924,0.755334946815972,-193418.741929583
"65%",0.0160181999908134,0.0131152366454073,0.0491631587925608,0.295903961596254,0.755442467322301,-193418.659543852
"67.5%",0.0160203414065802,0.013119654549308,0.0491894424339283,0.296204951218242,0.755556878457207,-193418.578792298
"70%",0.0160226833729248,0.0131232709799425,0.0492192728889629,0.296555734345859,0.7556717595958,-193418.498245107
"72.5%",0.0160248614022014,0.0131278415574105,0.0492473662857769,0.296868655184259,0.755799321676042,-193418.421750594
"75%",0.0160272594295629,0.0131318879433735,0.0492776398824881,0.297209692690095,0.755945556780509,-193418.340902097
"77.5%",0.0160297198044962,0.0131370060975582,0.0493108840742551,0.297604147817258,0.756087990859321,-193418.25228735
"80%",0.0160321958956443,0.0131425271765476,0.0493394412049135,0.297955955375095,0.756220164249273,-193418.16840464
"82.5%",0.0160343881289527,0.0131481587998761,0.0493753056052195,0.298341024495079,0.756381753671193,-193418.073321933
"85%",0.0160378289519942,0.0131542320113019,0.0494182321350744,0.298814405794661,0.756552588963411,-193417.98211651
"87.5%",0.0160419353106351,0.0131611713421376,0.0494597253398059,0.299319370281614,0.756764553053975,-193417.889304804
"90%",0.0160458191478699,0.013167700325785,0.0495082288725822,0.299840659836635,0.75700168937363,-193417.792106235
"92.5%",0.0160500231770787,0.0131766474086118,0.0495619054700178,0.300472760984614,0.757257131710257,-193417.686807628
"95%",0.0160559142032546,0.0131897878220994,0.049636623609634,0.301285380778047,0.757611390094899,-193417.55737419
"97.5%",0.0160636851542154,0.0132103201758411,0.0497397952026989,0.302703745142635,0.758070871490948,-193417.40128911
"100%",0.0161069608106216,0.0133265904195377,0.050407571568102,0.311882646897592,0.761701283131815,-193416.985337609
