pos	5pC>T
1	0.00444794882474319
2	0.00811933174224344
3	0.00518988930095084
4	0.0064111046136904
5	0.00718606164301034
6	0.00966037813041766
7	0.0111509833974247
8	0.00941609991764097
9	0.00981020277411641
10	0.0110619888810884
11	0.00826597650806291
12	0.00798515109916668
13	0.00954976115148805
14	0.00952571739281524
15	0.00994500476732631
16	0.00946646162086273
17	0.00991056121289736
18	0.00978574328538124
19	0.00965502278151443
20	0.0092096146232018
21	0.0108275488562652
22	0.00968781826292621
23	0.0107926806231293
24	0.0102697635662952
25	0.0100637370010064
