Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
Sde-ABul_001-Ex1-cssl.clmp.r1r2_fastp	34392220.0	0.0	0.0	307588.0	0.0
Sde-ABul_002-Ex1-cssl.clmp.r1r2_fastp	32489018.0	0.0	0.0	254246.0	0.0
Sde-ABul_003-Ex1-cssl.clmp.r1r2_fastp	36505066.0	0.0	0.0	351776.0	0.0
Sde-ABul_004-Ex1-cssl.clmp.r1r2_fastp	38265786.0	0.0	0.0	266614.0	0.0
Sde-ABul_006-Ex1-cssl.clmp.r1r2_fastp	21172852.0	0.0	0.0	186450.0	0.0
Sde-ABul_007-Ex1-cssl.clmp.r1r2_fastp	34560116.0	0.0	0.0	277052.0	0.0
Sde-ABul_008-Ex1-cssl.clmp.r1r2_fastp	11012460.0	0.0	0.0	86422.0	0.0
Sde-ABul_009-Ex1-cssl.clmp.r1r2_fastp	34306240.0	0.0	0.0	297426.0	0.0
Sde-ABul_011-Ex1-cssl.clmp.r1r2_fastp	2317344.0	0.0	0.0	23608.0	0.0
Sde-ABul_014-Ex1-cssl.clmp.r1r2_fastp	35303936.0	0.0	0.0	271892.0	0.0
Sde-ABul_016-Ex1-cssl.clmp.r1r2_fastp	33029834.0	0.0	0.0	242290.0	0.0
Sde-ABul_017-Ex1-cssl.clmp.r1r2_fastp	39525554.0	0.0	0.0	343444.0	0.0
Sde-ABul_018-Ex1-cssl.clmp.r1r2_fastp	22055502.0	0.0	0.0	167286.0	0.0
Sde-ABul_019-Ex1-cssl.clmp.r1r2_fastp	41898860.0	0.0	0.0	294384.0	0.0
Sde-ABul_020-Ex1-cssl.clmp.r1r2_fastp	17593864.0	0.0	0.0	151800.0	0.0
Sde-ABul_021-Ex1-cssl.clmp.r1r2_fastp	38001482.0	0.0	0.0	361342.0	0.0
Sde-ABul_022-Ex1-cssl.clmp.r1r2_fastp	17620984.0	0.0	0.0	158628.0	0.0
Sde-ABul_024-Ex1-cssl.clmp.r1r2_fastp	20335092.0	0.0	0.0	220290.0	0.0
Sde-ABul_027-Ex1-cssl.clmp.r1r2_fastp	31296654.0	0.0	0.0	241098.0	0.0
Sde-ABul_028-Ex1-cssl.clmp.r1r2_fastp	22965392.0	0.0	0.0	145676.0	0.0
Sde-ABul_029-Ex1-cssl.clmp.r1r2_fastp	29876408.0	0.0	0.0	275206.0	0.0
Sde-ABul_030-Ex1-cssl.clmp.r1r2_fastp	25941768.0	0.0	0.0	210506.0	0.0
Sde-ABul_031-Ex1-cssl.clmp.r1r2_fastp	15913216.0	0.0	0.0	117818.0	0.0
Sde-ABul_032-Ex1-cssl.clmp.r1r2_fastp	2842584.0	0.0	0.0	31940.0	0.0
Sde-ABul_034-Ex1-cssl.clmp.r1r2_fastp	16285744.0	0.0	0.0	141932.0	0.0
Sde-ABul_035-Ex1-cssl.clmp.r1r2_fastp	31402314.0	0.0	0.0	254622.0	0.0
Sde-ABul_039-Ex1-cssl.clmp.r1r2_fastp	35785416.0	0.0	0.0	307486.0	0.0
Sde-ABul_040-Ex1-cssl.clmp.r1r2_fastp	31901758.0	0.0	0.0	283874.0	0.0
Sde-ABul_041-Ex1-cssl.clmp.r1r2_fastp	29271894.0	0.0	0.0	207158.0	0.0
Sde-ABul_042-Ex1-cssl.clmp.r1r2_fastp	45149908.0	0.0	0.0	409990.0	0.0
Sde-ABul_043-Ex1-cssl.clmp.r1r2_fastp	31783412.0	0.0	0.0	232570.0	0.0
Sde-ABul_046-Ex1-cssl.clmp.r1r2_fastp	8387170.0	0.0	0.0	71556.0	0.0
Sde-ABul_047-Ex1-cssl.clmp.r1r2_fastp	28247378.0	0.0	0.0	241366.0	0.0
Sde-ABul_049-Ex1-cssl.clmp.r1r2_fastp	18857958.0	0.0	0.0	140476.0	0.0
Sde-ABul_050-Ex1-cssl.clmp.r1r2_fastp	25422028.0	0.0	0.0	191300.0	0.0
Sde-ABul_051-Ex1-cssl.clmp.r1r2_fastp	38407746.0	0.0	0.0	311442.0	0.0
Sde-ABul_052-Ex1-cssl.clmp.r1r2_fastp	31092544.0	0.0	0.0	229164.0	0.0
Sde-ABul_053-Ex1-cssl.clmp.r1r2_fastp	34494632.0	0.0	0.0	236246.0	0.0
Sde-ABul_054-Ex1-cssl.clmp.r1r2_fastp	39866658.0	0.0	0.0	283562.0	0.0
