Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Leq-ABas_001_Ex1-1A-cssl-1-2	3569290.0	70888.0	826.0	1906.0	6396.0	0.0
Leq-ABas_002_Ex1-1D-cssl-1-2	9646334.0	208508.0	2326.0	5372.0	12988.0	0.0
Leq-ABas_003_Ex1-1G-cssl-1-2	1443806.0	60966.0	302.0	1510.0	5340.0	0.0
Leq-ABas_004_Ex1-2C-cssl-1-2	2349948.0	84956.0	534.0	2176.0	6750.0	0.0
Leq-ABas_005_Ex1-2H-cssl-1-2	4143640.0	79654.0	1044.0	1978.0	5954.0	0.0
Leq-ABas_006_Ex1-3E3E-cssl-1and2-2	6736830.0	285362.0	1594.0	7414.0	16554.0	0.0
Leq-ABas_008_Ex1-4G-cssl-1-2	4056728.0	70628.0	1074.0	1668.0	5046.0	0.0
Leq-ABas_009_Ex1-5D5D-cssl-1and2-2	5516134.0	172658.0	1324.0	3902.0	13158.0	0.0
Leq-ABas_010_Ex1-5H-cssl-1-2	1540462.0	43876.0	330.0	1544.0	5240.0	0.0
Leq-ABas_011_Ex1-6E6E-cssl-1and2-2	5245714.0	117142.0	1284.0	4054.0	8846.0	0.0
Leq-ABas_012_Ex1-7A-cssl-2-2	4435008.0	211562.0	1082.0	5200.0	18156.0	0.0
Leq-ABas_013_Ex1-1B-cssl-2-2	1388290.0	73790.0	274.0	1138.0	13056.0	0.0
Leq-ABas_013_Ex1-1B1B-cssl-1and2-2	592948.0	53960.0	138.0	980.0	4392.0	0.0
Leq-ABas_014_Ex1-1E1E-cssl-1and2-2	10514928.0	236272.0	2368.0	8364.0	16730.0	0.0
Leq-ABas_015_Ex1-1H1H-cssl-1and2-2	956394.0	21206.0	258.0	850.0	4572.0	0.0
Leq-ABas_016_Ex1-2D-cssl-1-2	8640516.0	194394.0	2088.0	5606.0	13070.0	0.0
Leq-ABas_017_Ex1-3A3A-cssl-1and2-2	3883336.0	90020.0	930.0	2442.0	7630.0	0.0
Leq-ABas_018_Ex1-3F3F-cssl-1and2-2	2865478.0	120410.0	702.0	3598.0	13120.0	0.0
