pos	3pG>A
1	0.0178091538215186
2	0.0277725718034016
3	0.0178942392201774
4	0.0202622340559322
5	0.0197273571304564
6	0.0300404667457626
7	0.0328091632692681
8	0.0272328201950934
9	0.0288359460092926
10	0.030680331359857
11	0.0242353867883529
12	0.023940670219096
13	0.0266479563994075
14	0.0270628023095295
15	0.0259046587596567
16	0.0273174433738443
17	0.0262842551248948
18	0.0262588629025626
19	0.0268089396619462
20	0.0275275399975085
21	0.0280955543191486
22	0.0277920517626964
23	0.0281443123754696
24	0.0274331637916991
25	0.0277508710549524
