pos	5pC>T
1	0.00443231652616411
2	0.00907408011862518
3	0.0054544898437739
4	0.00655021834061135
5	0.00750432484839268
6	0.0103043181909306
7	0.0123152487788203
8	0.00974477958236659
9	0.0101396776183621
10	0.0114877433375693
11	0.00893136644882532
12	0.0089533829949649
13	0.00995546983577729
14	0.0100131699724628
15	0.00991208851506802
16	0.0100121299285243
17	0.0104264297121066
18	0.0104731419832674
19	0.0106683388623675
20	0.00974287627349016
21	0.0114817806606143
22	0.0102889318388912
23	0.0117968625885478
24	0.0106703378334733
25	0.0100924941656586
