pos	5pC>T
1	0.0184470410855635
2	0.0295757414697073
3	0.0177759079813596
4	0.0202685774414992
5	0.0197755580481737
6	0.0295689308232348
7	0.0328411936560935
8	0.0279751222989749
9	0.0285920334623428
10	0.0302248335208279
11	0.0241094812198104
12	0.0242198930717487
13	0.0265239439951506
14	0.0277040445152284
15	0.0272705030338618
16	0.0274430694412248
17	0.0266200311014174
18	0.026205712346135
19	0.0268081639182009
20	0.0278402991793345
21	0.0279293676434936
22	0.0283497102544722
23	0.0281991296254371
24	0.0285197810663699
25	0.0289554856659006
