pos	3pG>A
1	0.0179562731145723
2	0.028676785302736
3	0.0176181579129472
4	0.0199525248596192
5	0.0197269548985177
6	0.0301111985720463
7	0.0328495232946216
8	0.0276454747457901
9	0.0288273428209751
10	0.0296209036054668
11	0.0243120127735512
12	0.0244297345296031
13	0.026393452298975
14	0.0272553614683235
15	0.0269539397806189
16	0.0275350037935146
17	0.0269031744452184
18	0.026579448951691
19	0.026749855136172
20	0.0271334358109783
21	0.0279695004208546
22	0.0275810734690593
23	0.0280530124596355
24	0.0287247633514068
25	0.0286160929708863
