"","Position","C.T","G.A"
"1",1,0.187108245056899,0.23374162899082
"2",2,0.210848207485331,0.25737446942591
"3",3,0.225551397854474,0.276437852813253
"4",4,0.238187547154031,0.288656075678935
"5",5,0.253281293327734,0.292550330080215
"6",6,0.268240872707877,0.291869091757397
"7",7,0.281440430162106,0.289177387296292
"8",8,0.28877430146405,0.289502634491981
"9",9,0.292370005055839,0.291636224520063
"10",10,0.29206997758693,0.296242404789266
"11",11,0.290721321662858,0.300794022093617
"12",12,0.289852895218632,0.304061397651184
"13",-12,0.298084788975642,0.295980923951908
"14",-11,0.296226175759212,0.295368043136577
"15",-10,0.293683193783083,0.294643031499377
"16",-9,0.290328065445594,0.293667924324931
"17",-8,0.286921478646238,0.291339615819362
"18",-7,0.283926423011968,0.286731094248601
"19",-6,0.282102660687792,0.278403981625331
"20",-5,0.278358267653974,0.268500144925978
"21",-4,0.270945425889743,0.257548496371141
"22",-3,0.257830117959587,0.24583419831669
"23",-2,0.239931304920073,0.229674315706416
"24",-1,0.216861813228033,0.205320120693692
