pos	3pG>A
1	0.00693457885153541
2	0.00766390301679091
3	0.00551438032969832
4	0.00619790676643223
5	0.00748630573147512
6	0.00995455736573331
7	0.00994296750052808
8	0.00915262473381069
9	0.00911740848913564
10	0.00910689274964985
11	0.0090093872273254
12	0.00891899520180638
13	0.00909493141930092
14	0.00915241195121335
15	0.0090251013218778
16	0.0093094544400105
17	0.00929928822375325
18	0.00902797652612758
19	0.00932505822855024
20	0.00963852027160285
21	0.00984707114565365
22	0.00957027314854791
23	0.0121664961350954
24	0.00956656572045924
25	0.0088446266712067
