"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0211814394884507,0.009022789075753,9.12064674635514e-06,0.146375077877511,0.657380310090525,-20851.728452615
"Std.",5.8672723100225e-05,9.92003827232306e-05,9.06542610948756e-06,0.00590531328927397,0.00223354633766236,1.75751722303973
"Acceptance ratio",0.1337,0.13806,0.1928,0.25902,0.19744,0.63866
"0%",0.0209697639521707,0.00866114160640659,6.66598651602639e-09,0.124032893460896,0.648880409822133,-20863.9746862481
"2.5%",0.0210655034362557,0.00883559684941546,2.43663425226913e-07,0.135001730991112,0.652987004284639,-20856.0834454197
"5%",0.0210855778696407,0.00886501239667733,4.49345321206614e-07,0.136809155267981,0.653705655610562,-20855.0844045305
"7.5%",0.021097357993188,0.00888235343517556,7.11447929644514e-07,0.138027547346224,0.654187957298988,-20854.457688601
"10%",0.0211059913493063,0.00889780196167474,9.97223026562396e-07,0.138798571047772,0.654536696716467,-20854.0574545238
"12.5%",0.0211144017028217,0.008911297433698,1.20752606230008e-06,0.139525416211262,0.654811376415991,-20853.7530878464
"15%",0.021121701254159,0.00892254834712932,1.45540725435859e-06,0.140189633945035,0.655062561736548,-20853.463312743
"17.5%",0.0211272031449079,0.00893193154215185,1.73329080340065e-06,0.140767845604973,0.655321754805985,-20853.2223021994
"20%",0.021132724373365,0.00893884876778492,2.06230179431267e-06,0.141310735535623,0.655520797979035,-20853.0042431757
"22.5%",0.021137957651758,0.00894620747457729,2.43106212354218e-06,0.141900868667598,0.65570851534231,-20852.8038340354
"25%",0.0211426914911141,0.00895319468181823,2.72301360345841e-06,0.142379306410178,0.65590483080273,-20852.6366608296
"27.5%",0.021146709001929,0.00896036365387535,3.00906921741079e-06,0.14279852536973,0.656059283345438,-20852.4669055003
"30%",0.0211505274514893,0.00896728676700451,3.35500996132094e-06,0.143243596030087,0.656211314874694,-20852.3280156159
"32.5%",0.0211545026874006,0.00897414832820428,3.69830769635888e-06,0.143646208401927,0.656382564622185,-20852.1883616739
"35%",0.0211582521888264,0.00898223374419726,4.0524308345806e-06,0.144059136594734,0.656530276108681,-20852.0494973271
"37.5%",0.021161462160524,0.0089900287476683,4.34196994213718e-06,0.144434519814368,0.656692774990204,-20851.9294381592
"40%",0.0211654898189584,0.00899640971896445,4.72434992243703e-06,0.144872049823473,0.656844799788143,-20851.8089632576
"42.5%",0.0211700013076473,0.00900311282264628,5.0820260977114e-06,0.145253903057683,0.656990267967824,-20851.6968462329
"45%",0.0211740441051079,0.00900852637918776,5.46863881923149e-06,0.145655767307945,0.657119481422573,-20851.5862322771
"47.5%",0.0211774753258498,0.00901389088537223,5.9458891960256e-06,0.145995599454791,0.657249969356127,-20851.4894071651
"50%",0.0211810330114881,0.00901960345552053,6.34040829041296e-06,0.146375131456031,0.65738370151662,-20851.3922328283
"52.5%",0.0211849267268426,0.0090255507129653,6.83338962778883e-06,0.146714744174261,0.657510673383858,-20851.2893757517
"55%",0.021188413158293,0.00903210380693419,7.32991044263844e-06,0.147115718480054,0.657690872669824,-20851.1900603707
"57.5%",0.0211925035199653,0.00903859212484582,7.83710993609755e-06,0.147427585155194,0.657812086233206,-20851.0922811879
"60%",0.0211954600165902,0.00904556115704936,8.41757001128427e-06,0.147821480474825,0.657938033454386,-20851.0010891918
"62.5%",0.0211996840304399,0.00905265164248869,8.99784506595519e-06,0.148226933330095,0.658092191788084,-20850.911041489
"65%",0.0212041982246645,0.00905966485310862,9.66818690006229e-06,0.148610851000818,0.658224746868891,-20850.8190673524
"67.5%",0.0212079762939116,0.00906711179981809,1.03941901121576e-05,0.149049937010763,0.658372909234424,-20850.7270373473
"70%",0.0212131558796284,0.00907445014340225,1.10601365517206e-05,0.14949991323995,0.658522954469119,-20850.6378462328
"72.5%",0.0212168370553522,0.00908027103973827,1.19404548471604e-05,0.149952417053121,0.658691215031311,-20850.5447694675
"75%",0.0212205070956675,0.00908793518785818,1.27175832828211e-05,0.150375195493593,0.658895361047419,-20850.4503236881
"77.5%",0.0212246807118459,0.00909517572877338,1.3621820484845e-05,0.150850842422431,0.659075220228154,-20850.3578835736
"80%",0.021230233868658,0.00910660581442259,1.46039336865808e-05,0.151317831032469,0.659268087331612,-20850.2626731835
"82.5%",0.0212355408803958,0.009116450017929,1.58112541691192e-05,0.151889943556631,0.659466707037037,-20850.1621985883
"85%",0.0212414212339456,0.00912863689892314,1.71191468585524e-05,0.152489143592762,0.659670062601989,-20850.0599258165
"87.5%",0.0212477846986767,0.00913799230212797,1.86525824403841e-05,0.153163026341238,0.659924153215246,-20849.9444361947
"90%",0.021255003084014,0.00914921148642642,2.06718313283121e-05,0.153983584873095,0.66019415213386,-20849.8255348916
"92.5%",0.0212634144882688,0.00916807126880329,2.33736329816768e-05,0.154884473066245,0.660558944738639,-20849.6953901375
"95%",0.0212775723156001,0.00918898557225607,2.74080279093281e-05,0.156093623592201,0.661015267440035,-20849.5425469396
"97.5%",0.0213006589144452,0.00922280242941609,3.32996823178335e-05,0.157949226936288,0.661806848487962,-20849.3317924459
"100%",0.0213987022322922,0.00944055644786989,8.8234698685973e-05,0.169690465641632,0.665847487268946,-20848.800504868
