"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0201541844567719,0.00867420950457265,1.19830280455636e-05,0.151500137110534,0.658375971809466,-14800.9355752243
"Std.",6.94509596500441e-05,0.000111624744512922,1.19808306648676e-05,0.00713530885112126,0.00274990213973455,1.76928443947676
"Acceptance ratio",0.15106,0.15496,0.13206,0.16124,0.22844,0.59604
"0%",0.0198968995015433,0.00825696691369431,5.98678914787233e-09,0.124732747866224,0.647455551091015,-14812.5245205529
"2.5%",0.0200195153531058,0.00845976639042398,3.06501258815e-07,0.137363684660104,0.65299872081176,-14805.3522797349
"5%",0.0200419270565983,0.0084941052043311,5.78237296288291e-07,0.139925104103177,0.653942472606086,-14804.3020743589
"7.5%",0.0200558925963331,0.0085161765017661,8.81830311761759e-07,0.141373114983924,0.654455489333476,-14803.770838038
"10%",0.0200664548195026,0.00853418362356607,1.20488828181591e-06,0.142337981851814,0.654898642483497,-14803.3556908788
"12.5%",0.0200757811574298,0.00854757573905019,1.47996193418792e-06,0.143345914150556,0.655213870667423,-14802.9941897509
"15%",0.020083349599233,0.00855824037413501,1.85349367071289e-06,0.144076121176431,0.655521256764722,-14802.7185560619
"17.5%",0.0200901771898643,0.00856990293717101,2.17662031077026e-06,0.144808495419096,0.655787383698263,-14802.4520608939
"20%",0.0200961353844458,0.00857892884210523,2.51066418374589e-06,0.1454424793963,0.656038611928111,-14802.2196170277
"22.5%",0.0201017720727738,0.00858885078201805,2.82784918820809e-06,0.14607330158731,0.656304448421629,-14802.0201490845
"25%",0.0201071024511763,0.00859769363727365,3.27327000419363e-06,0.146616406540046,0.656506802162395,-14801.8494344204
"27.5%",0.0201120662337345,0.00860583033695695,3.71876463169689e-06,0.147151126618431,0.65673256531295,-14801.6757013281
"30%",0.0201168331509721,0.0086145965599456,4.25994016273151e-06,0.147717458595354,0.656937676956479,-14801.5215403544
"32.5%",0.0201223436219976,0.00862193454608358,4.66491811389969e-06,0.148162484753955,0.65715616105115,-14801.3877453295
"35%",0.0201272451140158,0.008629347732392,5.08875227423324e-06,0.148622678565224,0.657343992532979,-14801.2432317576
"37.5%",0.020131249585011,0.00863621478545483,5.62396375820438e-06,0.149040506168259,0.657537705938564,-14801.1171852876
"40%",0.0201357508594149,0.00864294866578161,6.1928890341653e-06,0.149586862049273,0.657706918954225,-14801.0009062452
"42.5%",0.0201399780966552,0.00864893549603816,6.54253926317044e-06,0.150073431196472,0.657875634274303,-14800.892365412
"45%",0.0201437783206743,0.00865570888655908,7.01052483352754e-06,0.15061563801476,0.658077376285203,-14800.7853664001
"47.5%",0.0201478793398865,0.00866191988981035,7.55254101076532e-06,0.151038087044031,0.658250917024096,-14800.6732213915
"50%",0.0201534299056526,0.00867038763653314,8.14160802138928e-06,0.151568639465754,0.658412925672344,-14800.5743469223
"52.5%",0.0201582046371776,0.00867736939124785,8.82596607633174e-06,0.152003799005014,0.658576083176966,-14800.4705350283
"55%",0.020162791666605,0.00868420599782903,9.52659200839756e-06,0.152434766992224,0.658750086850333,-14800.3762031563
"57.5%",0.0201667610416407,0.00869182697163273,1.01943456622105e-05,0.152852915400047,0.658913882506041,-14800.2838619552
"60%",0.020170761632771,0.00870066626904857,1.09789993591509e-05,0.153345851229741,0.659059990265872,-14800.1896595683
"62.5%",0.0201760564076048,0.00870901432170979,1.17024206864633e-05,0.153768278867411,0.659219483263262,-14800.1008786408
"65%",0.0201809664266346,0.00871582630316451,1.25642391230819e-05,0.154238965696023,0.659394426692114,-14800.0162529537
"67.5%",0.0201856549838856,0.00872544964573155,1.35176720872366e-05,0.154646434535818,0.659584385906654,-14799.9325453215
"70%",0.0201909521107823,0.00873194430167259,1.45597214492735e-05,0.155172334890535,0.659802109421946,-14799.8389120527
"72.5%",0.0201961880741987,0.00874005936415821,1.56436957372867e-05,0.155711995329288,0.659994440917913,-14799.7478517151
"75%",0.0202013957227986,0.00874854915114668,1.69298926542313e-05,0.156277523729175,0.66019511474366,-14799.6491849213
"77.5%",0.0202065846488615,0.0087590969059373,1.8131467902944e-05,0.156837993698347,0.660435226046938,-14799.5532530586
"80%",0.0202124848642666,0.00876868220706596,1.94407831094781e-05,0.157526172521678,0.660676819926584,-14799.4564897125
"82.5%",0.0202194324599903,0.00878027391604235,2.12097121309863e-05,0.158267607449989,0.660950359053634,-14799.3515758664
"85%",0.0202268450391608,0.00879078117821037,2.30949166432424e-05,0.159071339547418,0.661244317820424,-14799.2535064951
"87.5%",0.0202338480992788,0.0088055053515866,2.53861195408791e-05,0.15983466482239,0.661555854398492,-14799.147066729
"90%",0.020241857354152,0.00881963691004876,2.77582731294651e-05,0.160822589293379,0.66189241540343,-14799.0295446871
"92.5%",0.0202518440480591,0.00883794070185951,3.11833681843984e-05,0.161857720701049,0.662288451119112,-14798.895997898
"95%",0.020266917452025,0.00886083576973497,3.58299403313347e-05,0.16323569470178,0.662857837359855,-14798.7450706569
"97.5%",0.0202906553654573,0.00890041077352842,4.4387926896788e-05,0.165575180321693,0.663741418180581,-14798.5523744047
"100%",0.0204365324061082,0.0091394780167301,0.000118680795134682,0.180151738143399,0.669239084954657,-14797.9282095219
