Sample	Passed Filter	Low Quality	Too Many N	Too short
Leq-ABas_001_Ex1_L3_clmp.r1r2_fastp	11824862.0	0.0	0.0	44904.0
Leq-ABas_002_Ex1_L3_clmp.r1r2_fastp	8629110.0	0.0	0.0	39076.0
Leq-ABas_003_Ex1_L3_clmp.r1r2_fastp	16922362.0	0.0	0.0	64424.0
Leq-ABas_004_Ex1_L3_clmp.r1r2_fastp	16190994.0	0.0	0.0	53336.0
Leq-ABas_005_Ex1_L3_clmp.r1r2_fastp	12276278.0	0.0	0.0	37414.0
Leq-ABas_006_Ex1_L3_clmp.r1r2_fastp	24325598.0	0.0	0.0	197876.0
Leq-ABas_007_Ex1_L3_clmp.r1r2_fastp	544582.0	0.0	0.0	6466.0
Leq-ABas_008_Ex1_L3_clmp.r1r2_fastp	11724512.0	0.0	0.0	44848.0
Leq-ABas_009_Ex1_L3_clmp.r1r2_fastp	39499220.0	0.0	0.0	230044.0
Leq-ABas_010_Ex1_L3_clmp.r1r2_fastp	12243786.0	0.0	0.0	43178.0
Leq-ABas_011_Ex1_L3_clmp.r1r2_fastp	24868150.0	0.0	0.0	124646.0
Leq-ABas_012_Ex1_L3_clmp.r1r2_fastp	54850754.0	0.0	0.0	443406.0
Leq-ABas_013_Ex1-1_L3_clmp.r1r2_fastp	2378352.0	0.0	0.0	11856.0
Leq-ABas_013_Ex1-2_L3_clmp.r1r2_fastp	33230342.0	0.0	0.0	186564.0
Leq-ABas_014_Ex1_L3_clmp.r1r2_fastp	23104696.0	0.0	0.0	157502.0
Leq-ABas_015_Ex1_L3_clmp.r1r2_fastp	15013902.0	0.0	0.0	110266.0
Leq-ABas_016_Ex1_L3_clmp.r1r2_fastp	21484670.0	0.0	0.0	76162.0
Leq-ABas_017_Ex1_L3_clmp.r1r2_fastp	16115376.0	0.0	0.0	87186.0
Leq-ABas_018_Ex1_L3_clmp.r1r2_fastp	28057474.0	0.0	0.0	180828.0
Leq-ABas_019_Ex1_L3_clmp.r1r2_fastp	20051848.0	0.0	0.0	94176.0
Leq-ABas_020_Ex1_L3_clmp.r1r2_fastp	7826368.0	0.0	0.0	23472.0
Leq-ABas_021_Ex1_L3_clmp.r1r2_fastp	29114206.0	0.0	0.0	155160.0
Leq-ABas_022_Ex1_L3_clmp.r1r2_fastp	22417990.0	0.0	0.0	187068.0
