Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Hte-ATic_001-Ex1-cssl.clmp.r1	46.80269483703954	52.0	120.38113614072323	27.27272727272727	62193.0
Hte-ATic_001-Ex1-cssl.clmp.r2	45.46813950123004	53.0	120.62928303828406	27.27272727272727	62193.0
Hte-ATic_002-Ex1-cssl.clmp.r1	61.78072424155221	56.0	139.41757915287326	27.27272727272727	659736.0
Hte-ATic_002-Ex1-cssl.clmp.r2	55.46455841393742	56.0	139.5725002122061	27.27272727272727	659736.0
Hte-ATic_003-Ex1-cssl.clmp.r1	63.80594576426871	50.0	135.83176368407038	18.181818181818183	1205471.0
Hte-ATic_003-Ex1-cssl.clmp.r2	55.72999989440788	50.0	136.26762651279043	18.181818181818183	1205471.0
Hte-ATic_004-Ex1-cssl.clmp.r1	64.6606834011638	49.0	136.93412559287165	9.090909090909092	1511710.0
Hte-ATic_004-Ex1-cssl.clmp.r2	56.47687934585487	49.0	137.35307830205528	18.181818181818183	1511710.0
Hte-ATic_005-Ex1-cssl.clmp.r1	54.12256336957541	47.0	131.32042741249387	18.181818181818183	1220086.0
Hte-ATic_005-Ex1-cssl.clmp.r2	51.17206673558216	47.0	131.64669539688185	27.27272727272727	1220086.0
Hte-ATic_006-Ex1-cssl.clmp.r1	64.08438241444173	47.0	137.14991273456675	18.181818181818183	1681078.0
Hte-ATic_006-Ex1-cssl.clmp.r2	53.348758500945316	47.0	137.5391825959295	18.181818181818183	1681078.0
Hte-ATic_007-Ex1-cssl.clmp.r1	54.44267263498363	54.0	133.84571519404423	18.181818181818183	949938.0
Hte-ATic_007-Ex1-cssl.clmp.r2	50.77264106080763	54.0	134.06901924125575	18.181818181818183	949938.0
Hte-ATic_008-Ex1-cssl.clmp.r1	66.1277374996042	55.0	131.8511480237427	18.181818181818183	325995.0
Hte-ATic_008-Ex1-cssl.clmp.r2	56.92541659083285	55.0	132.0224389944631	27.27272727272727	325995.0
Hte-ATic_010-Ex1-cssl.clmp.r1	63.26696833975363	55.0	133.7632644620587	18.181818181818183	440048.0
Hte-ATic_010-Ex1-cssl.clmp.r2	53.10925568784414	55.0	133.84246718539796	18.181818181818183	440048.0
