"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0209439263328736,0.00915022221266027,5.97669912299598e-06,0.145262650929362,0.69785235959919,-32510.452613049
"Std.",4.87348913038435e-05,8.20935455087301e-05,6.05824441012569e-06,0.00479088944486681,0.00196258133806725,1.718268205302
"Acceptance ratio",0.10956,0.11556,0.13432,0.21244,0.17496,0.5578
"0%",0.0207589680953189,0.00888617731620306,2.59621093609867e-09,0.125071660638205,0.689809810919351,-32525.4148742942
"2.5%",0.0208496704672283,0.00899539173142006,1.24109619591247e-07,0.13583636899152,0.694141841362254,-32514.6411549567
"5%",0.0208629083083483,0.00902018830009422,3.08416353185671e-07,0.137291877551545,0.694716403241889,-32513.6983246246
"7.5%",0.0208719879683462,0.00903632616097481,4.47208827382811e-07,0.138265687948599,0.695045852373882,-32513.1534025772
"10%",0.0208803431877465,0.00904709962965618,5.88677543773156e-07,0.139089469709165,0.69535808454481,-32512.7406066258
"12.5%",0.0208868511704246,0.00905601746432456,7.75157494101292e-07,0.139746727817731,0.695622202014754,-32512.3966694963
"15%",0.0208931585772766,0.00906413846925266,9.45708221459886e-07,0.140359112890183,0.695883333023626,-32512.1472288198
"17.5%",0.0208988036725678,0.00907290805406828,1.12262107763688e-06,0.140835831580283,0.696044266625856,-32511.9182793984
"20%",0.02090352918036,0.00908097745956536,1.28571541179507e-06,0.141302356209561,0.696206293852652,-32511.7111396011
"22.5%",0.0209077255474796,0.00908670730402666,1.51567260155635e-06,0.141722934966467,0.696380557428238,-32511.5198602046
"25%",0.0209117224941653,0.00909319709580847,1.72234940757313e-06,0.142121923524131,0.696526014390641,-32511.3525544037
"27.5%",0.0209153016077948,0.00909948884639628,1.91805028609105e-06,0.142441738710912,0.696662571166574,-32511.194880515
"30%",0.0209189310921336,0.00910633058656775,2.16367571692886e-06,0.142771387754287,0.696780585959508,-32511.0504011318
"32.5%",0.0209221314847995,0.00911140031482718,2.35383188453288e-06,0.143101159296961,0.696933985761497,-32510.9152149919
"35%",0.0209264871463017,0.00911644437164167,2.58024744631304e-06,0.143429009797349,0.697052788678546,-32510.783819107
"37.5%",0.020929463125187,0.00912258139400779,2.80945683635374e-06,0.143766202331145,0.697174969737997,-32510.6611280263
"40%",0.0209327468684186,0.00912690953800339,3.05396335418511e-06,0.144099437396409,0.697288457260352,-32510.549122521
"42.5%",0.0209353126991926,0.00913202216263601,3.34003551946462e-06,0.144400750863725,0.697402876729215,-32510.4342341495
"45%",0.0209377595823644,0.00913702974551583,3.60100968958287e-06,0.14469698747229,0.697530029207291,-32510.334615753
"47.5%",0.0209417341359372,0.00914194518597151,3.8652954717552e-06,0.144968526802273,0.697638538971946,-32510.2326989816
"50%",0.0209445880908521,0.00914730062465408,4.09061325840803e-06,0.145220768741206,0.697753469968496,-32510.1376261619
"52.5%",0.0209480531692835,0.00915271407584507,4.37525442616685e-06,0.145485437867162,0.69787632524304,-32510.0379364121
"55%",0.020951057113639,0.00915739706771093,4.64616799216455e-06,0.145796555103636,0.698017933026268,-32509.9445676873
"57.5%",0.0209539772258239,0.00916207926443554,4.95645229334651e-06,0.146154924240484,0.69815469111004,-32509.8581686422
"60%",0.0209568629953997,0.00916795374040611,5.35015820614861e-06,0.146473059395217,0.698294126925031,-32509.7599436908
"62.5%",0.0209596461316081,0.00917231116379576,5.71475070800702e-06,0.146741866924875,0.698422538094031,-32509.6590170754
"65%",0.0209633894541126,0.00917896166992999,6.12773116631103e-06,0.147073560107582,0.698558689206949,-32509.5692527076
"67.5%",0.0209669346879945,0.00918421159627161,6.53744568168587e-06,0.147378362620751,0.698716753042717,-32509.4762170276
"70%",0.0209708949937479,0.00919086638784652,7.13582945761208e-06,0.147733962998449,0.698858541609602,-32509.3816173371
"72.5%",0.0209742277757167,0.00919848782411205,7.70994429271702e-06,0.148052138933947,0.6990195571835,-32509.2904104696
"75%",0.0209770103563845,0.00920461516683995,8.23826281682339e-06,0.14844159417761,0.699158374934803,-32509.1928665308
"77.5%",0.0209803105872103,0.00921171295139663,8.91547338715618e-06,0.148787038259223,0.699326686699673,-32509.093472242
"80%",0.0209851741693003,0.00921917182196879,9.57731266790864e-06,0.149222508487614,0.699524812359598,-32508.9910085153
"82.5%",0.0209898434829941,0.00922884912323485,1.03222358803252e-05,0.149718128278598,0.699717016405898,-32508.8945274858
"85%",0.0209945717733081,0.00923782669292278,1.12310996457872e-05,0.150213011180646,0.699924896199618,-32508.8015144829
"87.5%",0.0210005361954555,0.00924789574750704,1.24062937519293e-05,0.150743927087668,0.700165604851201,-32508.6958852225
"90%",0.0210065103482961,0.00925977521719371,1.39606702797768e-05,0.151367981336359,0.700405579576731,-32508.5761487436
"92.5%",0.0210128115031864,0.00927372985016092,1.56629629766731e-05,0.152165535307326,0.700711476804492,-32508.4508705267
"95%",0.0210215391763059,0.00929037160374462,1.8162191508128e-05,0.153141437693186,0.701129072501121,-32508.3007944051
"97.5%",0.0210348609113483,0.00931559468304195,2.2639857330295e-05,0.154866398383431,0.701785600240536,-32508.1025678933
"100%",0.0211328592878652,0.00947505616103488,5.88067550692786e-05,0.164871891106943,0.706661903817894,-32507.5685619302
