all	0	5398	968461	0.0055738
all	1	1755	968461	0.0018122
all	2	3436	968461	0.0035479
all	3	2654	968461	0.0027404
all	4	3412	968461	0.0035231
all	5	3275	968461	0.0033817
all	6	3588	968461	0.0037048
all	7	4071	968461	0.0042036
all	8	4062	968461	0.0041943
all	9	4305	968461	0.0044452
all	10	4989	968461	0.0051515
all	11	5216	968461	0.0053859
all	12	5755	968461	0.0059424
all	13	5613	968461	0.0057958
all	14	6150	968461	0.0063503
all	15	6233	968461	0.0064360
all	16	6583	968461	0.0067974
all	17	7645	968461	0.0078940
all	18	7483	968461	0.0077267
all	19	6579	968461	0.0067933
all	20	8079	968461	0.0083421
all	21	8100	968461	0.0083638
all	22	7899	968461	0.0081562
all	23	8065	968461	0.0083276
all	24	7824	968461	0.0080788
all	25	7963	968461	0.0082223
all	26	7674	968461	0.0079239
all	27	8194	968461	0.0084608
all	28	8564	968461	0.0088429
all	29	8747	968461	0.0090319
all	30	8984	968461	0.0092766
all	31	9914	968461	0.0102369
all	32	9151	968461	0.0094490
all	33	9933	968461	0.0102565
all	34	9577	968461	0.0098889
all	35	9129	968461	0.0094263
all	36	9793	968461	0.0101119
all	37	10317	968461	0.0106530
all	38	10608	968461	0.0109535
all	39	10173	968461	0.0105043
all	40	10128	968461	0.0104578
all	41	9555	968461	0.0098662
all	42	9983	968461	0.0103081
all	43	9829	968461	0.0101491
all	44	10105	968461	0.0104341
all	45	9746	968461	0.0100634
all	46	10006	968461	0.0103319
all	47	9691	968461	0.0100066
all	48	9782	968461	0.0101006
all	49	9630	968461	0.0099436
all	50	8865	968461	0.0091537
all	51	8821	968461	0.0091083
all	52	8809	968461	0.0090959
all	53	9137	968461	0.0094346
all	54	8886	968461	0.0091754
all	55	8486	968461	0.0087624
all	56	8425	968461	0.0086994
all	57	8198	968461	0.0084650
all	58	8392	968461	0.0086653
all	59	7985	968461	0.0082450
all	60	8238	968461	0.0085063
all	61	8147	968461	0.0084123
all	62	8303	968461	0.0085734
all	63	7599	968461	0.0078465
all	64	7434	968461	0.0076761
all	65	7598	968461	0.0078454
all	66	7013	968461	0.0072414
all	67	7270	968461	0.0075068
all	68	7207	968461	0.0074417
all	69	7042	968461	0.0072713
all	70	7140	968461	0.0073725
all	71	6805	968461	0.0070266
all	72	7218	968461	0.0074531
all	73	7194	968461	0.0074283
all	74	6879	968461	0.0071030
all	75	6715	968461	0.0069337
all	76	6466	968461	0.0066766
all	77	6606	968461	0.0068211
all	78	6255	968461	0.0064587
all	79	6070	968461	0.0062677
all	80	6413	968461	0.0066218
all	81	6208	968461	0.0064102
all	82	6121	968461	0.0063203
all	83	5901	968461	0.0060932
all	84	5582	968461	0.0057638
all	85	5391	968461	0.0055666
all	86	5430	968461	0.0056068
all	87	5302	968461	0.0054747
all	88	5817	968461	0.0060064
all	89	5396	968461	0.0055717
all	90	5380	968461	0.0055552
all	91	5255	968461	0.0054261
all	92	4874	968461	0.0050327
all	93	5015	968461	0.0051783
all	94	4671	968461	0.0048231
all	95	4506	968461	0.0046527
all	96	4492	968461	0.0046383
all	97	4690	968461	0.0048427
all	98	4156	968461	0.0042913
all	99	4364	968461	0.0045061
all	100	4221	968461	0.0043585
all	101	4045	968461	0.0041767
all	102	4011	968461	0.0041416
all	103	4022	968461	0.0041530
all	104	4185	968461	0.0043213
all	105	4078	968461	0.0042108
all	106	3997	968461	0.0041272
all	107	3841	968461	0.0039661
all	108	3795	968461	0.0039186
all	109	3966	968461	0.0040952
all	110	3840	968461	0.0039651
all	111	3610	968461	0.0037276
all	112	3652	968461	0.0037709
all	113	3299	968461	0.0034064
all	114	3468	968461	0.0035809
all	115	3352	968461	0.0034612
all	116	3280	968461	0.0033868
all	117	3554	968461	0.0036697
all	118	3235	968461	0.0033404
all	119	3320	968461	0.0034281
all	120	3355	968461	0.0034643
all	121	3276	968461	0.0033827
all	122	2939	968461	0.0030347
all	123	3072	968461	0.0031720
all	124	2862	968461	0.0029552
all	125	2728	968461	0.0028168
all	126	2500	968461	0.0025814
all	127	2501	968461	0.0025824
all	128	2581	968461	0.0026651
