"","Position","C.T","G.A"
"1",1,0.37791117504595,0.364853870957029
"2",2,0.402392759846227,0.388939269021932
"3",3,0.416539697564729,0.413389697007982
"4",4,0.434312320523834,0.426755786335865
"5",5,0.458817300653964,0.427105380229195
"6",6,0.478235594888428,0.427290748886897
"7",7,0.489120172845578,0.433081942189776
"8",8,0.493598620433028,0.443263638649884
"9",9,0.497147274433238,0.451931534030695
"10",10,0.499466688672142,0.459891821052575
"11",11,0.499617841859089,0.468510176838503
"12",12,0.497522883455499,0.478004694524118
"13",-12,0.497070033882758,0.478476470078929
"14",-11,0.48538229084987,0.483195175480628
"15",-10,0.475486815191131,0.484486594849324
"16",-9,0.467316332968488,0.482479601062868
"17",-8,0.458851733943371,0.478842196746163
"18",-7,0.447038467888291,0.475886497208957
"19",-6,0.434441100811806,0.470791092818673
"20",-5,0.427895519518123,0.457143224859512
"21",-4,0.425852779606438,0.4349152826901
"22",-3,0.41465515414647,0.41522027629091
"23",-2,0.392434002982711,0.398685696353391
"24",-1,0.367736917736933,0.374787713518912
