Sequence_Name	Extraction_ID
LEC01061	Leq-CMig_061-Ex1
LEC01034	Leq-CMig_034-Ex1
LEC01015	Leq-CMig_015-Ex1
LEC01020	Leq-CMig_020-Ex1
LEC01032	Leq-CMig_032-Ex1
LEC01016	Leq-CMig_016-Ex1
LEC01007	Leq-CMig_007-Ex1
LEC01042	Leq-CMig_042-Ex1
LEC01059	Leq-CMig_059-Ex1
LEC01092	Leq-CMig_092-Ex1
LEC01064	Leq-CMig_064-Ex1
LEC01058	Leq-CMig_058-Ex1
LEC01077	Leq-CMig_077-Ex1
LEC01054	Leq-CMig_054-Ex1
LEC01004	Leq-CMig_004-Ex1
LEC01086	Leq-CMig_086-Ex1
LEC01009	Leq-CMig_009-Ex1
LEC01051	Leq-CMig_051-Ex1
LEC01049	Leq-CMig_049-Ex1
LEC01022	Leq-CMig_022-Ex1
LEC01079	Leq-CMig_079-Ex1
LEC01008	Leq-CMig_008-Ex1
LEC01063	Leq-CMig_063-Ex1
LEC01074	Leq-CMig_074-Ex1
LEC01046	Leq-CMig_046-Ex1
LEC01038	Leq-CMig_038-Ex1
LEC01073	Leq-CMig_073-Ex1
LEC01081	Leq-CMig_081-Ex1
LEC01089	Leq-CMig_089-Ex1
LEC01012	Leq-CMig_012-Ex1
LEC01005	Leq-CMig_005-Ex1
LEC01075	Leq-CMig_075-Ex1
LEC01070	Leq-CMig_070-Ex1
LEC01085	Leq-CMig_085-Ex1
LEC01028	Leq-CMig_028-Ex1
LEC01040	Leq-CMig_040-Ex1
LEC01014	Leq-CMig_014-Ex1
LEC01006	Leq-CMig_006-Ex1
LEC01066	Leq-CMig_066-Ex1
LEC01076	Leq-CMig_076-Ex1
LEC01047	Leq-CMig_047-Ex1
LEC01069	Leq-CMig_069-Ex1
LEC01050	Leq-CMig_050-Ex1
LEC01087	Leq-CMig_087-Ex1
LEC01036	Leq-CMig_036-Ex1
LEC01093	Leq-CMig_093-Ex1
LEC01091	Leq-CMig_091-Ex1
LEC01041	Leq-CMig_041-Ex1
LEC01017	Leq-CMig_017-Ex1
LEC01045	Leq-CMig_045-Ex1
LEC01021	Leq-CMig_021-Ex1
LEC01033	Leq-CMig_033-Ex1
LEC01029	Leq-CMig_029-Ex1
LEC01095	Leq-CMig_095-Ex1
LEC01025	Leq-CMig_025-Ex1
LEC01055	Leq-CMig_055-Ex1
LEC01030	Leq-CMig_030-Ex1
LEC01037	Leq-CMig_037-Ex1
LEC01065	Leq-CMig_065-Ex1
LEC01062	Leq-CMig_062-Ex1
LEC01096	Leq-CMig_096-Ex1
LEC01026	Leq-CMig_026-Ex1
LEC01068	Leq-CMig_068-Ex1
LEC01084	Leq-CMig_084-Ex1
LeA01001	Leq-ABas_001_Ex1
LeA01131	Leq-ABas_013_Ex1-1
LeA01025	Leq-ABas_025_Ex1
LeA01002	Leq-ABas_002_Ex1
LeA01014	Leq-ABas_014_Ex1
LeA01026	Leq-ABas_026_Ex1
LeA01003	Leq-ABas_003_Ex1
LeA01015	Leq-ABas_015_Ex1
LeA01027	Leq-ABas_027_Ex1
LeA01039	Leq-ABas_039_Ex1
LeA01004	Leq-ABas_004_Ex1
LeA01016	Leq-ABas_016_Ex1
LeA01028	Leq-ABas_028_Ex1
LeA01040	Leq-ABas_040_Ex1
LeA01052	Leq-ABas_052_Ex1
LeA01005	Leq-ABas_005_Ex1
LeA01017	Leq-ABas_017_Ex1
LeA01029	Leq-ABas_029_Ex1
LeA01041	Leq-ABas_041_Ex1
LeA01053	Leq-ABas_053_Ex1
LeA01006	Leq-ABas_006_Ex1
LeA01018	Leq-ABas_018_Ex1
LeA01030	Leq-ABas_030_Ex1
LeA01042	Leq-ABas_042_Ex1
LeA01054	Leq-ABas_054_Ex1
LeA01007	Leq-ABas_007_Ex1
LeA01019	Leq-ABas_019_Ex1
LeA01031	Leq-ABas_031_Ex1
LeA01043	Leq-ABas_043_Ex1
LeA01055	Leq-ABas_055_Ex1
LeA01008	Leq-ABas_008_Ex1
LeA01020	Leq-ABas_020_Ex1
LeA01032	Leq-ABas_032_Ex1
LeA01044	Leq-ABas_044_Ex1
LeA01056	Leq-ABas_056_Ex1
LeA01009	Leq-ABas_009_Ex1
LeA01021	Leq-ABas_021_Ex1
LeA01033	Leq-ABas_033_Ex1
LeA01045	Leq-ABas_045_Ex1
LeA01010	Leq-ABas_010_Ex1
LeA01022	Leq-ABas_022_Ex1
LeA01034	Leq-ABas_034_Ex1
LeA01046	Leq-ABas_046_Ex1
LeA01058	Leq-ABas_058_Ex1
LeA01011	Leq-ABas_011_Ex1
LeA01023	Leq-ABas_023_Ex1
LeA01035	Leq-ABas_035_Ex1
LeA01047	Leq-ABas_047_Ex1
LeA01012	Leq-ABas_012_Ex1
LeA01036	Leq-ABas_036_Ex1
LeA01048	Leq-ABas_048_Ex1
LeA01132	Leq-ABas_013_Ex1-2
