"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0204227961856988,0.00881320180599659,8.75169000055107e-06,0.148104794795276,0.670673327720744,-20957.3943067387
"Std.",6.00715391447505e-05,9.69053268458149e-05,8.59723003420229e-06,0.00598573893639055,0.00237125484035186,1.72745647241476
"Acceptance ratio",0.13308,0.13564,0.18482,0.2641,0.20902,0.64124
"0%",0.0201919312211581,0.00845268353715689,1.97545996006458e-09,0.126903319790021,0.661050766501568,-20968.719318524
"2.5%",0.0203051234830295,0.00862357429452656,2.27182287861025e-07,0.136584376764861,0.66597026100761,-20961.5389464579
"5%",0.020325694800121,0.00865411793250573,4.45546353355095e-07,0.13850033798727,0.666748320185654,-20960.6288181476
"7.5%",0.0203370925268376,0.00867466003961395,6.96819596424496e-07,0.139655610239578,0.667265654883022,-20960.1182312662
"10%",0.0203453970713593,0.00868807308597674,9.74543561093415e-07,0.140501968414506,0.667666437634912,-20959.6980562045
"12.5%",0.0203528211405009,0.00870285777441272,1.18437051450981e-06,0.141214158586378,0.667979494277649,-20959.3944451118
"15%",0.020359411565726,0.00871351016985505,1.43009534561847e-06,0.14187923778894,0.668245292514035,-20959.1142366851
"17.5%",0.0203657396086198,0.0087232251670335,1.65347736503156e-06,0.142507166435258,0.66848221614441,-20958.8912815196
"20%",0.020370975397815,0.00873043658025871,1.92143736688953e-06,0.143023984043647,0.668694188456578,-20958.6848440948
"22.5%",0.0203763830803526,0.00873863641911399,2.23407512293923e-06,0.143502328655463,0.668886563580155,-20958.5033313809
"25%",0.0203820747034418,0.00874698247513164,2.54085414948348e-06,0.144016697725369,0.669079455490352,-20958.339208326
"27.5%",0.0203869197577134,0.00875355596354916,2.80996178602755e-06,0.144479435644886,0.66928075844621,-20958.1831219705
"30%",0.0203916904051875,0.0087617759659921,3.06455933900603e-06,0.144878552455876,0.669437687888463,-20958.0399517239
"32.5%",0.0203966824759827,0.00876833389073478,3.38009174010105e-06,0.145286461787474,0.669588231952269,-20957.9029013228
"35%",0.020400757655259,0.00877517974895893,3.70069930467526e-06,0.145713136411136,0.669754446912197,-20957.7690714722
"37.5%",0.0204046919492221,0.00878239186275314,4.13507924722545e-06,0.146101099513351,0.669913425158336,-20957.6442972169
"40%",0.0204086208894562,0.00878776373730479,4.54558539868688e-06,0.146459304947369,0.670061556218741,-20957.5231168391
"42.5%",0.0204117413395855,0.00879384871115152,4.91471565001795e-06,0.146881365264122,0.670207856456914,-20957.40929048
"45%",0.0204152832132082,0.00879919225702577,5.34325454312014e-06,0.14725171658505,0.670368803456889,-20957.3033687027
"47.5%",0.0204188724374531,0.00880622895214153,5.77801588410794e-06,0.147673896102935,0.670518411196843,-20957.1970137873
"50%",0.0204225392102297,0.00881192029390223,6.20260010145381e-06,0.148051941860654,0.670671696961918,-20957.0899633936
"52.5%",0.0204261881835049,0.00881780332716671,6.55433671569136e-06,0.148458767270767,0.670835978739083,-20956.9906205018
"55%",0.0204309306014139,0.00882451053852328,7.01414354225057e-06,0.148790974675326,0.671000602291043,-20956.8923527805
"57.5%",0.0204347466476256,0.00883092710962826,7.51352375452722e-06,0.149139798468835,0.671153728488641,-20956.7952023831
"60%",0.0204379180525083,0.0088373123952556,8.02792581552329e-06,0.149514752488974,0.671306950288373,-20956.6947394618
"62.5%",0.0204414892901506,0.00884333834515888,8.62256995078017e-06,0.149940147652848,0.671442824031458,-20956.5938880961
"65%",0.0204453609948364,0.00884917415490036,9.23227528435804e-06,0.150390008477432,0.671591737871978,-20956.5000335541
"67.5%",0.0204498946434137,0.00885651758011508,9.92977140642482e-06,0.150782337809517,0.671756605172896,-20956.4006655876
"70%",0.0204537635239162,0.00886379060497595,1.05968174096785e-05,0.151173720645854,0.671912106661539,-20956.3006120072
"72.5%",0.0204581870814447,0.00887134909478947,1.13178988313074e-05,0.151630773731779,0.672096942429573,-20956.2053012798
"75%",0.0204626795022583,0.00888020481670322,1.22131643502488e-05,0.152073180201732,0.672294343746242,-20956.1093448972
"77.5%",0.0204678665900332,0.00888628078663703,1.31623581291561e-05,0.152609780270456,0.672481619733918,-20956.0110118188
"80%",0.0204733505126796,0.00889498273061733,1.41623060933346e-05,0.153130576574912,0.672671331154688,-20955.9199805787
"82.5%",0.0204784454242656,0.0089047086466357,1.53218361665814e-05,0.15360625100948,0.672875990368774,-20955.8221886609
"85%",0.0204837289797102,0.00891405706473418,1.67001506078177e-05,0.154274621403083,0.673119761477832,-20955.7223538843
"87.5%",0.0204912810278836,0.008924482249763,1.84536851286113e-05,0.1549558171241,0.673401420203431,-20955.6083509471
"90%",0.0204982118538213,0.00893726965307818,2.04478488740036e-05,0.155811025814575,0.673749472800987,-20955.4742079308
"92.5%",0.0205078436155027,0.00895287518929431,2.27926537046056e-05,0.156780433585148,0.674096078173853,-20955.3327528819
"95%",0.0205210389627216,0.00897392212585341,2.60565811951614e-05,0.158182926927639,0.67455255783963,-20955.1728606808
"97.5%",0.0205429329269561,0.00900386631451054,3.16626995834081e-05,0.160137219221609,0.675325106238245,-20954.9748034758
"100%",0.020660618463224,0.00916310738062533,8.26099162754709e-05,0.175023993833986,0.68001905989048,-20954.3969972386
