pos	3pG>A
1	0.00684951325878924
2	0.00757627809612804
3	0.00524467535389255
4	0.0065019180866617
5	0.00760211904477722
6	0.00982254552193856
7	0.00946387394312068
8	0.00871517232272547
9	0.00912263669308605
10	0.00952216589364686
11	0.00911821934202278
12	0.00851685815307481
13	0.00884147104720736
14	0.00857797193108282
15	0.00936006798576147
16	0.00941437298428394
17	0.00930791730702494
18	0.00921723400756455
19	0.00963707699852869
20	0.00925203205518526
21	0.0101791380898761
22	0.0090965783893901
23	0.0125076797901134
24	0.00942390982865987
25	0.00900223523498572
