Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Ssp-AAtu_005-Ex1-cssl.clmp.fp2_r1_screen	309970	34751.0	11.209999999999999	16.0	0.01	0.0	0.0	2.0	0.0	4500.0	1.45	23905.0	7.710000000000001	45657.0	14.739999999999998	19105.0	6.15	34043.0	10.98	19028.0	6.14	26672.0	8.6	26458.0	8.540000000000001	257182	82.97
Ssp-AAtu_005-Ex1-cssl.clmp.fp2_r2_screen	309970	34913.0	11.26	13.0	0.0	0.0	0.0	0.0	0.0	4717.0	1.53	24086.0	7.77	45623.0	14.719999999999999	19127.0	6.17	34037.0	10.98	19044.0	6.15	26457.0	8.540000000000001	26522.0	8.559999999999999	257089	82.94
Ssp-AAtu_006-Ex1-cssl.clmp.fp2_r1_screen	184542	15787.0	8.55	14.0	0.01	0.0	0.0	3.0	0.0	2678.0	1.45	27787.0	15.049999999999999	25042.0	13.559999999999999	8274.0	4.48	15182.0	8.23	8489.0	4.59	11811.0	6.3999999999999995	11516.0	6.25	142872	77.42
Ssp-AAtu_006-Ex1-cssl.clmp.fp2_r2_screen	184542	15760.0	8.54	12.0	0.0	0.0	0.0	0.0	0.0	2801.0	1.52	27765.0	15.04	25156.0	13.629999999999999	8296.0	4.5	15055.0	8.16	8512.0	4.609999999999999	11670.0	6.32	11549.0	6.25	142872	77.42
Ssp-AAtu_007-Ex1-cssl.clmp.fp2_r1_screen	214836	44014.0	20.49	114.0	0.060000000000000005	0.0	0.0	2.0	0.0	2408.0	1.12	67263.0	31.310000000000002	29761.0	13.85	8117.0	3.7800000000000002	14347.0	6.68	6722.0	3.14	9151.0	4.27	8582.0	3.99	104088	48.45
Ssp-AAtu_007-Ex1-cssl.clmp.fp2_r2_screen	214836	43872.0	20.42	90.0	0.04	0.0	0.0	0.0	0.0	2382.0	1.11	66982.0	31.18	29730.0	13.84	8207.0	3.82	14270.0	6.640000000000001	6777.0	3.15	9128.0	4.25	8693.0	4.04	104517	48.65
Ssp-AAtu_008-Ex1-cssl.clmp.fp2_r1_screen	331650	47996.0	14.469999999999999	0.0	0.0	0.0	0.0	6.0	0.0	10312.0	3.11	25007.0	7.54	57911.0	17.47	27323.0	8.23	46666.0	14.07	27835.0	8.4	38107.0	11.49	37670.0	11.350000000000001	269963	81.4
Ssp-AAtu_008-Ex1-cssl.clmp.fp2_r2_screen	331650	47905.0	14.450000000000001	0.0	0.0	0.0	0.0	1.0	0.0	10315.0	3.11	24806.0	7.48	58004.0	17.49	27209.0	8.2	46634.0	14.07	27479.0	8.28	37799.0	11.4	37376.0	11.27	269896	81.38
Ssp-AAtu_009-Ex1-cssl.clmp.fp2_r1_screen	458029	70564.0	15.41	1.0	0.0	0.0	0.0	9.0	0.0	15173.0	3.31	37209.0	8.13	87139.0	19.03	39222.0	8.56	69082.0	15.08	39819.0	8.7	55760.0	12.17	55410.0	12.100000000000001	364499	79.58
Ssp-AAtu_009-Ex1-cssl.clmp.fp2_r2_screen	458029	70335.0	15.36	1.0	0.0	0.0	0.0	0.0	0.0	15536.0	3.39	37431.0	8.17	87156.0	19.020000000000003	39231.0	8.56	68938.0	15.05	39642.0	8.65	55435.0	12.110000000000001	55214.0	12.049999999999999	364591	79.6
Ssp-AAtu_011-Ex1-cssl.clmp.fp2_r1_screen	183928	21422.0	11.65	35.0	0.02	0.0	0.0	1.0	0.0	4860.0	2.65	46698.0	25.4	33368.0	18.14	12172.0	6.619999999999999	19042.0	10.35	11776.0	6.41	15890.0	8.64	15871.0	8.629999999999999	122036	66.35
Ssp-AAtu_011-Ex1-cssl.clmp.fp2_r2_screen	183928	21292.0	11.58	35.0	0.02	0.0	0.0	0.0	0.0	4941.0	2.69	46586.0	25.33	33255.0	18.09	12111.0	6.59	18977.0	10.32	11735.0	6.38	15855.0	8.61	15763.0	8.56	122330	66.51
Ssp-AAtu_012-Ex1-cssl.clmp.fp2_r1_screen	206100	13525.0	6.57	40.0	0.02	0.0	0.0	1.0	0.0	2262.0	1.1	38426.0	18.65	24772.0	12.02	7326.0	3.55	11966.0	5.82	6825.0	3.31	9334.0	4.52	9160.0	4.44	155914	75.65
Ssp-AAtu_012-Ex1-cssl.clmp.fp2_r2_screen	206100	13471.0	6.540000000000001	36.0	0.01	0.0	0.0	0.0	0.0	2356.0	1.1500000000000001	38591.0	18.72	24842.0	12.059999999999999	7351.0	3.56	12014.0	5.82	6844.0	3.31	9271.0	4.5	9201.0	4.47	155770	75.58
Ssp-AAtu_013-Ex1-cssl.clmp.fp2_r1_screen	431266	152939.0	35.46	6.0	0.0	0.0	0.0	6.0	0.0	33297.0	7.720000000000001	88048.0	20.42	169333.0	39.26	96304.0	22.330000000000002	147793.0	34.28	92764.0	21.51	127696.0	29.61	128116.0	29.7	254964	59.12
Ssp-AAtu_013-Ex1-cssl.clmp.fp2_r2_screen	431266	152518.0	35.37	6.0	0.0	0.0	0.0	2.0	0.0	33276.0	7.71	87405.0	20.27	169554.0	39.31	95558.0	22.16	147305.0	34.160000000000004	92609.0	21.46	126513.0	29.330000000000002	127300.0	29.52	254791	59.08
Ssp-AAtu_014-Ex1-cssl.clmp.fp2_r1_screen	221213	13551.0	6.12	30.0	0.01	0.0	0.0	1.0	0.0	2352.0	1.06	27411.0	12.379999999999999	23068.0	10.43	7313.0	3.31	12598.0	5.69	7120.0	3.22	9684.0	4.38	9574.0	4.33	181483	82.04
Ssp-AAtu_014-Ex1-cssl.clmp.fp2_r2_screen	221213	13696.0	6.19	34.0	0.01	0.0	0.0	0.0	0.0	2366.0	1.07	27411.0	12.39	23111.0	10.44	7406.0	3.3499999999999996	12830.0	5.800000000000001	7243.0	3.27	9857.0	4.46	9739.0	4.3999999999999995	181438	82.02
Ssp-AAtu_015-Ex1-cssl.clmp.fp2_r1_screen	152946	34242.0	22.39	10.0	0.01	0.0	0.0	4.0	0.0	7678.0	5.0200000000000005	33156.0	21.68	42629.0	27.86	20888.0	13.649999999999999	32525.0	21.26	19926.0	13.03	27983.0	18.29	27954.0	18.28	98145	64.17
Ssp-AAtu_015-Ex1-cssl.clmp.fp2_r2_screen	152946	34194.0	22.36	15.0	0.01	0.0	0.0	0.0	0.0	7826.0	5.11	33009.0	21.58	42620.0	27.869999999999997	20608.0	13.469999999999999	32463.0	21.229999999999997	19946.0	13.040000000000001	27667.0	18.09	27909.0	18.25	98221	64.22
Ssp-AAtu_016-Ex1-cssl.clmp.fp2_r1_screen	116047	6803.0	5.87	18.0	0.01	0.0	0.0	1.0	0.0	1183.0	1.02	14492.0	12.49	12349.0	10.64	3775.0	3.25	6664.0	5.75	3716.0	3.2	5126.0	4.42	5111.0	4.41	95088	81.94
Ssp-AAtu_016-Ex1-cssl.clmp.fp2_r2_screen	116047	6741.0	5.8	14.0	0.01	0.0	0.0	0.0	0.0	1157.0	0.99	14390.0	12.39	12512.0	10.77	3738.0	3.22	6692.0	5.76	3708.0	3.1999999999999997	5087.0	4.390000000000001	5083.0	4.37	95193	82.03
Ssp-AAtu_017-Ex1-cssl.clmp.fp2_r1_screen	188888	24166.0	12.79	49.0	0.02	0.0	0.0	1.0	0.0	4657.0	2.46	42475.0	22.490000000000002	36435.0	19.28	15632.0	8.280000000000001	23649.0	12.51	15072.0	7.98	20136.0	10.66	20297.0	10.74	131598	69.67
Ssp-AAtu_017-Ex1-cssl.clmp.fp2_r2_screen	188888	23945.0	12.67	37.0	0.02	0.0	0.0	0.0	0.0	4704.0	2.49	42287.0	22.38	36314.0	19.23	15242.0	8.06	23287.0	12.34	14715.0	7.79	19887.0	10.53	19933.0	10.549999999999999	131768	69.76
Ssp-AAtu_018-Ex1-cssl.clmp.fp2_r1_screen	178237	11380.0	6.39	43.0	0.03	0.0	0.0	2.0	0.0	2155.0	1.2	26389.0	14.8	20885.0	11.719999999999999	6315.0	3.55	10803.0	6.06	6367.0	3.5700000000000003	8407.0	4.720000000000001	8320.0	4.67	141698	79.5
Ssp-AAtu_018-Ex1-cssl.clmp.fp2_r2_screen	178237	11537.0	6.48	32.0	0.02	0.0	0.0	0.0	0.0	2185.0	1.22	26493.0	14.870000000000001	20990.0	11.780000000000001	6464.0	3.63	10988.0	6.16	6414.0	3.6	8546.0	4.8	8457.0	4.739999999999999	141698	79.5
Ssp-AAtu_019-Ex1-cssl.clmp.fp2_r1_screen	333976	50351.0	15.07	1.0	0.0	0.0	0.0	9.0	0.0	8566.0	2.57	26613.0	7.97	61081.0	18.29	28470.0	8.52	48964.0	14.66	28478.0	8.54	39802.0	11.920000000000002	39379.0	11.78	268483	80.39
Ssp-AAtu_019-Ex1-cssl.clmp.fp2_r2_screen	333976	50463.0	15.11	1.0	0.0	0.0	0.0	0.0	0.0	8680.0	2.5999999999999996	26533.0	7.9399999999999995	61260.0	18.34	28324.0	8.48	49047.0	14.69	28289.0	8.469999999999999	39601.0	11.860000000000001	39229.0	11.75	268383	80.36
Ssp-AAtu_020-Ex1-cssl.clmp.fp2_r1_screen	212733	22711.0	10.67	8.0	0.0	0.0	0.0	1.0	0.0	3353.0	1.58	23251.0	10.93	31984.0	15.030000000000001	12466.0	5.86	22441.0	10.559999999999999	12742.0	5.99	17513.0	8.24	17329.0	8.15	170611	80.2
Ssp-AAtu_020-Ex1-cssl.clmp.fp2_r2_screen	212733	22567.0	10.610000000000001	8.0	0.0	0.0	0.0	0.0	0.0	3212.0	1.51	22988.0	10.809999999999999	31910.0	15.0	12231.0	5.74	22339.0	10.5	12566.0	5.8999999999999995	17326.0	8.14	17047.0	8.01	170675	80.23
Ssp-AAtu_021-Ex1-cssl.clmp.fp2_r1_screen	72366	3125.0	4.31	10.0	0.01	0.0	0.0	0.0	0.0	550.0	0.76	15081.0	20.84	8553.0	11.82	1738.0	2.41	3035.0	4.19	1719.0	2.37	2320.0	3.1999999999999997	2244.0	3.09	54216	74.92
Ssp-AAtu_021-Ex1-cssl.clmp.fp2_r2_screen	72366	3068.0	4.24	7.0	0.01	0.0	0.0	0.0	0.0	598.0	0.8300000000000001	14977.0	20.7	8528.0	11.79	1759.0	2.4299999999999997	3027.0	4.1899999999999995	1697.0	2.34	2323.0	3.21	2259.0	3.12	54383	75.15
Ssp-AAtu_022-Ex1-cssl.clmp.fp2_r1_screen	221985	12229.0	5.52	56.0	0.03	0.0	0.0	0.0	0.0	2094.0	0.95	86278.0	38.870000000000005	37856.0	17.05	5915.0	2.66	9406.0	4.23	5467.0	2.46	7327.0	3.3000000000000003	7218.0	3.25	125377	56.48
Ssp-AAtu_022-Ex1-cssl.clmp.fp2_r2_screen	221985	12216.0	5.5	68.0	0.03	0.0	0.0	0.0	0.0	2060.0	0.93	86164.0	38.82	38044.0	17.14	5762.0	2.6	9369.0	4.22	5349.0	2.41	7257.0	3.27	7152.0	3.2199999999999998	125377	56.48
